CASRN,Toxic_xgboost_mordred-0,Toxic_xgboost_mordred-1
13740-38-0,0.49508238,0.5049176
17560-51-9,0.89115036,0.10884966
68683-30-7,0.4721834,0.5278166
57852-57-0,0.24794298,0.752057
39472-31-6,0.2825064,0.7174936
207574-76-3,0.87110525,0.12889475
4390-04-9,0.91887534,0.081124686
6731-36-8,0.8262446,0.17375544
13475-82-6,0.88378257,0.11621742
58327-15-4,0.8807161,0.1192839
1392325-86-8,0.33037102,0.669629
365411-50-3,0.84599316,0.15400684
33704-61-9,0.81416726,0.18583272
34396-03-7,0.8355148,0.1644852
91-51-0,0.72377646,0.2762235
3452-97-9,0.86996216,0.13003783
3302-10-1,0.89054865,0.109451346
71500-37-3,0.8884905,0.1115095
18379-25-4,0.57563174,0.42436826
80-54-6,0.8853239,0.11467613
12002-53-8,0.7382679,0.2617321
140-57-8,0.40999728,0.5900027
57018-52-7,0.9277044,0.07229563
60560-33-0,0.20815367,0.79184633
32222-06-3,0.15471518,0.8452848
55721-11-4,0.20491183,0.7950882
29597-36-2,0.8639618,0.13603821
93503-00-5,0.04956466,0.95043534
1845-38-1,0.7402952,0.25970483
58327-09-6,0.8116359,0.1883641
17564-84-0,0.8501512,0.14984882
58327-10-9,0.6463615,0.3536385
17564-81-7,0.7347361,0.2652639
58327-07-4,0.8926757,0.10732431
456-59-7,0.8433584,0.15664159
118-56-9,0.8176033,0.18239672
53445-37-7,0.6306015,0.36939847
107-74-4,0.9536664,0.046333592
107-75-5,0.9185513,0.08144868
18479-58-8,0.7427652,0.2572348
21564-62-5,0.15059698,0.849403
21564-60-3,0.07293081,0.9270692
107-41-5,0.9100379,0.089962155
10141-15-8,0.68966305,0.31033698
498-81-7,0.85810596,0.14189406
28231-03-0,0.8631352,0.13686475
32568-89-1,0.32458383,0.6754162
3407-42-9,0.793559,0.20644097
5585-52-4,0.08229995,0.91770005
103079-06-7,0.6797155,0.32028452
5076-19-7,0.74816155,0.25183848
14605-22-2,0.73358303,0.26641697
89232-83-7,0.8457666,0.15423341
83-43-2,0.807619,0.19238105
50-02-2,0.7822296,0.21777041
466-11-5,0.88528806,0.11471192
302-95-4,0.740511,0.259489
1403-66-3,0.87943053,0.12056948
26419-73-8,0.046589196,0.9534108
1215-83-4,0.05591798,0.944082
523-86-4,0.7087161,0.2912839
6970-59-8,0.651536,0.34846404
83805-11-2,0.54732597,0.45267406
6754-13-8,0.55140543,0.4485946
56390-16-0,0.16539669,0.8346033
551-36-0,0.22121423,0.77878577
2275-23-2,0.034292698,0.9657073
5588-10-3,0.094062865,0.90593714
955-48-6,0.57158875,0.42841128
101-40-6,0.083179355,0.91682065
300-42-5,0.06009215,0.93990785
1199-85-5,0.06046164,0.93953836
6988-20-1,0.080302775,0.9196972
926-93-2,0.12672955,0.87327045
894079-42-6,0.12817651,0.8718235
11011-72-6,0.88728595,0.11271406
57-92-1,0.9292678,0.070732154
66637-32-9,0.15253574,0.84746426
106358-90-1,0.047932148,0.95206785
59375-71-2,0.040593326,0.9594067
59375-66-5,0.044657886,0.9553421
22791-22-6,0.079701245,0.92029876
54266-57-8,0.044828355,0.95517164
1563-67-3,0.123357296,0.8766427
54266-46-5,0.080307245,0.91969275
67151-63-7,0.3787455,0.6212545
97-84-7,0.06303567,0.93696433
13115-40-7,0.12653077,0.87346923
5585-67-1,0.083458126,0.9165419
1174627-68-9,0.6983638,0.30163622
5585-73-9,0.0606277,0.9393723
521-78-8,0.061595917,0.9384041
84-96-8,0.04495263,0.95504737
70133-85-6,0.1112476,0.8887524
108-16-7,0.44073117,0.55926883
5636-83-9,0.029008865,0.97099113
1225-60-1,0.032821953,0.96717805
22212-93-7,0.072179675,0.9278203
564-25-0,0.87806803,0.12193195
23915-73-3,0.09994918,0.9000508
2449-49-2,0.048817277,0.9511827
20170-20-1,0.30801773,0.69198227
1892-80-4,0.21595931,0.7840407
603-00-9,0.16473782,0.8352622
66637-35-2,0.16118139,0.8388186
801-52-5,0.5684312,0.4315688
61738-05-4,0.104182184,0.8958178
34769-67-0,0.11271554,0.88728446
2079-54-1,0.10034329,0.8996567
56393-22-7,0.4242471,0.5757529
64399-29-7,0.22958815,0.77041185
67055-59-8,0.2089454,0.7910546
7635-51-0,0.07491559,0.9250844
3766-60-7,0.22805011,0.7719499
68690-89-1,0.059638143,0.94036186
74859-39-5,0.80014026,0.19985972
74859-37-3,0.7758599,0.2241401
123172-57-6,0.872604,0.12739597
123172-63-4,0.8251906,0.1748094
123172-50-9,0.8416308,0.15836915
123172-52-1,0.85759985,0.14240018
123172-54-3,0.7553049,0.24469513
25724-11-2,0.8672907,0.13270932
32358-07-9,0.25605994,0.74394006
126-07-8,0.44591182,0.5540882
10143-67-6,0.91033465,0.08966533
74149-72-7,0.81896424,0.18103577
2801-68-5,0.22507888,0.7749211
90-87-9,0.68419,0.31581002
33419-42-0,0.3097418,0.6902582
67329-03-7,0.06955856,0.93044144
106065-10-5,0.695886,0.30411398
74150-27-9,0.58450115,0.41549885
10024-70-1,0.88962,0.11038
1589-47-5,0.76709867,0.23290136
60676-84-8,0.19338942,0.8066106
18910-65-1,0.35234797,0.64765203
73573-87-2,0.31329715,0.68670285
6142-38-7,0.71512496,0.284875
16777-42-7,0.28715396,0.71284604
115960-14-0,0.66934776,0.3306522
22204-53-1,0.2888075,0.7111925
97699-81-5,0.15090173,0.84909827
110599-10-5,0.40033352,0.5996665
110599-11-6,0.41470724,0.58529276
38835-17-5,0.2551145,0.7448855
108912-17-0,0.4291858,0.5708142
52756-25-9,0.5743436,0.42565638
547-64-8,0.8717976,0.1282024
51338-27-3,0.410181,0.589819
69806-40-2,0.42251527,0.5774847
82697-75-4,0.47666812,0.5233319
82697-74-3,0.36990082,0.6300992
13749-94-5,0.059867978,0.940132
34885-03-5,0.8033813,0.1966187
55066-48-3,0.8185254,0.18147461
589-92-4,0.7188984,0.28110155
15520-10-2,0.036689937,0.96331006
1141487-54-8,0.93182,0.06818005
6280-15-5,0.7654839,0.23451607
2470-73-7,0.07949966,0.92050034
19142-68-8,0.11581218,0.8841878
2163-42-0,0.88054925,0.119450755
9046-10-0,0.58373237,0.4162676
1982-49-6,0.5091074,0.4908926
118562-73-5,0.93371224,0.066287756
77287-90-2,0.122493446,0.87750655
31291-71-1,0.76437545,0.23562455
18069-17-5,0.88931507,0.11068495
16251-77-7,0.78274095,0.21725905
1123-85-9,0.41834515,0.58165485
116287-13-9,0.1143651,0.8856349
112344-52-2,0.4327188,0.5672812
37795-71-4,0.10382861,0.8961714
62571-86-2,0.5200105,0.47998953
13330-31-9,0.18613654,0.81386346
79547-78-7,0.26816952,0.7318305
357-56-2,0.03867364,0.96132636
590-88-5,0.14334106,0.85665894
78-90-0,0.17442608,0.8255739
10171-78-5,0.6707865,0.32921353
29670-17-5,0.070984185,0.9290158
52663-81-7,0.44080526,0.55919474
1266664-66-7,0.12182486,0.87817514
59182-63-7,0.25243443,0.74756557
5586-87-8,0.103506505,0.8964935
49561-54-8,0.0548144,0.9451856
30007-14-8,0.12941182,0.8705882
1944-12-3,0.56321657,0.4367834
136-69-6,0.60333246,0.39666754
10138-74-6,0.8772737,0.12272631
109-07-9,0.5019684,0.49803165
141543-65-9,0.19623673,0.8037633
17590-01-1,0.19771671,0.8022833
1129-42-6,0.7955943,0.20440573
75-55-8,0.057247818,0.9427522
94-91-7,0.6351961,0.36480388
114460-08-1,0.24159569,0.7584043
537-61-1,0.2895918,0.7104082
3478-94-2,0.23211569,0.7678843
59-96-1,0.08253574,0.91746426
23256-30-6,0.32699955,0.67300045
74277-10-4,0.6551003,0.3448997
98730-04-2,0.26937854,0.73062146
2425-66-3,0.046520233,0.95347977
928-40-5,0.9107323,0.08926765
107-89-1,0.6461542,0.35384578
57-55-6,0.9046185,0.09538151
4189-47-3,0.08627021,0.9137298
770-35-4,0.45144314,0.54855686
999-61-1,0.36528414,0.63471586
127-00-4,0.06777513,0.93222487
96-47-9,0.5373019,0.46269813
17924-92-4,0.40025705,0.59974295
26735-66-0,0.73917675,0.26082322
29053-27-8,0.3887421,0.6112579
2568-25-4,0.7584064,0.24159363
4353-02-0,0.23788106,0.76211894
709-90-0,0.35585093,0.64414907
159264-96-7,0.85127234,0.14872763
303-47-9,0.8569617,0.14303827
95737-68-1,0.48800212,0.5119979
19224-26-1,0.84261775,0.15738225
24143-17-7,0.19644237,0.80355763
119446-68-3,0.24967319,0.7503268
98519-24-5,0.041658342,0.95834166
6423-43-4,0.05187422,0.9481258
75-56-9,0.37580615,0.62419385
1072-43-1,0.10931891,0.8906811
78-89-7,0.07978684,0.92021316
78-87-5,0.11791158,0.8820884
16529-56-9,0.061153352,0.93884665
93-53-8,0.66732365,0.33267635
64037-53-2,0.0778026,0.9221974
42872-30-0,0.6807426,0.31925738
42872-29-7,0.5794257,0.42057428
21267-72-1,0.1729055,0.8270945
3626-56-0,0.4400413,0.5599587
78-97-7,0.25014347,0.74985653
1967-16-4,0.23906434,0.76093566
74068-00-1,0.113479435,0.88652056
14838-15-4,0.23419261,0.7658074
50901-84-3,0.07533634,0.92466366
78587-05-0,0.63584435,0.36415565
117-27-1,0.24997342,0.7500266
1193-81-3,0.53531253,0.46468747
69056-38-8,0.8470476,0.15295236
65489-05-6,0.13736588,0.8626341
78168-92-0,0.22343147,0.77656853
19408-46-9,0.9224812,0.07751885
56180-94-0,0.83816564,0.16183433
61276-16-2,0.7333282,0.26667175
3094-09-5,0.8132289,0.18677111
70886-61-2,0.17382658,0.8261734
26016-98-8,0.31503898,0.684961
598-77-6,0.08938712,0.9106129
55418-56-9,0.57083666,0.4291633
47073-92-7,0.6965925,0.3034075
95719-25-8,0.7814215,0.21857852
67358-82-1,0.6357521,0.36424792
80382-23-6,0.38573533,0.61426467
5005-84-5,0.12134355,0.87865645
55843-86-2,0.17794865,0.82205135
40828-46-4,0.3257389,0.6742611
81265-54-5,0.2365278,0.7634722
56355-17-0,0.22722769,0.7727723
52549-17-4,0.16557282,0.8344272
34691-31-1,0.45073032,0.5492697
56427-43-1,0.073874176,0.9261258
30087-33-3,0.09722209,0.9027779
53716-49-7,0.28838527,0.7116147
66934-18-7,0.2495082,0.7504918
51234-28-7,0.2676037,0.7323963
55690-47-6,0.11709589,0.8829041
55689-71-9,0.25645047,0.7435495
5104-49-4,0.14916039,0.8508396
31793-07-4,0.30426157,0.69573843
41363-50-2,0.6193285,0.38067147
72619-41-1,0.29127628,0.7087237
158836-71-6,0.3128023,0.6871977
67700-30-5,0.15866667,0.8413333
188416-20-8,0.5795872,0.42041275
1331-41-5,0.16000581,0.8399942
2126-84-3,0.052173972,0.947826
7654-03-7,0.5480173,0.45198268
33368-94-4,0.15903103,0.84096897
119-51-7,0.33660674,0.66339326
55294-15-0,0.29557657,0.7044234
98-85-1,0.5006294,0.49937055
42818-60-0,0.20981544,0.79018456
54335-70-5,0.10236269,0.8976373
877399-00-3,0.40529728,0.5947027
123172-49-6,0.8475015,0.15249847
52570-16-8,0.64822054,0.35177943
87757-18-4,0.57568127,0.42431873
26129-32-8,0.3109702,0.6890298
40843-25-2,0.26903772,0.7309623
69806-34-4,0.4691494,0.5308506
101-10-0,0.22143286,0.77856714
105512-06-9,0.42306626,0.57693374
1953-02-2,0.7081257,0.2918743
72324-18-6,0.6829846,0.31701538
94149-41-4,0.5460694,0.4539306
72322-15-7,0.32439107,0.67560893
598-78-7,0.21218139,0.7878186
1501-84-4,0.14519364,0.85480636
76-00-6,0.18176436,0.81823564
66941-48-8,0.14955634,0.85044366
20602-57-7,0.2028004,0.7971996
35782-82-2,0.2574216,0.7425784
20866-13-1,0.22800869,0.7719913
14689-97-5,0.054481506,0.9455185
2592-62-3,0.39117378,0.6088262
497-26-7,0.7266673,0.27333274
107220-28-0,0.071546376,0.9284536
75-34-3,0.19248128,0.8075187
303-97-9,0.8994869,0.100513086
158792-23-5,0.88646793,0.113532096
50765-82-7,0.14600974,0.85399026
50765-97-4,0.13310468,0.8668953
139189-30-3,0.8370675,0.16293249
126-14-7,0.86472213,0.13527785
51-77-4,0.96202976,0.037970245
40601-76-1,0.7604816,0.23951843
7235-40-7,0.9182564,0.08174359
50765-81-6,0.053144753,0.94685525
50765-96-3,0.09200579,0.9079942
162881-26-7,0.77582824,0.22417177
116-75-6,0.91738456,0.082615435
22094-93-5,0.9519126,0.048087407
4957-16-8,0.90777206,0.09222795
121-06-2,0.8240845,0.17591546
5280-80-8,0.9440597,0.055940248
4474-24-2,0.96665287,0.033347122
465-42-9,0.771905,0.22809501
85801-02-1,0.4200207,0.5799793
23960-07-8,0.91819406,0.081805944
70-38-2,0.454772,0.545228
50765-77-0,0.039730728,0.9602693
50765-94-1,0.05735749,0.9426425
59263-66-0,0.13980174,0.86019826
33089-61-1,0.16256863,0.8374314
90268-24-9,0.94145703,0.05854297
49575-13-5,0.7679654,0.23203461
42012-90-8,0.060302913,0.9396971
50765-93-0,0.06501615,0.93498385
64506-49-6,0.63030446,0.36969554
627-70-3,0.16684216,0.83315784
4602-84-0,0.9625926,0.03740741
64218-02-6,0.90162086,0.09837916
495-62-5,0.92362136,0.07637863
105-87-3,0.9604593,0.03954069
24304-50-5,0.8300753,0.16992468
4948-15-6,0.9037993,0.096200675
94238-00-3,0.80200577,0.19799422
3772-23-4,0.90437925,0.095620774
26567-10-2,0.787972,0.212028
6358-37-8,0.95768034,0.042319633
95-93-2,0.9143898,0.08561022
527-53-7,0.9216203,0.07837968
68259-05-2,0.91239333,0.08760665
79665-24-0,0.94809353,0.05190648
5384-21-4,0.8119457,0.18805435
21697-42-7,0.53527695,0.46472305
89269-64-7,0.3686362,0.6313638
89427-45-2,0.080574036,0.91942596
73840-50-3,0.79221284,0.20778719
1124-11-4,0.12945294,0.87054706
10543-57-4,0.5527116,0.44728836
68922-23-6,0.92091155,0.07908848
1709-70-2,0.9334272,0.066572785
161050-58-4,0.6429713,0.35702872
283594-90-1,0.7162612,0.2837388
40580-62-9,0.86469823,0.13530178
145-39-1,0.6278914,0.37210855
81-14-1,0.7074162,0.29258385
121-21-1,0.36438286,0.63561714
23031-36-9,0.23145252,0.7685475
97-11-0,0.3242687,0.6757313
27223-49-0,0.4158398,0.5841602
477-33-8,0.33757484,0.66242516
7212-44-4,0.9370734,0.06292657
29171-21-9,0.77472436,0.22527567
97322-87-7,0.32829988,0.6717001
82508-32-5,0.4968502,0.5031498
58652-20-3,0.84533465,0.15466537
2655-15-4,0.053417563,0.94658244
2686-99-9,0.059330106,0.9406699
3971-89-9,0.056599557,0.94340044
98124-08-4,0.26766342,0.7323366
86780-90-7,0.46950752,0.5304925
3618-72-2,0.73200244,0.26799756
18794-84-8,0.9104015,0.08959849
65405-73-4,0.9192266,0.0807734
105-86-2,0.94295603,0.05704396
102-22-7,0.9422108,0.057789225
94-48-4,0.83309275,0.16690727
5585-39-7,0.7455177,0.25448233
459-80-3,0.8699138,0.13008617
1786-08-9,0.8608301,0.13916986
110-93-0,0.81014943,0.18985055
586-62-9,0.7829334,0.21706657
68555-58-8,0.8776425,0.12235749
137927-76-5,0.2812717,0.7187283
1191-16-8,0.90486646,0.09513354
13884-43-0,0.80122596,0.19877405
41131-65-1,0.7951776,0.2048224
97-36-9,0.51932395,0.48067608
78-32-0,0.6398858,0.36011422
95-63-6,0.89949495,0.10050504
669005-94-1,0.74132216,0.25867784
487-68-3,0.74052763,0.25947237
75980-60-8,0.5850087,0.41499132
938-18-1,0.7068012,0.2931988
88-05-1,0.10664916,0.89335084
108-75-8,0.12537444,0.87462556
90992-25-9,0.84337306,0.15662694
25586-42-9,0.62990093,0.37009904
78-30-8,0.8514095,0.14859052
101708-05-8,0.5521155,0.4478845
53780-34-0,0.43349016,0.56650984
27945-43-3,0.3063348,0.6936652
700-13-0,0.54320455,0.45679545
14667-55-1,0.07613504,0.92386496
28730-17-8,0.5807959,0.41920412
73622-67-0,0.57405347,0.42594653
18869-73-3,0.62114346,0.37885657
2169-64-4,0.8587521,0.14124793
80693-00-1,0.8769685,0.12303149
96-69-5,0.8615008,0.13849919
36443-68-2,0.8631312,0.13686877
96-66-2,0.8987199,0.10128006
7756-94-7,0.8526173,0.14738266
68411-46-1,0.6456362,0.35436377
41208-07-5,0.6990645,0.30093554
30392-41-7,0.60442376,0.3955762
1879-09-0,0.24737662,0.7526234
1445-23-4,0.22871971,0.7712803
1218-35-5,0.052099228,0.9479008
59708-57-5,0.12596577,0.8740342
81-15-2,0.44644237,0.55355763
2487-01-6,0.33350217,0.6664978
2205-73-4,0.70394176,0.29605824
79006-76-1,0.24181575,0.75818425
96515-74-1,0.62459433,0.37540567
50588-13-1,0.5748178,0.42518225
50700-72-6,0.6218318,0.37816823
34388-29-9,0.48926115,0.51073885
121-29-9,0.2791401,0.7208599
6090-15-9,0.8252587,0.17474131
26002-80-2,0.4628811,0.5371189
70-43-9,0.37975973,0.6202403
23031-38-1,0.44054282,0.5594572
72963-72-5,0.3483755,0.6516245
14297-81-5,0.4312684,0.5687316
30764-80-8,0.8005648,0.19943517
124416-41-7,0.3479972,0.6520028
14901-07-6,0.90315413,0.09684588
25812-30-0,0.78160346,0.21839657
80-26-2,0.92199385,0.07800615
41414-75-9,0.784847,0.215153
60763-44-2,0.87885976,0.12114026
78-70-6,0.5273001,0.4726999
7143-69-3,0.88200843,0.117991574
126-64-7,0.8969307,0.103069335
315-18-4,0.078564405,0.9214356
149961-52-4,0.3127547,0.6872453
2032-65-7,0.07088536,0.92911464
2635-10-1,0.12297732,0.8770227
2179-25-1,0.2172758,0.7827242
2655-14-3,0.07771927,0.9222807
137521-49-4,0.7975609,0.20243911
137521-48-3,0.7816927,0.21830732
2425-10-7,0.062633276,0.9373667
671-04-5,0.08776432,0.9122357
66871-56-5,0.3015918,0.6984082
6392-46-7,0.094954014,0.905046
79006-73-8,0.07646376,0.92353624
79006-83-0,0.13811284,0.86188716
87767-36-0,0.1281128,0.8718872
23103-98-2,0.0704571,0.9295429
548-84-5,0.2933513,0.7066487
38035-28-8,0.094851255,0.90514874
59669-26-0,0.05068344,0.94931656
68789-90-2,0.072804034,0.92719597
50765-71-4,0.02497232,0.9750277
50765-87-2,0.045308292,0.9546917
100751-82-4,0.074685395,0.9253146
88296-62-2,0.1352219,0.8647781
68789-93-5,0.083713055,0.91628695
123252-99-3,0.299084,0.700916
123252-97-1,0.18978983,0.81021017
96-88-8,0.15490586,0.84509414
50528-97-7,0.2061966,0.7938034
61676-87-7,0.21756095,0.78243905
58011-68-0,0.7308961,0.26910385
25505-97-9,0.14156419,0.8584358
24303-87-5,0.18522507,0.81477493
220899-03-6,0.38562626,0.61437374
68516-73-4,0.91290796,0.08709203
55-37-8,0.0517568,0.9482432
64011-88-7,0.075894415,0.9241056
18694-40-1,0.18109596,0.81890404
73590-58-6,0.34663033,0.65336967
21829-25-4,0.54425466,0.45574537
71653-63-9,0.2788148,0.7211852
88046-00-8,0.4211015,0.5788985
484-12-8,0.41763556,0.58236444
50563-36-5,0.26748312,0.7325169
77732-09-3,0.15411836,0.84588164
24280-93-1,0.6033422,0.39665782
72705-22-7,0.87026656,0.12973346
132203-70-4,0.34710813,0.6528919
41295-28-7,0.83787113,0.16212885
62751-73-9,0.07538545,0.92461455
67369-99-7,0.12159306,0.87840694
6962-44-3,0.34766173,0.65233827
74222-97-2,0.89786243,0.10213758
86604-75-3,0.29245657,0.70754343
38168-64-8,0.07549685,0.92450315
139958-16-0,0.24263686,0.75736314
60568-05-0,0.4247815,0.5752185
4619-66-3,0.6492317,0.35076836
99522-79-9,0.41739088,0.5826091
133908-64-2,0.6348786,0.36512142
105951-93-7,0.76715875,0.23284127
73698-59-6,0.57288754,0.42711243
89226-75-5,0.2355938,0.7644062
91599-74-5,0.25396764,0.74603236
68483-33-0,0.23986995,0.76013005
14763-62-3,0.8053842,0.1946158
123-35-3,0.924187,0.07581298
30748-29-9,0.25019515,0.74980485
23444-65-7,0.60887027,0.39112973
59204-74-9,0.68521696,0.31478304
50765-76-9,0.026905954,0.97309405
50765-74-7,0.04099542,0.9590046
63704-66-5,0.029790163,0.97020984
5205-11-8,0.8946802,0.105319805
107-86-8,0.3392592,0.6607408
4479-75-8,0.22273624,0.77726376
101030-72-2,0.2871306,0.7128694
541-47-9,0.5979811,0.40201887
26485-81-4,0.4689802,0.5310198
137927-77-6,0.21101105,0.78898895
137927-78-7,0.28387457,0.7161254
1752-30-3,0.093414664,0.90658534
67-64-1,0.6899846,0.31001538
3748-13-8,0.7680367,0.2319633
2082-81-7,0.83432055,0.16567947
109-16-0,0.8295899,0.17041008
21282-97-3,0.6767254,0.3232746
99-48-9,0.5707202,0.4292798
814-78-8,0.26634812,0.7336519
110-13-4,0.7995832,0.20041679
123-54-6,0.811625,0.18837501
8028-48-6,0.91934335,0.080656655
86-92-0,0.30491877,0.69508123
93-68-5,0.7338504,0.26614958
20139-55-3,0.39310133,0.60689867
5185-97-7,0.89480317,0.105196826
128-80-3,0.86086416,0.13913584
10291-28-8,0.86204493,0.13795504
232938-43-1,0.92222244,0.07777757
108-38-3,0.79575884,0.20424116
980-26-7,0.81507695,0.18492305
4403-90-1,0.97486585,0.02513417
68908-87-2,0.8413499,0.1586501
6613-44-1,0.62811625,0.37188375
108-69-0,0.06356251,0.9364375
1665-48-1,0.2522636,0.7477364
4066-02-8,0.8888891,0.111110896
17667-23-1,0.80047905,0.19952096
17291-89-3,0.13673186,0.86326814
13730-09-1,0.6357349,0.3642651
95-78-3,0.063947976,0.936052
21436-96-4,0.06932598,0.930674
73839-60-8,0.42344773,0.5765523
3761-53-3,0.96827215,0.03172784
89-87-2,0.499883,0.500117
105-67-9,0.09383595,0.90616405
80567-67-5,0.41362482,0.5863752
37027-12-6,0.6809004,0.3190996
37027-11-5,0.68001807,0.31998193
589-93-5,0.0753659,0.9246341
108-47-4,0.07907742,0.9209226
95-47-6,0.8662943,0.13370568
120-34-3,0.8626818,0.13731821
95-64-7,0.05311787,0.9468821
95-65-8,0.43101525,0.56898475
72364-91-1,0.33816177,0.66183823
1799-79-7,0.02656573,0.97343427
83-88-5,0.74485886,0.2551411
17291-84-8,0.36928177,0.63071823
87-62-7,0.060629487,0.9393705
88069-67-4,0.09769809,0.9023019
5294-61-1,0.17361861,0.8263814
3416-26-0,0.18866545,0.81133455
77191-36-7,0.41804695,0.58195305
7361-61-7,0.09004247,0.9099575
57021-61-1,0.4708686,0.5291314
91-97-4,0.8132583,0.1867417
72-57-1,0.9780926,0.021907408
4548-53-2,0.97692716,0.023072809
30544-72-0,0.5072938,0.49270615
30544-71-9,0.5067682,0.49323177
67129-08-2,0.16270804,0.83729196
576-26-1,0.41251773,0.5874823
47465-97-4,0.4908355,0.5091645
21554-20-1,0.5019804,0.49801958
3875-72-7,0.803619,0.19638096
6360-54-9,0.9712479,0.02875208
21894-02-0,0.82163614,0.17836384
4418-66-0,0.61668146,0.38331857
5825-79-6,0.3716346,0.6283654
119462-56-5,0.7968256,0.20317441
122-00-9,0.5119887,0.4880113
625-84-3,0.07529873,0.9247013
67-51-6,0.06126082,0.9387392
20404-97-1,0.40289325,0.59710675
123-32-0,0.04537195,0.95462805
147160-51-8,0.5488334,0.4511666
147160-52-9,0.48635972,0.5136403
53112-28-0,0.35072374,0.64927626
144651-06-9,0.94597405,0.05402593
108-50-9,0.054620683,0.9453793
25724-50-9,0.16539294,0.83460706
95-26-1,0.340392,0.659608
2216-45-7,0.8144754,0.18552461
129423-54-7,0.9538094,0.04619064
64039-28-7,0.43376207,0.5662379
5724-56-1,0.74315834,0.25684166
61-68-7,0.34779775,0.65220225
65089-17-0,0.4646504,0.5353496
50892-23-4,0.40408593,0.59591407
89427-22-5,0.044145882,0.9558541
84596-57-6,0.79798794,0.20201203
1901-26-4,0.7573991,0.24260089
28802-49-5,0.41912258,0.5808774
47000-92-0,0.4270273,0.5729727
302964-08-5,0.6545292,0.3454708
72-44-6,0.18017119,0.8198288
963-34-8,0.17675507,0.8232449
3476-88-8,0.46872997,0.53127
3214-64-0,0.11857343,0.8814266
28562-70-1,0.66850674,0.3314933
21312-10-7,0.8825431,0.11745692
65183-11-1,0.22936285,0.77063715
6358-85-6,0.94951993,0.05048005
13051-49-5,0.43607378,0.5639262
57-97-6,0.78243935,0.21756065
62450-06-0,0.105321944,0.89467806
3520-72-7,0.69562197,0.30437806
5910-89-4,0.06728721,0.9327128
73840-48-9,0.6829761,0.31702387
74050-94-5,0.89683175,0.103168264
10049-83-9,0.9364636,0.06353638
74037-55-1,0.85582066,0.14417931
73840-49-0,0.7756471,0.22435288
168152-68-9,0.050243318,0.9497567
729-99-7,0.8641238,0.13587618
15911-15-6,0.14807343,0.85192657
431-03-8,0.4907462,0.5092538
55290-64-7,0.4076708,0.5923292
6092-18-8,0.522285,0.47771502
67-03-8,0.23368007,0.76631993
21452-18-6,0.46891743,0.5310826
56619-72-8,0.801453,0.19854704
17433-39-5,0.45847666,0.54152334
10268-78-7,0.57155067,0.42844933
4321-69-1,0.97708225,0.022917766
5003-48-5,0.82356817,0.17643185
39864-15-8,0.9539038,0.04609621
19249-34-4,0.70150924,0.29849076
13256-19-4,0.3453765,0.6546235
111-21-7,0.8543771,0.14562292
