CASRN,LD50_xgboost_rdkit2d
4394-00-7,0.36844677
5443-49-2,0.5914846
58861-48-6,0.63369966
553-26-4,0.22220322
81-84-5,1.2001454
81-16-3,1.4192052
633-99-8,0.6194709
128-67-6,0.6797979
2243-62-1,0.7955118
128-95-0,0.8033433
81-04-9,1.2718403
120-72-9,0.80398524
1698-60-8,1.0926747
3042-84-0,0.61149895
1698-53-9,0.8045032
51707-55-2,0.6749259
148-24-3,0.73280555
27022-50-0,-0.1162945
100-52-7,0.9502457
25506-06-3,0.64867055
6607-45-0,0.88497883
13423-60-4,0.56025475
16227-12-6,0.44548157
84-12-8,0.38731954
66501-16-4,0.6483251
2423-66-7,0.56414336
41407-89-0,1.1690449
98-87-3,0.97782844
396-01-0,0.8529088
18039-42-4,0.3067243
89427-42-9,-0.78996676
98-88-4,0.9024875
98-07-7,0.6817723
142-04-1,0.47706723
64-10-8,1.0242625
103-85-5,-0.6723129
6635-73-0,-0.6600217
100-63-0,0.27178186
100-65-2,0.63455164
103-71-9,0.93407536
17654-88-5,0.45553488
98-95-3,0.6727545
350-57-2,0.72887313
3426-89-9,0.2942518
701-64-4,0.68825006
644-97-3,0.305736
1779-48-2,0.9513261
108-98-5,0.81561404
8046-53-5,1.0984763
98-09-9,0.6858948
108-90-7,0.7828214
108-86-1,0.47399646
591-50-4,0.5693686
119-72-2,1.2767868
63734-62-3,0.47936288
2243-78-9,0.847087
7621-86-5,0.5901068
6054-99-5,1.4303977
15457-05-3,0.025047585
42874-01-1,0.22747582
101-50-8,1.3280646
119-15-3,0.41818404
1836-75-5,0.98200995
12222-78-5,0.7445268
59214-90-3,0.28544706
65793-50-2,0.7439435
92-70-6,1.218252
37728-15-7,0.9147806
53469-21-9,1.0113808
1631-29-4,0.71822673
523-50-2,0.8914104
2698-41-1,0.32176208
16715-77-8,0.84194714
531-81-7,0.9592499
13577-46-3,0.9998478
4053-08-1,1.0338773
117-62-4,1.7595221
117-55-5,1.5081239
3604-99-7,0.7768404
481-39-0,0.14725234
4008-48-4,0.5942877
90-02-8,0.8465895
89-98-5,0.6853138
95-16-9,0.5686198
91-15-6,0.81203
611-20-1,0.3064329
873-32-5,0.8675224
2797-51-5,0.31377563
3347-22-6,0.06695751
117-80-6,0.6149119
85-44-9,1.3647527
90-16-4,0.73167616
65-45-2,0.8965153
54-21-7,0.9242499
2037-95-8,0.657871
21725-69-9,0.8725239
6064-83-1,0.7165228
2634-33-5,0.74811286
609-66-5,0.85078686
1338-32-5,0.81291646
88-17-5,0.39154324
2285-12-3,0.7097599
392-83-6,1.039415
95-54-5,0.4954158
88-74-4,0.71940225
95-55-6,0.5929807
95-51-2,0.5938123
583-39-1,0.5141644
615-16-7,0.81456816
5902-85-2,0.5390351
5344-82-1,-0.8267033
101-05-3,0.7094695
2213-63-0,0.46251395
4570-41-6,0.7358485
149-30-4,0.34097898
88-75-5,0.5844081
88-73-3,0.516803
120-80-9,0.51066655
1333-39-7,1.1200484
30746-58-8,-2.8286068
95-50-1,0.8219966
110-02-1,0.81837577
105-11-3,0.33415604
16589-20-1,1.1482309
12674-11-2,0.99004996
71422-67-8,-0.21780437
13738-63-1,0.8734771
1836-77-7,0.69842863
22494-42-4,0.32512733
64057-98-3,0.63605833
860-22-0,1.1637352
106917-52-6,-0.3089929
56966-52-0,0.5354196
14047-09-7,0.6626454
2274-74-0,0.79685307
3380-34-5,0.51433986
2227-13-6,0.637004
116-29-0,0.66975164
6954-48-9,0.6201998
131-27-1,1.6984282
58712-69-9,0.3398647
556-12-7,0.6149144
3132-99-8,0.7360349
2009-24-7,0.6889439
2617-79-0,0.648673
2617-78-9,0.47274634
718-43-4,0.61301214
626-17-5,0.24933894
121-91-5,1.148069
16671-87-7,0.13426886
4052-92-0,0.7587838
881-99-2,0.7127599
329-01-1,1.2211597
108-45-2,0.35621324
99-09-2,0.8861176
108-42-9,0.6404474
4947-89-1,-1.2088525
127-68-4,0.77720296
121-73-3,0.5915449
108-46-3,0.47725388
108-43-0,0.58021075
619-72-7,0.69875336
13940-94-8,0.9120171
100-21-0,1.6596568
100-20-9,0.95404637
619-80-7,1.1661861
62-23-7,1.0443007
122-04-3,0.7049458
99-96-7,0.8869781
16671-88-8,0.060368378
122-01-0,0.8650198
455-14-1,0.98615426
98-56-6,0.7237923
5216-25-1,0.7679004
624-18-0,0.25892684
100-01-6,0.73469543
2987-46-4,0.28785053
63-74-1,1.0970955
15730-83-3,1.3694129
106-47-8,0.5943308
540-37-4,0.42081252
3696-23-9,-0.9684071
539-21-9,-0.116021365
105-12-4,0.60250264
100-28-7,0.6681417
35037-73-1,0.34268886
1985-12-2,0.43780404
100-02-7,0.5919006
100-00-5,0.49266836
106-48-9,0.51166433
106-51-4,0.5698332
98-60-2,0.7593753
106-46-7,0.73004544
39699-08-6,1.5033495
38665-24-6,0.5133354
128-97-2,1.0359019
52671-72-4,1.3305111
81-30-1,1.0787137
11096-82-5,0.8006174
56973-16-1,0.14067401
872-85-5,0.56711763
37853-05-7,0.39251247
100-54-9,0.40204996
98-92-0,0.87445366
59-67-6,1.4551281
54-85-3,0.9031685
59470-49-4,0.9597098
55-22-1,1.2534583
3535-75-9,0.8318766
1124-33-0,0.4295902
98-01-1,0.75447047
51762-67-5,0.5184777
875-28-5,1.298473
84057-84-1,0.5262164
50-45-3,0.99536896
14689-51-1,-1.7355596
2338-31-0,-1.4109418
6587-23-1,-0.8484589
64037-11-2,0.47536314
25567-67-3,0.22918642
3209-22-1,0.6046082
64037-10-1,0.33969614
36088-22-9,-2.8415763
18063-03-1,0.46727914
1194-65-6,0.1337459
81-19-6,0.83655816
1918-13-4,0.3710191
87-61-6,0.6594622
94239-04-0,0.48878443
1929-82-4,0.67848074
24382-04-5,0.8515687
928-53-0,0.5369296
76-44-8,0.45796767
3186-23-0,0.034793466
5836-04-4,-1.0118122
73826-58-1,0.67178416
87-02-5,1.4282631
118-33-2,1.7238344
129-79-3,0.052103337
1154-59-2,0.4672625
6013-05-4,0.61877656
52479-85-3,0.85762584
84087-01-4,0.626849
97-51-8,0.83397716
95-01-2,0.97433233
20856-57-9,0.5925353
227197-72-0,0.5565158
17200-29-2,0.63733256
3671-61-2,-0.9104863
31643-49-9,0.65981376
939-80-0,0.53913766
6574-99-8,0.9970291
17420-30-3,0.9923323
16588-02-6,0.5642759
19694-10-1,0.8566497
89426-89-1,-0.8331771
16588-06-0,0.86609095
96-99-1,0.8318546
2250-53-5,-0.22157887
89-75-8,0.6586378
84504-69-8,0.3407233
399-69-9,-1.2880952
121-17-5,0.37240276
328-84-7,0.7851323
13014-24-9,0.92466635
118-83-2,0.5884516
320-60-5,0.8986124
13014-18-1,0.7165253
5307-14-2,1.247454
5131-58-8,0.98423266
137-09-7,0.6503555
61988-37-2,0.46292016
88-63-1,1.4729868
3671-66-7,-0.75633687
119-34-6,1.103748
364-76-1,0.6801887
635-22-3,1.1900791
3863-11-4,0.525356
95-76-1,0.85868925
97-02-9,0.6255934
99-57-0,0.9665172
121-87-9,0.86823845
6283-25-6,1.2059972
89-63-4,1.0908325
95-85-2,0.5899524
367-25-9,0.42174706
554-00-7,0.57724464
95-82-9,0.5799964
31225-17-9,0.59397656
327-19-5,-1.2992464
89426-90-4,-0.6572715
3671-47-4,-1.2358919
89426-91-5,-0.42912185
656-49-5,-1.1503154
3765-86-4,-1.1324012
19932-84-4,0.7556226
22876-19-3,0.57691467
14733-73-4,0.45797566
1744-22-5,0.009580082
1682-39-9,0.49455327
52112-68-2,0.6689556
61-80-3,0.29448903
64037-13-4,0.01884114
51-28-5,-0.4333472
619-08-9,0.62728274
99-54-7,0.5311157
611-07-4,0.52541584
611-06-3,0.58762383
89-61-2,0.41765547
95-88-5,0.448479
4991-65-5,0.482518
120-83-2,0.6653194
583-78-8,-0.124488614
348-57-2,0.54500806
671-95-4,1.3293905
120-82-1,0.7924603
65235-63-4,0.5018496
3862-73-5,0.53428674
6609-39-8,-1.5063381
89426-94-8,-1.5339966
14689-58-8,-1.2860978
89427-11-2,-1.7019356
3401-80-7,0.6033431
4228-89-1,-1.6805205
634-66-2,0.7857545
84487-03-6,0.7975484
1702-17-6,0.5772435
108-31-6,0.938049
4312-97-4,0.611774
288-32-4,0.927457
3495-42-9,0.3203946
7789-83-5,0.21125168
96-50-4,0.43957534
35317-79-4,0.4361065
1606-76-4,0.40658182
107-22-2,0.9386044
872-36-6,0.6619393
14150-71-1,-0.21227026
12672-29-6,0.7955022
11126-42-4,0.5233814
536-08-3,0.9402085
1336-36-3,0.68208075
10331-57-4,0.4828075
97-18-7,0.342779
1746-01-6,-1.9841721
618-83-7,1.1270404
22326-31-4,1.191331
134880-74-3,-0.24967922
121-81-3,0.38099447
2905-62-6,1.171407
368-53-6,0.7865712
99-35-4,-0.07280551
108-73-6,0.7145265
108-70-3,0.7415699
2277-92-1,0.11223069
57117-31-4,-0.03505777
40321-76-4,-3.2363896
58-94-6,0.8688665
56961-25-2,1.0398648
609-99-4,0.24771753
2789-92-6,1.0633534
120068-37-3,-0.20919913
120068-36-2,-0.4081297
609-20-1,0.92887086
6609-38-7,-0.99730605
6609-37-6,-1.6632123
3671-18-9,-1.4457005
89426-93-7,-1.3037062
89426-98-2,-1.4734632
89426-95-9,-1.600047
4228-88-0,-1.6906213
89426-99-3,-1.6380802
89427-01-0,-1.8351289
89427-00-9,-1.294912
88-89-1,0.09307101
4515-30-4,0.46093056
1817-73-8,0.5510418
5388-62-5,0.5051878
120-97-8,0.38997138
634-93-5,0.8178816
88-06-2,0.47877213
634-90-2,0.7537583
89-32-7,0.68738484
20103-09-7,0.62575155
6627-34-5,0.91662973
2338-24-1,-1.1194756
6609-40-1,-1.5288712
89426-96-0,-1.6048869
2338-25-2,-1.7579299
39215-09-3,-1.5083132
5285-41-6,0.6649322
1750-46-5,0.583218
64037-08-7,0.5027717
327-92-4,0.024781616
39227-28-6,-2.7177582
19408-74-3,-2.7065506
95-94-3,0.7854192
2578-45-2,0.2911138
15878-00-9,0.49856472
89427-25-8,-1.330251
6609-42-3,-1.1238003
89457-11-4,-1.638643
6609-43-4,-0.691122
24994-55-6,-0.79956436
19690-31-4,-0.79607373
2338-27-4,-1.6589409
53615-22-8,-1.6606508
89427-17-8,-2.0350235
27811-88-7,0.3216497
36117-76-7,-0.8885817
50995-94-3,0.3726995
35822-46-9,-2.4375882
89427-15-6,-1.7001911
363-72-4,-0.01967069
3393-59-7,-1.9958942
1982-55-4,0.41840318
8003-46-1,0.050425068
58-90-2,0.024773274
608-93-5,0.76052326
6515-38-4,0.10777486
24598-73-0,1.0522014
31876-38-7,1.0467821
3034-38-6,0.49683368
452-06-2,0.3911476
2308-57-8,0.8238521
2380-63-4,0.63982
13230-99-4,0.96754146
1970-40-7,0.28175056
87-56-9,0.530638
75-87-6,0.38284975
75-12-7,1.4127103
288-88-0,0.38198817
73-24-5,0.26641455
13231-00-0,0.9877695
61-82-5,0.785753
4005-51-0,0.6202548
64-18-6,1.2296954
1071-98-3,0.16386737
3018-12-0,0.30186117
670-54-2,-0.049796198
1897-45-6,0.4382522
16212-28-5,0.13911565
13063-43-9,0.30063403
376-53-4,0.532686
75-15-0,0.32857704
3212-26-8,-1.2672418
1024-57-3,-0.67208856
39765-80-5,-0.05102712
3447-87-8,-1.0824175
27304-13-8,-1.2641548
297-78-9,-0.34713936
14788-97-7,0.051004168
2418-14-6,0.63297427
79-34-5,0.57900757
77439-76-0,0.4989308
4124-30-5,0.76032543
76840-12-5,0.6181762
1768-31-6,0.35290912
2156-56-1,0.75614226
39801-14-4,-0.34463584
302-17-0,0.6857647
26675-46-7,1.0298839
13838-16-9,1.2410417
376-72-7,0.75736886
1546-95-8,0.29641768
76-21-1,0.1556194
354-15-4,0.38347825
151-67-7,1.3737583
31335-41-8,0.103726946
67-66-3,0.7842575
75-27-4,0.7039143
3268-87-9,-1.7225668
2227-17-0,0.5637238
89427-41-8,-1.1865418
14863-50-4,-0.9788232
4205-98-5,-1.027124
2355-43-3,-1.8586318
89427-27-0,-1.4823561
89427-26-9,-2.0874603
18225-94-0,-2.188352
89427-32-7,-1.9836656
89427-44-1,-1.3326558
2338-29-6,-1.7466319
4228-93-7,-2.1583674
3470-17-5,0.34385517
82-68-8,0.41577443
87-86-5,0.071653865
18964-31-3,0.25819048
118-74-1,0.5418481
76840-13-6,0.63928694
1134-04-9,0.57057536
2176-62-7,0.31730157
15743-13-2,0.42180187
67403-00-3,0.5327806
6012-97-1,0.46960214
87-68-3,0.53661424
3424-05-3,0.48439223
2514-52-5,0.14506567
50-71-5,0.91814905
706-79-6,0.52345955
66257-53-2,1.4384134
7682-38-4,0.4898128
127-18-4,-0.034064874
6984-99-2,0.36208865
79-52-7,0.30733028
116-16-5,0.2675131
335-76-2,0.04997414
3825-26-1,0.1433399
3794-64-7,0.5696414
76-05-1,0.9522655
650-51-1,0.8768742
76-02-8,0.6988757
108-78-1,0.7767502
541-53-7,-0.49534774
57-13-6,1.2561966
556-88-7,0.7231092
1758-73-2,1.470639
127-07-1,1.5583205
79-19-6,-0.48578998
6846-35-1,0.28068396
2893-78-9,0.38407657
2428-04-8,0.3064365
108-77-0,0.63878185
51580-86-0,0.5686813
87-90-1,0.6410511
463-71-8,0.34800965
2385-85-5,-0.08770129
29457-72-5,-0.45593372
307-35-7,-0.3823115
375-73-5,0.3088123
375-34-8,0.6797347
358-21-4,0.62590015
422-81-1,0.25413713
76-06-2,0.4471269
1493-13-6,0.663304
594-42-3,0.6632856
21351-39-3,0.97181755
821-06-7,-0.14214568
2961-68-4,-0.13329503
1689-83-4,0.13385093
5348-97-0,0.8665567
107-66-4,0.79236066
36105-20-1,0.536486
23142-01-0,0.19900148
17243-64-0,0.40807205
10544-63-5,1.6493224
3734-16-5,0.10626375
79241-46-6,0.5885042
80828-32-6,0.4600521
25360-10-5,1.3506709
20769-36-2,0.33982491
50-13-5,0.24910337
113-42-8,0.1984068
57-09-0,0.9328195
13473-38-6,0.3392538
437-38-7,0.24145181
1209-98-9,0.42470556
3810-80-8,-0.14697364
140-89-6,0.6358268
52-53-9,0.07135593
2430-22-0,1.1873959
68099-86-5,0.13280736
13076-17-0,1.1252295
87674-68-8,0.086290695
15932-80-6,1.0545772
72619-34-2,-0.3839788
145-41-5,-0.17773974
901-82-6,0.10165562
14026-03-0,0.54599625
33402-03-8,0.6383866
23239-51-2,0.74808526
69674-66-4,0.18200418
1491-59-4,0.1620992
3818-64-2,-0.046750437
127-69-5,0.9378268
33232-39-2,0.08954137
67557-57-7,0.5210632
50-60-2,0.013576147
615-50-9,0.14628322
20405-19-0,0.6842973
41468-25-1,0.33430538
21593-23-7,0.5950426
5697-56-3,-0.41495773
76714-88-0,0.60627234
10563-70-9,0.15584418
69-53-4,0.8087188
306-37-6,0.87475884
59-42-7,0.07806915
55-31-2,0.40546614
28213-87-8,-1.0620464
315-80-0,0.58585054
27203-92-5,0.0800773
1229-29-4,0.05608836
60525-15-7,0.17554674
2052-46-2,0.36123696
475-81-0,-0.15216877
50-52-2,0.60920024
1982-36-1,0.45366472
52-26-6,-0.0021337224
15686-83-6,0.3377462
4685-14-7,-0.30761677
64-20-0,0.8509261
3818-88-0,0.48109663
125401-92-5,0.5033151
34268-69-4,0.7466888
3092-17-9,0.6683335
298-59-9,0.6013564
2302-17-2,0.4526914
51276-47-2,1.3803037
3254-89-5,0.3016277
1235-82-1,0.19870093
31770-74-8,0.24413191
28968-09-4,0.22973353
73954-17-3,0.1717242
19794-93-5,0.27221936
4404-43-7,0.8342653
631-06-1,0.11591104
104821-37-6,0.09822223
18262-71-0,0.31466302
38260-01-4,0.66764045
85095-76-7,-0.111745305
14769-73-4,0.17535898
3736-92-3,0.268267
3443-15-0,0.35301018
53885-35-1,0.56767935
58001-44-8,0.8841112
4779-94-6,0.6223788
4988-64-1,-0.10873871
61-31-4,0.87576497
15307-79-6,0.2505756
5736-15-2,-0.4746953
144-49-0,-0.62288916
367-51-1,0.31499583
74089-28-4,0.6470279
3926-62-3,0.011397333
132-67-2,1.0786041
17804-49-8,0.9619273
12002-54-9,0.40283838
13324-20-4,0.9774199
111199-29-2,0.57173187
63868-75-7,0.32511747
612-83-9,0.7993499
50594-66-6,0.5332309
1003-40-3,0.58610195
34465-46-8,-2.602171
25167-83-3,-0.022010121
156-62-7,0.7061275
590-28-3,0.9109438
28548-09-6,-0.45682424
2545-60-0,0.93935835
10543-95-0,0.56549
31810-89-6,-0.16057523
60012-87-5,0.2652031
84-59-3,0.3349846
55916-20-6,0.3968147
25327-89-3,0.21329603
25637-99-4,0.74683803
25713-60-4,-0.7669361
19186-97-1,0.26285973
1522-92-5,0.25912902
52907-07-0,0.06538304
21850-44-2,-0.0077792336
3194-55-6,0.7724704
20566-35-2,0.34950286
87-84-3,0.5396876
32588-76-4,0.50345296
32536-52-0,-0.69991386
27858-07-7,0.4601399
61262-53-1,-0.13765866
84852-53-9,0.596172
13654-09-6,0.54288024
20769-85-1,0.6293494
2302-30-9,-0.22121826
83447-96-5,0.424761
10397-75-8,0.8339625
79770-24-4,0.007077724
31112-62-6,0.6041067
440-58-4,0.9539604
66108-95-0,0.33929324
111453-32-8,0.6253548
35453-19-1,0.8713649
37441-29-5,0.6090558
19774-82-4,0.07928255
68439-50-9,0.40119123
65-29-2,0.25421634
3319-31-1,1.2287053
56706-10-6,0.03721237
160194-28-5,0.5389869
15180-47-9,0.911124
35077-00-0,1.0152829
752-56-7,0.17874776
74758-25-1,0.35812566
154702-15-5,0.6025252
141-94-6,0.48455346
67762-53-2,1.0345196
10254-57-6,0.23984803
53306-54-0,1.6129614
682-01-9,1.3699104
486455-65-6,0.7488722
126-57-8,1.2863703
11138-60-6,1.2900817
78-16-0,1.3151906
295800-70-3,0.71122503
22174-70-5,1.2867438
122-62-3,1.6170914
103-24-2,1.6013021
2915-57-3,1.5035596
84731-70-4,1.5653934
14858-73-2,1.3025945
60012-88-6,0.48632947
6926-73-4,-0.87727886
17980-47-1,1.4761833
35435-21-3,1.2218134
34036-80-1,0.7759591
6104-58-1,0.048589263
24748-23-0,1.0301203
14504-73-5,0.23411642
1421-14-3,0.66590476
2031-67-6,1.6865335
68130-53-0,1.7122874
5343-44-2,1.2249779
5831-80-1,1.1580915
29806-73-3,1.7263366
59130-69-7,1.8053613
20954-13-6,0.6452982
102579-43-1,0.40447962
168152-77-0,0.23714805
168152-89-4,0.36119205
60763-41-9,0.90072805
52736-14-8,0.91627276
3862-08-6,0.75847894
80472-88-4,0.43887994
9004-57-3,1.0320041
998-30-1,1.8026506
76524-94-2,0.5322716
2602-34-8,0.5449518
1486-39-1,-0.70264685
55881-07-7,0.13668804
2229-55-2,1.5699542
30129-29-4,1.1255513
30129-30-7,1.1276548
33820-53-0,0.78202105
5892-41-1,0.45659065
87130-20-9,0.51752144
68649-11-6,1.2582465
63990-57-8,0.6888435
5593-20-4,0.08551526
5534-09-8,0.49526694
10032-15-2,1.624993
105-82-8,1.385363
186817-80-1,1.4362019
7452-79-1,1.7620718
82834-16-0,0.8665018
15299-99-7,0.5225065
137658-79-8,0.4549492
7492-66-2,1.162704
50765-73-6,0.032416437
56358-09-9,0.21392852
41611-76-1,0.7226119
243973-20-8,0.34475505
72542-60-0,-0.18687816
79438-83-8,-0.19107254
73512-93-3,-0.12154446
73512-94-4,-0.061979864
688-84-6,1.7275357
29214-60-6,1.409927
437717-43-6,0.8265646
1187-74-2,1.2335889
56632-42-9,0.18067324
21673-86-9,0.3854052
107812-70-4,-0.24643576
105435-14-1,0.27645433
75274-20-3,0.72571313
2532-92-5,0.40115792
88-24-4,0.9103302
118134-30-8,0.6351284
3006-82-4,1.4213381
42222-50-4,1.5529437
919-94-8,1.3466605
82559-96-4,0.51864123
82558-50-7,0.44420138
123199-92-8,0.5443853
1986-53-4,0.58798814
19457-00-2,0.60604787
7396-58-9,0.49536744
80472-86-2,0.49005318
54663-47-7,0.23080106
32358-09-1,-0.014526234
154-82-5,0.43933368
816-19-3,1.4822747
1120-21-4,1.7377757
112-40-3,1.7768731
629-50-5,1.7712301
629-59-4,1.761007
593-45-3,1.5873218
112-95-8,1.4754903
3806-34-6,0.30668336
2500-88-1,1.1676579
627-83-8,1.6997552
26322-14-5,0.90444696
41672-81-5,1.2585602
68153-95-7,1.0817585
53220-22-7,0.88060945
3234-85-3,1.8576204
16958-92-2,1.5979232
119-06-2,1.6679596
3648-20-2,1.6560004
8007-43-0,1.1871597
629-82-3,1.3050617
64896-70-4,1.0807025
1117-55-1,1.5246972
61788-89-4,1.3731233
540-07-8,1.7048168
2173-56-0,1.8039658
110-36-1,1.6626416
626-82-4,1.8097491
14338-82-0,0.28024063
6280-99-5,1.3893272
1770-80-5,0.09871959
1962-75-0,1.3749708
2639-63-6,1.8762114
63449-39-8,0.8468595
168152-91-8,0.47073576
111757-17-6,0.6860459
19044-88-3,0.5031982
58416-00-5,0.7388198
13361-34-7,1.0292786
16397-70-9,0.7262946
6197-30-4,0.65967923
5588-20-5,0.2729393
589-98-0,1.1731511
98532-85-5,0.38006252
106-68-3,0.8434876
117827-06-2,0.5173234
2445-76-3,1.7688526
624-54-4,1.9266376
61668-40-4,1.4241256
111-61-5,1.752043
123-29-5,1.7119011
106-30-9,1.83479
1808-26-0,1.4241271
73310-10-8,1.5471752
3025-30-7,1.3818816
115895-09-5,0.57291263
3249-68-1,1.6930784
61444-38-0,1.3478311
33467-74-2,1.4731745
119798-44-6,1.4161938
381209-09-2,1.128707
100217-51-4,0.39722696
84-16-2,0.9550143
71953-72-5,0.8572268
533-68-6,0.8305059
105-05-5,1.507034
124391-91-9,0.9399549
98532-81-1,0.45563567
94108-97-1,0.7077888
24565-13-7,0.90359217
85697-11-6,0.5942821
5351-04-2,0.6685991
92327-36-1,0.48898324
101952-85-6,0.40767482
93864-33-6,0.3841038
5486-77-1,0.2333324
54289-46-2,0.5361303
4680-78-8,0.33082318
5141-20-8,0.68302196
3844-45-9,0.6036439
2353-45-9,0.39643595
2452-94-0,0.7638349
141-28-6,1.3839117
75274-25-8,0.55813926
72903-27-6,1.3115394
14064-10-9,0.5944467
41438-38-4,1.0309025
23564-06-9,0.31464607
618061-76-0,0.38273618
2781-11-5,0.8532382
1754-49-0,0.30932137
6231-03-4,-0.15697405
14816-20-7,-0.611329
67883-79-8,1.4965595
5837-78-5,1.804737
10484-36-3,0.9498925
19089-92-0,1.5719697
16930-93-1,1.187122
12609-84-6,-0.42790675
83905-01-5,0.20666313
14271-02-4,0.3509104
82664-20-8,0.036818355
11115-82-5,-0.98046607
74381-53-6,-0.40021428
88321-09-9,0.8127294
3891-98-3,1.4500018
67874-80-0,1.5674398
85785-20-2,0.87939847
161798-03-4,0.5742097
20724-13-4,0.25282842
78113-36-7,0.32779917
68630-75-1,-0.23447736
78-69-3,1.4099166
81335-77-5,0.50003445
72576-80-8,1.9078058
90622-57-4,1.4364709
29804-22-6,1.111378
2035-99-6,1.6417407
2198-61-0,1.5928805
109-19-3,1.6509678
539-90-2,1.7453164
137863-20-8,0.35917625
109-15-9,1.5596023
97-87-0,1.6930381
112-11-8,1.5560125
68228-18-2,0.6973147
57375-63-0,0.573258
40910-49-4,1.0691245
141-14-0,1.5778676
69929-16-4,1.416065
134701-20-5,0.6192302
113658-85-8,0.36048967
40596-80-3,0.69704616
86401-95-8,0.49434012
38285-49-3,1.1230592
54839-24-6,1.5849352
141773-73-1,1.0760524
58327-22-3,0.6159965
236391-76-7,1.2462689
54546-26-8,1.3256221
41767-29-7,-0.49966285
25122-46-7,-0.15429097
80474-14-2,-0.29612997
33499-14-8,0.53889245
123172-53-2,0.495476
68141-17-3,1.1035591
1093653-57-6,1.40978
110-41-8,1.3651059
7786-29-0,1.4057301
123-15-9,1.5843678
123-96-6,1.1550318
43201-95-2,1.4461497
142-55-2,1.3850013
139001-49-3,0.2176517
35265-04-4,1.2690743
70700-29-7,0.30487764
106461-41-0,0.30741888
84625-61-6,-0.020030132
83161-22-2,1.1521823
78-86-4,1.4518936
27970-79-2,1.3755078
14417-88-0,0.5309723
59875-04-6,1.3529179
138-22-7,1.533887
53651-69-7,1.6157542
122008-85-9,0.3680775
94876-55-8,0.18830808
7493-57-4,1.1039864
59323-76-1,0.8452877
1647-12-7,1.3112367
87333-19-5,0.7110149
2556-10-7,1.1055522
145040-37-5,-0.17556873
54350-48-0,0.6607273
50765-78-1,0.26416606
461432-25-7,0.01740697
53839-71-7,0.4019111
40267-72-9,1.3741786
3290-92-4,0.9492975
145650-60-8,1.0450706
84012-64-6,1.0016674
144-39-8,1.3566351
61931-80-4,1.3306096
68480-17-1,1.1823697
1335-46-2,1.0687431
35044-59-8,1.2889004
125055-60-9,0.35251614
88969-41-9,1.584081
62395-45-3,1.3408219
32766-80-6,0.878173
125055-73-4,0.61269426
23674-86-4,-0.63410825
1253-28-7,0.30712804
33765-80-9,0.6484342
82875-46-5,0.43835697
82875-43-2,0.43366787
88150-62-3,0.091232255
75274-15-6,0.47815442
75274-19-0,0.16481255
117378-04-8,0.80065256
142-90-5,1.7855247
39670-09-2,1.4005321
112-12-9,1.0513928
2052-15-5,1.627611
40942-73-2,1.0308958
125055-69-8,0.4638629
125055-71-2,0.46405792
125055-59-6,0.49618438
125055-57-4,0.53336596
125055-55-2,0.4814869
125055-53-0,0.5187307
125055-72-3,0.5246615
98290-92-7,-0.0062756143
3848-24-6,1.3208534
108427-72-1,0.2851014
168152-83-8,0.41625953
168152-73-6,0.44797626
148504-51-2,0.3932675
629-70-9,1.6963989
112-17-4,1.5816597
143-13-5,1.5763397
112-06-1,1.6923825
53042-79-8,1.405034
18871-14-2,1.1330107
57960-19-7,0.62039906
539-88-8,1.6277502
98476-13-2,0.62241125
66505-62-2,0.48019266
3681-71-8,1.5227222
50767-79-8,1.4232476
13402-08-9,0.4185588
1522-41-4,-0.2738678
75274-18-9,0.68939346
80086-35-7,0.52389425
2082-79-3,1.1671524
125643-61-0,0.81642175
5560-69-0,0.7756227
101238-01-1,1.043704
36306-87-3,1.1657933
51022-71-0,0.26383764
112143-82-5,0.4002234
5434-57-1,1.6389984
637-92-3,1.4194782
4492-96-0,-0.41541445
50673-09-1,-0.5884222
116337-75-8,0.4663049
16870-37-4,0.19472603
98532-80-0,0.3981484
2049-95-8,1.2983925
67785-77-7,1.2593505
116337-72-5,0.70974255
59703-84-3,0.47243255
2901-13-5,1.3074018
108957-94-4,0.53177685
600-00-0,0.9155046
315-37-7,0.3669981
13609-67-1,0.08825927
51333-22-3,-0.4469208
98519-33-6,0.46896365
7011-83-8,1.5501398
70851-61-5,1.2788107
6413-10-1,1.2452035
72391-46-9,0.55927664
97780-06-8,0.9078969
123172-48-5,0.8250574
34140-59-5,0.38153505
112-69-6,0.5455558
1120-24-7,0.449354
7651-02-7,0.7936806
149968-48-9,0.82677597
20954-12-5,0.5477455
82413-20-5,0.31304002
52207-87-1,0.4378107
14433-76-2,1.0032301
64973-73-5,0.21182637
93697-74-6,0.8514575
113702-03-7,0.1931495
113702-01-5,0.034758102
110-25-8,0.82117087
40374-16-1,0.019122953
52053-74-4,0.42020124
123253-05-4,0.27624387
80085-38-7,0.24289703
80085-45-6,0.27769703
62893-20-3,0.25422212
80464-16-0,0.3374309
80463-73-6,0.3663819
80464-10-4,0.35908803
129630-19-9,0.16823207
80086-97-1,0.28385633
3332-27-2,0.7485473
84-36-6,-0.35383397
16415-12-6,1.1639086
7779-41-1,1.1697046
13257-44-8,0.9799925
91-87-2,0.84663117
69788-36-9,0.43819717
64951-26-4,0.30827352
75274-23-6,0.5232566
141776-32-1,0.8027003
54473-52-8,-0.044224847
30560-27-1,-0.002346308
168152-95-2,0.25040054
112-61-8,1.5010437
111-82-0,1.3965957
106-73-0,1.6977936
