CASRN,Toxic_xgboost_rdkit2d-0,Toxic_xgboost_rdkit2d-1
28178-42-9,0.9115144,0.08848562
94133-79-6,0.86837023,0.13162975
565-80-0,0.43013948,0.5698605
50847-11-5,0.21284652,0.7871535
97-72-3,0.90758187,0.09241811
3437-84-1,0.7910201,0.20897992
108-18-9,0.120061755,0.87993824
2986-17-6,0.06816274,0.93183726
139-40-2,0.17380357,0.82619643
38588-65-7,0.05312544,0.94687456
96-80-0,0.28976357,0.71023643
66660-95-5,0.17497486,0.82502514
4261-68-1,0.06939626,0.93060374
2303-16-4,0.32505137,0.67494863
601-77-4,0.03689444,0.96310556
108-20-3,0.88954246,0.11045757
7491-02-3,0.9953628,0.0046371757
924-88-9,0.9661055,0.03389447
7283-70-7,0.86491144,0.13508855
10552-74-6,0.7918852,0.20811482
50512-35-1,0.75450855,0.24549146
59937-28-9,0.43842596,0.56157404
105-64-6,0.83496034,0.16503964
1809-20-7,0.4720171,0.5279829
26087-47-8,0.058157146,0.94184285
51356-07-1,0.051444232,0.94855577
51356-16-2,0.047465086,0.9525349
10141-19-2,0.9504557,0.049544297
3726-36-1,0.908364,0.09163601
67786-25-8,0.99165726,0.008342738
371756-75-1,0.9881428,0.01185722
128446-33-3,0.79052156,0.20947842
1397-89-3,0.8557541,0.14424592
3773-49-7,0.2604397,0.7395603
108-62-3,0.5009049,0.49909505
68857-95-4,0.6550691,0.34493086
104987-11-3,0.768591,0.23140901
51596-10-2,0.32063615,0.67936385
10176-39-3,0.5161087,0.4838913
42588-37-4,0.7608832,0.23911682
20780-49-8,0.9770429,0.022957066
108-84-9,0.9669558,0.033044245
67306-03-0,0.071942866,0.92805713
30685-43-9,0.09192538,0.9080746
58327-21-2,0.93258613,0.067413844
58327-19-8,0.92853916,0.07146081
516-95-0,0.9283816,0.071618386
65242-49-1,0.7140969,0.28590313
57-88-5,0.41017395,0.58982605
15662-33-6,0.63473713,0.36526287
20562-02-1,0.40437597,0.595624
71-63-6,0.15853447,0.84146553
20830-75-5,0.100507855,0.89949214
1404-93-9,0.688717,0.311283
41294-56-8,0.1265775,0.8734225
57333-96-7,0.066586375,0.9334136
17578-43-7,0.14604223,0.8539578
18470-09-2,0.2025001,0.7974999
29886-96-2,0.3607378,0.6392622
87239-81-4,0.9453233,0.05467671
550-53-8,0.22729361,0.7727064
56717-11-4,0.07042688,0.9295731
106-21-8,0.97191745,0.028082537
203448-76-4,0.03730768,0.9626923
543-82-8,0.06379461,0.9362054
3081-01-4,0.77140796,0.22859201
7535-34-4,0.054189086,0.9458109
108-11-2,0.5800352,0.41996476
23436-19-3,0.8685833,0.13141668
99-82-1,0.9532899,0.046710085
87061-04-9,0.8386931,0.16130693
26171-78-8,0.91246474,0.087535284
147126-62-3,0.689082,0.31091797
89-80-5,0.94024426,0.059755765
66941-88-6,0.043408275,0.9565917
103-95-7,0.6833946,0.3166054
57144-56-6,0.18143094,0.81856906
64059-37-6,0.6031141,0.39688584
860035-10-5,0.6082262,0.39177382
55636-92-5,0.11431843,0.88568157
42978-66-5,0.83306897,0.16693105
123-63-7,0.29188287,0.7081171
50765-83-8,0.038735747,0.96126425
50765-86-1,0.025064647,0.97493535
50765-79-2,0.02661258,0.9733874
21259-20-1,0.8062601,0.19373986
68133-73-3,0.9859336,0.014066411
40580-61-8,0.9461082,0.053891752
20724-12-3,0.82344145,0.17655857
30129-27-2,0.83976114,0.16023885
78-35-3,0.9803386,0.019661445
964-52-3,0.14895499,0.851045
121489-04-1,0.24183959,0.7581604
30562-34-6,0.74483323,0.25516674
66085-59-4,0.37415963,0.62584037
78194-09-9,0.6681484,0.3318516
24353-58-0,0.3713221,0.6286779
73080-51-0,0.60065806,0.3993419
489-84-9,0.95010686,0.049893126
6223-35-4,0.6098783,0.39012173
17493-73-1,0.44232053,0.5576795
92671-67-5,0.33140808,0.6685919
113139-67-6,0.31766927,0.6823307
121625-72-7,0.28765106,0.71234894
67801-20-1,0.89361924,0.10638077
56105-46-5,0.8125663,0.18743372
63982-52-5,0.23425406,0.76574594
18659-45-5,0.012628913,0.9873711
2752-71-8,0.009064376,0.9909356
119-38-0,0.024535656,0.97546434
72542-61-1,0.021138847,0.97886115
78194-24-8,0.27196717,0.7280328
78194-42-0,0.6313008,0.36869922
15037-62-4,0.04048401,0.959516
94739-29-4,0.51464117,0.48535883
75530-68-6,0.6537106,0.34628937
97-86-9,0.9608827,0.039117284
13749-61-6,0.1608926,0.8391074
23684-11-9,0.7719794,0.22802062
110-12-3,0.8090707,0.19092926
3572-41-6,0.36543596,0.63456404
70318-55-7,0.93621606,0.06378392
70318-56-8,0.2772941,0.7227059
26544-20-7,0.68648064,0.31351933
13706-86-0,0.8560826,0.1439174
81250-17-1,0.07564485,0.92435515
123-92-2,0.9700057,0.029994337
110-19-0,0.97535175,0.024648257
99-86-5,0.93598527,0.06401475
542-08-5,0.8231442,0.17685577
99-87-6,0.9065445,0.093455516
535-77-3,0.8578037,0.14219631
89-83-8,0.18170804,0.81829196
56211-40-6,0.9155433,0.08445669
22760-18-5,0.6481407,0.35185927
40507-23-1,0.1733284,0.8266716
65765-07-3,0.50698835,0.49301165
499-75-2,0.26524293,0.73475707
2814-20-2,0.1615001,0.8384999
80176-21-2,0.5868548,0.41314515
55814-41-0,0.69940364,0.30059636
125055-52-9,0.033228457,0.96677154
563-80-4,0.6323091,0.36769092
59230-57-8,0.9251136,0.074886404
39543-79-8,0.21501595,0.78498405
314-42-1,0.2040978,0.7959022
123524-52-7,0.2543156,0.7456844
6673-35-4,0.62573576,0.37426427
19234-20-9,0.9486489,0.05135107
108-21-4,0.872227,0.127773
4212-94-6,0.68233734,0.31766266
12650-69-0,0.6401936,0.35980645
828-00-2,0.9011295,0.098870486
1445870-18-7,0.8349777,0.16502233
68425-16-1,0.78334194,0.21665806
1222-05-5,0.6652519,0.3347481
57052-04-7,0.13629329,0.8637067
540-84-1,0.9128204,0.087179594
67239-26-3,0.23729402,0.762706
40915-86-4,0.31316018,0.6868398
35256-85-0,0.42983133,0.5701687
19666-30-9,0.34375674,0.65624326
129909-90-6,0.24640918,0.7535908
76-50-6,0.9689073,0.031092701
71108-05-9,0.019009948,0.98099005
71108-06-0,0.114408374,0.8855916
111038-42-7,0.10489309,0.8951069
127-25-3,0.8079574,0.19204257
13254-34-7,0.91730416,0.08269587
144-19-4,0.4554674,0.5445326
3445-42-9,0.7588262,0.24117379
14860-89-0,0.76067615,0.23932387
26762-93-6,0.55181766,0.44818237
49562-28-9,0.768476,0.23152402
51368-55-9,0.6934334,0.30656663
58327-13-2,0.9517345,0.0482655
58327-14-3,0.87815213,0.12184786
58327-12-1,0.9468832,0.053116802
666-84-2,0.8711923,0.12880774
53471-69-5,0.89708716,0.102912866
53003-82-0,0.88383645,0.116163544
53003-62-6,0.9440618,0.055938207
86408-72-2,0.8497609,0.15023908
512-04-9,0.5925683,0.4074317
36011-19-5,0.5508091,0.4491909
33160-78-0,0.012367725,0.9876323
154619-51-9,0.016519606,0.9834804
114311-32-9,0.71750134,0.28249866
69915-63-5,0.5922986,0.4077014
69915-62-4,0.71211576,0.2878842
581-12-4,0.83265597,0.16734403
470-67-7,0.9024006,0.09759939
512-85-6,0.3474369,0.6525631
63968-64-9,0.46220356,0.53779644
13613-99-5,0.3514241,0.6485759
3035-45-8,0.02669388,0.9733061
1014-69-3,0.063311994,0.936688
64-00-6,0.008445442,0.99155456
2752-81-0,0.015758693,0.9842413
2631-40-5,0.01219058,0.9878094
114-26-1,0.0263291,0.9736709
366-70-1,0.1670863,0.8329137
54266-83-0,0.047848582,0.9521514
106293-84-9,0.08721143,0.91278857
73115-70-5,0.52859783,0.4714022
2315-43-7,0.040180206,0.9598198
1505-95-9,0.012674451,0.98732555
996-35-0,0.043293417,0.9567066
3938-45-2,0.032491982,0.967508
116666-63-8,0.39921135,0.60078865
24730-10-7,0.1557982,0.8442018
14759-05-8,0.037656486,0.9623435
54270-10-9,0.23366404,0.76633596
18952-79-9,0.01934731,0.9806527
26328-00-7,0.36586708,0.6341329
69788-41-6,0.2846387,0.7153613
97887-77-9,0.75433606,0.24566394
6659-45-6,0.12626988,0.8737301
22343-07-3,0.02630061,0.9736994
64249-01-0,0.02511686,0.97488314
14211-01-9,0.05297345,0.94702655
36614-38-7,0.0046176314,0.99538237
19645-42-2,0.012972355,0.98702765
79985-91-4,0.028933764,0.97106624
97699-69-9,0.3159408,0.6840592
30560-28-2,0.044754386,0.9552456
71617-10-2,0.821232,0.17876798
3567-08-6,0.46413678,0.5358632
17959-11-4,0.16872549,0.8312745
404-86-4,0.5189485,0.4810515
145071-49-4,0.057904065,0.94209594
111038-37-0,0.45709544,0.54290456
72739-69-6,0.18631005,0.81368995
23485-79-2,0.008552432,0.99144757
149877-41-8,0.34921277,0.65078723
24353-61-5,0.4162042,0.5837958
13955-12-9,0.016953886,0.9830461
15863-65-7,0.028938055,0.97106194
14358-50-0,0.4038266,0.5961734
24017-18-3,0.030151784,0.9698482
6838-93-3,0.6306387,0.36936125
107-44-8,0.42962462,0.5703754
71048-99-2,0.97094417,0.02905582
97886-45-8,0.10875589,0.8912441
959-24-0,0.8112478,0.18875214
27458-93-1,0.98405266,0.015947362
30399-84-9,0.9776138,0.022386165
68784-12-3,0.87248623,0.1275138
68526-86-3,0.9782119,0.021788146
72162-46-0,0.07420534,0.92579466
64354-92-3,0.9574539,0.04254608
1330-61-6,0.9693544,0.030645622
26544-23-0,0.89054924,0.10945074
27013-89-4,0.9079491,0.09205092
71902-23-3,0.768644,0.23135601
25168-26-7,0.038773835,0.96122617
25103-09-7,0.6741019,0.3258981
29590-42-9,0.9017072,0.09829282
11071-47-9,0.88439006,0.11560994
830322-14-0,0.97015905,0.029840926
646-07-1,0.8779999,0.12200009
41764-14-1,0.4217909,0.5782091
56011-02-0,0.7661733,0.23382671
110-45-2,0.908701,0.091298975
7779-65-9,0.9696783,0.030321734
94-46-2,0.9667343,0.03326572
87-20-7,0.6941619,0.3058381
928-70-1,0.094500184,0.9054998
590-86-3,0.90160036,0.098399654
1553-60-2,0.30726647,0.6927335
91040-96-9,0.15240163,0.8475984
72221-66-0,0.14916193,0.85083807
93-19-6,0.25309032,0.7469097
503-74-2,0.6807554,0.31924462
140-26-1,0.9507826,0.049217403
2835-39-4,0.55327255,0.44672745
103-38-8,0.8883426,0.11165738
78-81-9,0.07392281,0.9260772
33207-44-2,0.21177262,0.7882274
371-44-8,0.10206181,0.8979382
52102-44-0,0.8525491,0.14745095
30979-48-7,0.4490986,0.5509014
13887-57-5,0.030097425,0.9699026
78-83-1,0.58354485,0.41645515
4439-24-1,0.64601743,0.35398257
51550-64-2,0.09088647,0.9091135
105-01-1,0.7260182,0.27398184
102-13-6,0.94987357,0.050126463
1713-15-1,0.078267336,0.92173266
106-63-8,0.69482875,0.30517125
120-50-3,0.9232631,0.07673694
87-19-4,0.7714783,0.22852172
86553-26-6,0.87451476,0.12548524
27442-58-6,0.055918574,0.9440814
18169-57-8,0.33592266,0.66407734
513-44-0,0.45270985,0.54729015
696-29-7,0.9439838,0.056016237
4621-04-9,0.8383746,0.16162537
34131-99-2,0.9693769,0.030623073
528-92-7,0.44340336,0.55659664
70124-77-5,0.6945099,0.30549008
66827-38-1,0.5359385,0.46406147
14845-08-0,0.22201902,0.777981
72-18-4,0.7314202,0.26857978
16652-76-9,0.7254139,0.27458608
7407-66-1,0.30245733,0.69754267
496-67-3,0.09088725,0.90911275
565-74-2,0.6755365,0.3244635
64047-48-9,0.47901946,0.52098054
91132-80-8,0.29885256,0.70114744
28770-01-6,0.40271837,0.59728163
68683-20-5,0.9356435,0.06435651
4395-92-0,0.9099976,0.0900024
536-60-7,0.58700883,0.41299114
13816-33-6,0.60535717,0.39464283
31027-31-3,0.71206397,0.28793603
15763-76-5,0.6919395,0.30806056
17959-33-0,0.0878554,0.9121446
1333-53-5,0.12702733,0.87297267
643-28-7,0.043542683,0.9564573
91040-95-8,0.11448914,0.88551086
13311-84-7,0.13836223,0.8616378
37389-71-2,0.088576674,0.9114233
80-34-2,0.72456455,0.27543548
79-31-2,0.8407208,0.15927921
103-48-0,0.97019786,0.02980215
103-60-6,0.8831951,0.11680488
103-59-3,0.91971064,0.08028934
103-28-6,0.91081464,0.08918538
1532-00-9,0.6173687,0.38263133
56425-91-3,0.23215818,0.7678418
73681-12-6,0.06566459,0.9343354
21738-42-1,0.3150879,0.6849121
63659-19-8,0.07898152,0.9210185
29122-68-7,0.5041355,0.49586454
59333-90-3,0.10694361,0.8930564
86247-86-1,0.25541598,0.744584
81486-22-8,0.0935238,0.9064762
586-06-1,0.22176504,0.77823496
5588-22-7,0.2919203,0.7080797
14334-41-9,0.2011112,0.7988888
31802-16-1,0.2023511,0.7976489
768-52-5,0.19809067,0.8019093
101-72-4,0.650411,0.34958902
2210-25-5,0.12809694,0.87190306
637-32-1,0.08821827,0.9117817
22936-86-3,0.38588017,0.6141198
97817-39-5,0.30400866,0.69599134
36734-19-7,0.63116026,0.36883974
63884-40-2,0.86456245,0.13543755
3544-35-2,0.29223764,0.70776236
54-92-2,0.26218933,0.7378107
35944-83-3,0.047674358,0.95232564
99300-63-7,0.018182337,0.98181766
2030-63-9,0.6343053,0.3656947
58934-46-6,0.15516591,0.8448341
89703-10-6,0.24079734,0.75920266
3772-26-7,0.2559114,0.7440886
22235-81-0,0.19842893,0.8015711
3423-28-7,0.14766937,0.8523306
142459-58-3,0.19344455,0.80655545
1918-16-7,0.22647554,0.77352446
98410-36-7,0.23227984,0.76772016
25057-89-0,0.5970968,0.4029032
79-46-9,0.116880536,0.88311946
67-63-0,0.8268482,0.1731518
98519-41-6,0.02108115,0.97891885
4016-14-2,0.8410624,0.15893757
93-78-7,0.20042574,0.79957426
83656-29-5,0.44746828,0.5525317
66332-96-5,0.49161768,0.5083823
35212-22-7,0.5664246,0.43357536
29026-74-2,0.3134908,0.6865092
38753-50-3,0.33997685,0.66002315
7780-06-5,0.92012006,0.07987996
939-48-0,0.9154632,0.084536806
88599-41-1,0.8461217,0.15387827
88599-42-2,0.8730799,0.1269201
68334-67-8,0.113832474,0.8861675
5836-10-2,0.21176088,0.7882391
122-42-9,0.3597092,0.6402908
83395-31-7,0.9065567,0.0934433
298692-41-8,0.45219177,0.54780823
108-23-6,0.3830436,0.6169564
1714-03-0,0.022007644,0.97799236
1713-97-9,0.010365307,0.9896347
24441-57-4,0.010806739,0.98919326
46355-07-1,0.323237,0.676763
75-33-2,0.6941197,0.30588028
4095-32-3,0.124232054,0.87576795
141396-28-3,0.64368427,0.35631576
500-38-9,0.9239533,0.07604669
106-55-8,0.49952263,0.5004774
110871-86-8,0.74819744,0.25180256
61477-94-9,0.077689886,0.9223101
98459-18-8,0.052666187,0.9473338
7652-64-4,0.3187917,0.6812083
2935-44-6,0.93714565,0.06285436
110-97-4,0.93480575,0.06519425
110-98-5,0.9748281,0.02517189
25322-69-4,0.97483903,0.025160994
25136-55-4,0.8761545,0.12384552
1073-79-6,0.68279743,0.31720254
141-91-3,0.3802393,0.6197607
1593-77-7,0.7687664,0.23123361
10140-90-6,0.06898159,0.9310184
108-60-1,0.10160035,0.89839965
3048-76-8,0.65199256,0.34800744
57472-68-1,0.65608,0.34392002
27138-31-4,0.9569089,0.043091103
13275-18-8,0.34753412,0.6524659
14663-72-0,0.009337723,0.9906623
849-55-8,0.12096375,0.87903625
579-56-6,0.39102358,0.6089764
7681-93-8,0.84402716,0.15597281
84985-34-2,0.3183486,0.6816514
513-85-9,0.7938262,0.20617379
98532-74-2,0.028052926,0.9719471
98519-01-8,0.030775487,0.9692245
6280-75-7,0.31614816,0.68385184
93-96-9,0.7894511,0.21054885
4351-70-6,0.30009216,0.69990784
23477-98-7,0.68378353,0.31621647
62563-80-8,0.9084937,0.09150629
4433-36-7,0.9806927,0.019307323
21145-77-7,0.6402453,0.3597547
72869-86-4,0.7479174,0.25208256
70172-00-8,0.85165346,0.14834654
71-58-9,0.9671807,0.032819293
33564-31-7,0.8945622,0.10543782
359-83-1,0.0380736,0.9619264
123298-28-2,0.6039529,0.39604712
51155-15-8,0.51875293,0.48124707
57646-30-7,0.5578253,0.44217467
7492-67-3,0.935107,0.06489302
105-85-1,0.98594224,0.014057744
139-70-8,0.9643966,0.035603415
8000-29-1,0.9745147,0.025485301
51566-62-2,0.72608876,0.2739112
502-47-6,0.8635985,0.13640149
16409-43-1,0.9336269,0.06637312
2436-90-0,0.84451985,0.15548018
36798-79-5,0.6471859,0.35281405
111479-05-1,0.31671852,0.6832815
141-11-7,0.98266166,0.01733836
5370-01-4,0.22662276,0.77337724
143692-53-9,0.4983049,0.5016951
40766-31-2,0.7458881,0.25411192
161599-46-8,0.8332844,0.1667156
95719-24-7,0.8272724,0.17272756
58430-94-7,0.97857785,0.021422122
77-54-3,0.9531963,0.046803694
5634-42-4,0.3830641,0.6169359
80449-58-7,0.9337367,0.06626334
53-36-1,0.8973449,0.102655135
2885-39-4,0.6415468,0.3584532
34681-10-2,0.013796449,0.98620355
1477-79-8,0.02487582,0.9751242
62-51-1,0.5891607,0.4108393
108-65-6,0.8941046,0.10589543
23541-50-6,0.23569423,0.7643058
63170-60-5,0.1417194,0.8582806
64544-07-6,0.97586656,0.024133472
10486-14-3,0.9418099,0.05819009
7764-50-3,0.6614477,0.3385523
27813-02-1,0.74611735,0.25388265
3644-61-9,0.1167202,0.8832798
66309-83-9,0.41719288,0.5828071
22683-78-9,0.02251798,0.977482
60789-89-1,0.14778912,0.8522109
5726-19-2,0.89018637,0.10981365
10402-52-5,0.93610334,0.06389666
40552-84-9,0.7781348,0.22186516
74258-86-9,0.8968896,0.103110366
143692-40-4,0.12587953,0.8741205
1331-12-0,0.9472282,0.052771818
2114-33-2,0.9320322,0.0679678
72619-44-4,0.09966266,0.90033734
13740-38-0,0.4777354,0.5222646
17560-51-9,0.90280396,0.097196035
68683-30-7,0.51052403,0.48947597
57852-57-0,0.0903458,0.9096542
39472-31-6,0.16010576,0.83989424
207574-76-3,0.8769703,0.12302973
4390-04-9,0.9430191,0.05698092
6731-36-8,0.92550457,0.07449543
13475-82-6,0.93878293,0.061217073
58327-15-4,0.9145004,0.08549961
1392325-86-8,0.57045615,0.42954382
365411-50-3,0.8710431,0.12895688
33704-61-9,0.7871015,0.21289846
34396-03-7,0.9028752,0.09712482
91-51-0,0.8122625,0.18773754
3452-97-9,0.7418384,0.2581616
3302-10-1,0.9507454,0.049254593
71500-37-3,0.89997417,0.10002581
18379-25-4,0.63574415,0.36425585
80-54-6,0.8689766,0.13102342
12002-53-8,0.6821071,0.31789288
140-57-8,0.29516757,0.70483243
57018-52-7,0.91787994,0.08212007
60560-33-0,0.159513,0.840487
32222-06-3,0.102326214,0.8976738
55721-11-4,0.0648132,0.9351868
29597-36-2,0.9600638,0.03993617
93503-00-5,0.013142347,0.98685765
1845-38-1,0.806864,0.19313595
58327-09-6,0.9246566,0.07534336
17564-84-0,0.8755902,0.124409765
58327-10-9,0.8095302,0.1904698
17564-81-7,0.9187699,0.08123009
58327-07-4,0.9003229,0.099677056
456-59-7,0.73468655,0.26531345
118-56-9,0.81028914,0.18971089
53445-37-7,0.6056861,0.39431387
107-74-4,0.9505126,0.04948742
107-75-5,0.9586354,0.041364595
18479-58-8,0.6983876,0.30161238
21564-62-5,0.2316153,0.7683847
21564-60-3,0.11641967,0.8835803
107-41-5,0.921078,0.07892199
10141-15-8,0.683741,0.31625903
498-81-7,0.9005669,0.099433124
28231-03-0,0.93856394,0.061436035
32568-89-1,0.15032834,0.84967166
3407-42-9,0.9254011,0.074598886
5585-52-4,0.028113067,0.97188693
103079-06-7,0.86578226,0.13421772
5076-19-7,0.6859436,0.31405643
14605-22-2,0.6459714,0.3540286
89232-83-7,0.78149426,0.21850573
83-43-2,0.78520095,0.21479905
50-02-2,0.7547773,0.24522266
466-11-5,0.8989246,0.10107541
302-95-4,0.845102,0.154898
1403-66-3,0.83834875,0.16165124
26419-73-8,0.0067145824,0.9932854
1215-83-4,0.034758925,0.9652411
523-86-4,0.77639014,0.22360986
6970-59-8,0.69927955,0.30072048
83805-11-2,0.5475801,0.45241985
6754-13-8,0.4820518,0.5179482
56390-16-0,0.18087882,0.8191212
551-36-0,0.16227198,0.837728
2275-23-2,0.014947891,0.9850521
5588-10-3,0.1459207,0.8540793
955-48-6,0.5818454,0.41815457
101-40-6,0.094533026,0.905467
300-42-5,0.019739807,0.9802602
1199-85-5,0.046904266,0.95309573
6988-20-1,0.014054,0.985946
926-93-2,0.05104631,0.9489537
894079-42-6,0.19379765,0.80620235
11011-72-6,0.8375075,0.16249254
57-92-1,0.9025266,0.09747336
66637-32-9,0.16844183,0.83155817
106358-90-1,0.0121122,0.9878878
59375-71-2,0.005542636,0.99445736
59375-66-5,0.010452926,0.9895471
22791-22-6,0.009324968,0.99067503
54266-57-8,0.011028707,0.9889713
1563-67-3,0.10411477,0.8958852
54266-46-5,0.031077445,0.96892256
67151-63-7,0.3381189,0.6618811
97-84-7,0.014011681,0.9859883
13115-40-7,0.07030141,0.9296986
5585-67-1,0.020963848,0.97903615
1174627-68-9,0.7021707,0.29782924
5585-73-9,0.01844287,0.98155713
521-78-8,0.019182801,0.9808172
84-96-8,0.025465727,0.9745343
70133-85-6,0.06327945,0.93672055
108-16-7,0.6629715,0.33702847
5636-83-9,0.0105653405,0.98943466
1225-60-1,0.018089235,0.98191077
22212-93-7,0.020923138,0.97907686
564-25-0,0.9145449,0.08545514
23915-73-3,0.047717392,0.9522826
2449-49-2,0.016282022,0.983718
20170-20-1,0.17837912,0.8216209
1892-80-4,0.15174091,0.8482591
603-00-9,0.30250227,0.6974977
66637-35-2,0.08020729,0.9197927
801-52-5,0.71270484,0.28729516
61738-05-4,0.0683642,0.9316358
34769-67-0,0.07674229,0.9232577
2079-54-1,0.03182435,0.96817565
56393-22-7,0.3977192,0.6022808
64399-29-7,0.21515489,0.7848451
67055-59-8,0.23363084,0.76636916
7635-51-0,0.07871777,0.92128223
3766-60-7,0.48903328,0.5109667
68690-89-1,0.078435004,0.921565
74859-39-5,0.8533778,0.14662217
74859-37-3,0.8534552,0.14654483
123172-57-6,0.9516727,0.048327297
123172-63-4,0.87140113,0.12859887
123172-50-9,0.9424996,0.057500437
123172-52-1,0.9621311,0.037868932
123172-54-3,0.7917896,0.20821042
25724-11-2,0.5752953,0.42470464
32358-07-9,0.13742763,0.8625724
126-07-8,0.19402355,0.80597645
10143-67-6,0.93103164,0.06896836
74149-72-7,0.7507087,0.24929129
2801-68-5,0.4009782,0.5990218
90-87-9,0.6895332,0.31046683
33419-42-0,0.4077717,0.5922283
67329-03-7,0.09811008,0.9018899
106065-10-5,0.78081787,0.21918216
74150-27-9,0.8577177,0.14228229
10024-70-1,0.8710782,0.1289218
1589-47-5,0.83223194,0.16776805
60676-84-8,0.26144153,0.7385585
18910-65-1,0.31500173,0.6849983
73573-87-2,0.24971116,0.75028884
6142-38-7,0.6076592,0.3923408
16777-42-7,0.32791746,0.67208254
115960-14-0,0.7257134,0.27428663
22204-53-1,0.23357749,0.7664225
97699-81-5,0.07634491,0.9236551
110599-10-5,0.23257613,0.76742387
110599-11-6,0.20043385,0.79956615
38835-17-5,0.21498817,0.7850118
108912-17-0,0.637943,0.36205697
52756-25-9,0.760141,0.23985897
547-64-8,0.9535267,0.046473313
51338-27-3,0.5127772,0.48722282
69806-40-2,0.5810976,0.41890243
82697-75-4,0.63750124,0.3624988
82697-74-3,0.58756393,0.41243607
13749-94-5,0.038370013,0.96163
34885-03-5,0.8446479,0.15535215
55066-48-3,0.8505329,0.14946714
589-92-4,0.5060663,0.49393368
15520-10-2,0.015966952,0.98403305
1141487-54-8,0.9073964,0.092603624
6280-15-5,0.7796651,0.22033486
2470-73-7,0.05652064,0.94347936
19142-68-8,0.059084892,0.9409151
2163-42-0,0.86870325,0.13129677
9046-10-0,0.7679236,0.23207639
1982-49-6,0.47857678,0.5214232
118562-73-5,0.9600427,0.039957304
77287-90-2,0.09900522,0.9009948
31291-71-1,0.5826607,0.41733935
18069-17-5,0.8496269,0.15037313
16251-77-7,0.83398825,0.16601175
1123-85-9,0.6629194,0.33708063
116287-13-9,0.10183197,0.898168
112344-52-2,0.4863494,0.5136506
37795-71-4,0.09839547,0.90160453
62571-86-2,0.5016664,0.49833354
13330-31-9,0.056737065,0.94326293
79547-78-7,0.1125893,0.8874107
357-56-2,0.03572935,0.96427065
590-88-5,0.1654445,0.8345555
78-90-0,0.21912277,0.78087723
10171-78-5,0.86834186,0.13165814
29670-17-5,0.09337407,0.9066259
52663-81-7,0.49231875,0.50768125
1266664-66-7,0.03579873,0.9642013
59182-63-7,0.4895953,0.5104047
5586-87-8,0.03263086,0.96736914
49561-54-8,0.053664207,0.9463358
30007-14-8,0.1557681,0.8442319
1944-12-3,0.5866734,0.41332665
136-69-6,0.42929035,0.57070965
10138-74-6,0.9518144,0.048185606
109-07-9,0.75381005,0.24618997
141543-65-9,0.12614232,0.8738577
17590-01-1,0.07209587,0.9279041
1129-42-6,0.7654444,0.23455557
