CASRN,EPA_xgboost_ecfp6bits-1,EPA_xgboost_ecfp6bits-2,EPA_xgboost_ecfp6bits-3,EPA_xgboost_ecfp6bits-4
126-13-6,0.024854057,0.013229063,0.3599626,0.6019542
26305-03-3,0.01276264,0.059522916,0.6220984,0.30561602
3922-90-5,0.49094856,0.03500429,0.3169502,0.15709691
111-01-3,0.014739756,0.11385644,0.158787,0.7126168
12750-79-7,0.04104891,0.024625124,0.43211114,0.5022148
72559-06-9,0.22486947,0.11219137,0.16086991,0.5020693
16846-24-5,0.0051167007,0.0015465132,0.020709224,0.9726275
101043-37-2,0.04639055,0.054598358,0.42011562,0.4788955
134652-60-1,0.025822321,0.17552245,0.45497262,0.34368262
6846-50-0,0.0073949336,0.025138834,0.28839055,0.6790757
37280-56-1,0.013804604,0.00079138565,0.047319613,0.9380844
25448-25-3,0.0071127266,0.1355126,0.42609474,0.43127996
25103-12-2,0.016493581,0.25142607,0.2507487,0.48133162
23079-28-9,0.044389863,0.40459874,0.16439965,0.3866118
68937-40-6,0.0649124,0.12633744,0.3106134,0.4981367
126-71-6,0.052946135,0.28413686,0.46487468,0.19804232
96513-83-6,0.03855617,0.28647533,0.58158815,0.09338032
64532-95-2,0.036461703,0.25093865,0.32423908,0.38836056
2162-73-4,0.0058584465,0.07703934,0.60654384,0.3105584
85187-23-1,0.01324644,0.26603088,0.6174892,0.10323348
3818-80-2,0.6189791,0.20578237,0.15443297,0.020805568
2667-52-9,0.90834284,0.048993267,0.03236467,0.010299255
157859-20-6,0.013228164,0.30127624,0.5166863,0.16880931
3081-14-9,0.018318525,0.16101317,0.6748489,0.14581941
24916-51-6,0.1795853,0.0060125575,0.521706,0.29269618
68880-55-7,0.057912007,0.0016376938,0.16655995,0.7738904
78164-00-8,0.16353275,0.23835807,0.3511206,0.24698862
123-17-1,0.024104929,0.14497606,0.533727,0.29719198
60828-78-6,0.006674332,0.029503517,0.42209598,0.5417262
16409-46-4,0.0030728648,0.09809405,0.41368106,0.485152
73747-29-2,0.0017712784,0.09803225,0.7737711,0.12642533
80621-81-4,0.07004051,0.17287771,0.46260914,0.29447266
3286-46-2,0.0031059023,0.06378457,0.39046305,0.54264647
61379-65-5,0.10739088,0.25101033,0.34844127,0.29315758
4345-03-3,0.003539315,0.012680329,0.06724861,0.91653174
43119-47-7,0.023830121,0.012010894,0.10750464,0.85665435
1406-66-2,0.036043156,0.032924958,0.2430981,0.68793374
303-45-7,0.000566141,0.0033807931,0.82476515,0.17128788
25497-49-8,0.0034097955,0.07415173,0.7643179,0.15812057
84-80-0,0.022202428,0.04921169,0.1632094,0.76537645
77855-81-3,0.08822711,0.28342786,0.3289143,0.29943073
24365-47-7,0.0015888339,0.08382395,0.48711047,0.42747673
51356-22-0,0.29153687,0.3038929,0.17001353,0.23455669
51356-10-6,0.7831504,0.044264764,0.06773789,0.104846984
21673-83-6,0.0056151315,0.13666683,0.5888832,0.26883483
150-86-7,0.0054607415,0.030530682,0.07071944,0.89328915
26544-38-7,0.41185495,0.07243238,0.3376804,0.17803231
70384-29-1,0.011238936,0.07188311,0.7513032,0.16557474
71108-02-6,0.12739716,0.7041349,0.1451409,0.023327034
25265-77-4,0.013469747,0.1336954,0.5662232,0.28661168
505-32-8,0.023730356,0.050225716,0.33172688,0.594317
50-14-6,0.69548166,0.15351415,0.06363143,0.087372735
54573-75-0,0.818923,0.068329215,0.0880005,0.024747308
330-64-3,0.3510963,0.13063206,0.38284814,0.13542348
60244-70-4,0.3838597,0.3255156,0.16280864,0.12781608
60244-66-8,0.42185527,0.21170276,0.25919983,0.10724215
7492-32-2,0.015172073,0.123290695,0.8123152,0.049221963
50-34-0,0.026814925,0.14857054,0.5435649,0.2810496
3700-96-7,0.043224983,0.6896537,0.21441825,0.052703135
3700-90-1,0.026504122,0.28711668,0.6670651,0.019314125
60244-69-1,0.048681807,0.12245905,0.06913676,0.7597224
143201-11-0,0.0019019948,0.008175819,0.97115594,0.01876628
1610-18-0,0.009509976,0.0536525,0.7490912,0.18774629
99559-84-9,0.0624805,0.56722707,0.26840165,0.10189072
1445-75-6,0.17011054,0.093302384,0.5636214,0.17296568
41669-30-1,0.010088236,0.04011987,0.3737888,0.57600313
26401-35-4,0.01281886,0.051694937,0.41250443,0.52298176
28472-97-1,0.013458427,0.055178385,0.43586755,0.49549568
166412-78-8,0.002216744,0.02530117,0.58740985,0.38507223
27554-26-3,0.0011714405,0.007231473,0.27883336,0.7127638
544-01-4,0.0042915214,0.094088696,0.4862331,0.4153867
605-50-5,0.0008406005,0.014006238,0.28065738,0.7044958
10086-50-7,0.006390299,0.10319369,0.32619375,0.5642222
63980-62-1,0.0037331027,0.0628779,0.4398799,0.49350914
589-59-3,0.002750045,0.07785191,0.20889321,0.71050483
110-96-3,0.014565658,0.26050594,0.56648946,0.15843897
29214-81-1,0.042542204,0.41852474,0.45962235,0.07931067
127-39-9,0.0015863032,0.06043812,0.48068056,0.45729506
84-69-5,0.0010558144,0.02676091,0.4656209,0.5065624
53378-52-2,0.05081364,0.20103788,0.66212237,0.0860261
97-85-8,0.004148731,0.066905074,0.30959982,0.6193464
68171-33-5,0.002816397,0.057681058,0.6704161,0.26908636
132299-20-8,0.0055797384,0.09749849,0.38993326,0.5069885
100-18-5,0.011692167,0.14681518,0.71206427,0.12942836
38640-62-9,0.011029673,0.10350357,0.75981206,0.12565468
28178-42-9,0.0041164393,0.21436164,0.5726808,0.20884115
94133-79-6,0.005954792,0.1609098,0.7141513,0.11898411
565-80-0,0.018895123,0.13577703,0.66310793,0.18221988
50847-11-5,0.018531667,0.094076216,0.7844475,0.10294462
97-72-3,0.015757635,0.12739603,0.5701115,0.28673488
3437-84-1,0.012443524,0.14469542,0.4480645,0.39479652
108-18-9,0.016265742,0.38448122,0.5469911,0.052261945
2986-17-6,0.11453253,0.17011204,0.6832892,0.032066233
139-40-2,0.021825274,0.11694976,0.7160578,0.14516725
38588-65-7,0.15766706,0.25446534,0.47120816,0.116659485
96-80-0,0.010415503,0.08963494,0.57563394,0.32431564
66660-95-5,0.0023476393,0.0505812,0.8900731,0.056998026
4261-68-1,0.09218474,0.36935645,0.47919798,0.05926081
2303-16-4,0.007172257,0.22383355,0.5829603,0.18603392
601-77-4,0.05083379,0.39590496,0.47105306,0.082208246
108-20-3,0.014831727,0.17406383,0.59921855,0.21188587
7491-02-3,0.013124253,0.08071959,0.6180204,0.28813577
924-88-9,0.0045713917,0.07008789,0.7161428,0.20919792
7283-70-7,0.016744934,0.100120574,0.598732,0.2844025
10552-74-6,0.0097553665,0.10421477,0.7353838,0.15064602
50512-35-1,0.009575499,0.063218884,0.704002,0.22320358
59937-28-9,0.005946098,0.063299164,0.67561245,0.2551423
105-64-6,0.01388767,0.19378626,0.53586984,0.25645626
1809-20-7,0.015751297,0.10126871,0.79249346,0.09048654
26087-47-8,0.5204909,0.23736158,0.14059962,0.101547964
51356-07-1,0.7936003,0.13991353,0.05357483,0.012911303
51356-16-2,0.5640226,0.19968665,0.20867677,0.027614001
10141-19-2,0.0060739364,0.0856382,0.27866018,0.6296277
3726-36-1,0.032030053,0.32140276,0.49539152,0.1511757
67786-25-8,0.0012963176,0.00070499827,0.09916739,0.89883125
371756-75-1,0.004713091,0.0027352953,0.07293053,0.9196211
128446-33-3,0.044389326,0.1254102,0.35135666,0.47884387
1397-89-3,0.16928108,0.0048590465,0.5334324,0.29242745
3773-49-7,0.47064167,0.25658697,0.22525854,0.04751283
108-62-3,0.044843324,0.3221588,0.5259762,0.1070217
68857-95-4,0.007627199,0.08587504,0.79123235,0.11526538
104987-11-3,0.37912348,0.34028634,0.090684965,0.18990521
51596-10-2,0.070740014,0.10114458,0.7493067,0.07880875
10176-39-3,0.7391487,0.029324437,0.11146106,0.1200658
42588-37-4,0.0064588273,0.058020502,0.0868549,0.8486658
20780-49-8,0.0037512078,0.02219257,0.09311102,0.8809452
108-84-9,0.06997498,0.09714321,0.39247945,0.44040236
67306-03-0,0.0011318607,0.036239028,0.9297478,0.03288131
30685-43-9,0.81684923,0.022475375,0.06416664,0.096508704
58327-21-2,0.0017132083,0.046877086,0.15122455,0.80018514
58327-19-8,0.0014613853,0.04612364,0.06481034,0.8876046
516-95-0,0.0018500456,0.04743228,0.07874635,0.8719713
65242-49-1,0.002831441,0.06474607,0.5784626,0.35395992
57-88-5,0.0029440557,0.019347684,0.019272057,0.95843613
15662-33-6,0.026162758,0.028174,0.4149371,0.53072613
20562-02-1,0.22020495,0.075046904,0.11371908,0.59102905
71-63-6,0.86941475,0.01433093,0.032216046,0.08403832
20830-75-5,0.89433277,0.009640504,0.026563488,0.06946319
1404-93-9,0.6808075,0.015845932,0.017965896,0.28538066
41294-56-8,0.8421901,0.025231827,0.055728864,0.07684927
57333-96-7,0.9189882,0.009627484,0.04146463,0.029919704
17578-43-7,0.0606979,0.16479765,0.5486241,0.22588032
18470-09-2,0.034818355,0.60483795,0.21113217,0.14921147
29886-96-2,0.009242978,0.26563373,0.65704304,0.06808027
87239-81-4,0.005983301,0.01654311,0.1800952,0.79737836
550-53-8,0.013657848,0.33750415,0.4994014,0.14943661
56717-11-4,0.019630535,0.13351817,0.4467666,0.40008476
106-21-8,0.0028801137,0.03400239,0.36062384,0.6024937
203448-76-4,0.008342318,0.32850647,0.5805766,0.08257463
543-82-8,0.012925489,0.14371125,0.25275517,0.59060806
3081-01-4,0.013717393,0.097947784,0.72229946,0.16603537
7535-34-4,0.0086363265,0.19610742,0.6035632,0.19169305
108-11-2,0.019121496,0.2093867,0.46781918,0.30367255
23436-19-3,0.012352675,0.18076496,0.43774706,0.36913535
99-82-1,0.01163917,0.15836598,0.6658175,0.16417739
87061-04-9,0.0035478387,0.059544787,0.2449751,0.69193226
26171-78-8,0.00849923,0.055484,0.30373138,0.6322854
147126-62-3,0.013028228,0.097895674,0.5117214,0.3773547
89-80-5,0.0085097905,0.13987476,0.5816061,0.27000937
66941-88-6,0.0153120775,0.81866884,0.15496229,0.011056799
103-95-7,0.0050671315,0.045606878,0.8283892,0.12093674
57144-56-6,0.033768523,0.6310768,0.3208672,0.014287438
64059-37-6,0.006472627,0.13093732,0.47593626,0.3866538
55636-92-5,0.0032504722,0.06968848,0.90641874,0.020642368
42978-66-5,0.020173902,0.3296759,0.37734887,0.2728013
123-63-7,0.05001977,0.47257432,0.3847854,0.092620514
50765-83-8,0.04259824,0.07328416,0.85770893,0.02640869
50765-86-1,0.0038243306,0.06830839,0.83951175,0.08835556
50765-79-2,0.025177727,0.40029672,0.54262197,0.031903572
21259-20-1,0.00090915756,0.004132704,0.25111464,0.7438435
68133-73-3,0.00042276052,0.004589099,0.039243445,0.9557446
40580-61-8,0.0071099307,0.09067308,0.42015973,0.48205724
20724-12-3,0.0025295592,0.03264085,0.8620805,0.10274913
30129-27-2,0.0018232024,0.055764046,0.8244126,0.11800015
78-35-3,0.0023234994,0.004677993,0.089728296,0.9032702
964-52-3,0.032629453,0.111403555,0.81717724,0.03878977
121489-04-1,0.025163848,0.2199888,0.6629221,0.09192531
30562-34-6,0.07127321,0.13663328,0.6781401,0.113953374
66085-59-4,0.0046669575,0.06027913,0.60552883,0.32952508
78194-09-9,0.0020169432,0.1541233,0.8020161,0.041843656
24353-58-0,0.0026738213,0.11719877,0.8374324,0.04269502
73080-51-0,0.0047862353,0.04803807,0.449518,0.49765772
489-84-9,0.009482775,0.16539352,0.5985313,0.22659242
6223-35-4,0.002811822,0.009078665,0.23679817,0.75131136
17493-73-1,0.0056993477,0.10895583,0.8554491,0.029895723
92671-67-5,0.017495876,0.10134972,0.39369375,0.48746064
113139-67-6,0.05408723,0.17643915,0.40381634,0.36565724
121625-72-7,0.122067496,0.28410307,0.49711406,0.09671534
67801-20-1,0.044731222,0.19901113,0.53226334,0.22399428
56105-46-5,0.0064402786,0.019027898,0.30285475,0.67167705
63982-52-5,0.38348782,0.38644466,0.10351486,0.12655266
18659-45-5,0.4008121,0.3658327,0.20429096,0.029064262
2752-71-8,0.31666982,0.41156486,0.21928044,0.05248485
119-38-0,0.10277808,0.5282301,0.3157956,0.05319628
72542-61-1,0.04400715,0.8575646,0.07372176,0.024706423
78194-24-8,0.0030885558,0.16557497,0.81451184,0.016824568
78194-42-0,0.006667664,0.26576725,0.69570845,0.031856637
15037-62-4,0.017300988,0.373013,0.57261133,0.03707474
94739-29-4,0.039748337,0.19517697,0.63936657,0.12570812
75530-68-6,0.014947946,0.15464939,0.69537586,0.1350268
97-86-9,0.0021592756,0.06980114,0.1392068,0.7888328
13749-61-6,0.022908717,0.20901404,0.4849327,0.28314453
23684-11-9,0.06038371,0.1409461,0.5397601,0.25891012
110-12-3,0.0057631913,0.0436639,0.72532934,0.22524354
3572-41-6,0.0010488852,0.5156058,0.43287924,0.050466068
70318-55-7,0.0021152222,0.028074348,0.9133591,0.056451276
70318-56-8,0.0027310692,0.015020194,0.96319294,0.019055812
26544-20-7,0.0034953782,0.077044696,0.6236884,0.29577148
13706-86-0,0.03916899,0.18373705,0.52868056,0.24841344
81250-17-1,0.030056514,0.29369685,0.58767515,0.08857149
123-92-2,0.0071478146,0.035874173,0.17559172,0.7813863
110-19-0,0.0028396843,0.048885614,0.21864289,0.7296318
99-86-5,0.01762014,0.106202714,0.7285306,0.14764659
542-08-5,0.008053189,0.08897786,0.6134954,0.28947353
99-87-6,0.0026003362,0.09263967,0.81183404,0.09292591
535-77-3,0.004996719,0.16811182,0.7151752,0.11171631
89-83-8,0.0017308486,0.04762345,0.91295254,0.037693147
56211-40-6,0.016923396,0.3093137,0.4579309,0.21583198
22760-18-5,0.00082253135,0.011713222,0.95034224,0.03712198
40507-23-1,0.0027906147,0.05177975,0.91089135,0.034538258
65765-07-3,0.0039182026,0.015695335,0.93154496,0.0488415
499-75-2,0.0041842978,0.101552434,0.5162751,0.37798813
2814-20-2,0.012423625,0.11408167,0.5737404,0.29975426
80176-21-2,0.003144262,0.011039108,0.84891516,0.13690145
55814-41-0,0.0028808278,0.1085551,0.5648828,0.3236813
125055-52-9,0.0006208845,0.8958793,0.0785541,0.024945682
563-80-4,0.018648693,0.17292264,0.6425883,0.16584036
59230-57-8,0.0055047143,0.06384775,0.67659223,0.25405535
39543-79-8,0.000811337,0.024746502,0.92926234,0.04517981
314-42-1,0.05034254,0.16574386,0.69725066,0.08666295
123524-52-7,0.007904105,0.21499749,0.6266246,0.15047383
6673-35-4,0.001850474,0.01985357,0.91679007,0.06150592
108-21-4,0.06477093,0.12946464,0.47550267,0.33026174
4212-94-6,0.008098615,0.059658684,0.56350076,0.36874193
12650-69-0,0.0015433471,0.00843761,0.045262244,0.9447568
828-00-2,0.102883644,0.060689993,0.60781425,0.22861211
1445870-18-7,0.020324953,0.3213197,0.31618476,0.3421706
68425-16-1,0.037244618,0.19990192,0.59400743,0.16884604
57052-04-7,0.015894217,0.38377535,0.2032194,0.39711103
540-84-1,0.0041575413,0.09157003,0.4015053,0.50276715
67239-26-3,0.0117250495,0.19148456,0.62905014,0.1677403
40915-86-4,0.019440388,0.039037365,0.43893826,0.502584
35256-85-0,0.017851686,0.15546422,0.6584292,0.1682549
19666-30-9,0.019564554,0.044901155,0.5875177,0.34801662
129909-90-6,0.005902895,0.0479289,0.6912761,0.2548922
76-50-6,0.0029844474,0.06007072,0.61455226,0.32239252
71108-05-9,0.79173726,0.16695373,0.02936111,0.011947945
71108-06-0,0.103413045,0.64405805,0.21651858,0.0360103
111038-42-7,0.025264319,0.20446806,0.70758235,0.06268525
127-25-3,0.027853804,0.043122984,0.8809741,0.048049163
13254-34-7,0.012557431,0.07488512,0.48778474,0.42477265
144-19-4,0.017930334,0.099125355,0.71119267,0.17175162
3445-42-9,0.0058085197,0.05433753,0.7985912,0.14126275
14860-89-0,0.006718342,0.04564863,0.91661125,0.031021742
26762-93-6,0.0010570153,0.115600765,0.8384238,0.0449184
49562-28-9,0.0038604138,0.04718792,0.8433142,0.10563746
51368-55-9,0.0074046818,0.06822123,0.75652355,0.16785054
58327-13-2,0.0066593713,0.045654733,0.36939952,0.57828635
58327-14-3,0.013095036,0.11091608,0.52280635,0.35318255
58327-12-1,0.003034665,0.040254008,0.1115028,0.84520847
666-84-2,0.031940434,0.049836326,0.351598,0.56662524
53471-69-5,0.010782013,0.058524325,0.9173372,0.0133564705
53003-82-0,0.003496912,0.05055849,0.92386174,0.02208292
53003-62-6,0.011738759,0.039693907,0.9120403,0.03652709
86408-72-2,0.004268984,0.01788896,0.3567536,0.6210885
512-04-9,0.37991345,0.27570033,0.14988881,0.19449739
36011-19-5,0.34926414,0.062331777,0.06801748,0.5203866
33160-78-0,0.7305066,0.050034985,0.18103625,0.03842218
154619-51-9,0.8996394,0.0070053367,0.087225735,0.006129446
114311-32-9,0.0049656015,0.07491741,0.2116528,0.7084642
69915-63-5,0.0033710136,0.063054785,0.6708481,0.26272613
69915-62-4,0.0098985275,0.14316215,0.4974991,0.34944028
581-12-4,0.034316037,0.129784,0.786829,0.049070947
470-67-7,0.026063705,0.31755283,0.5050128,0.15137063
512-85-6,0.08417588,0.27596202,0.4941136,0.1457485
63968-64-9,0.013320892,0.08943991,0.7004631,0.19677608
13613-99-5,0.7762674,0.12061042,0.07655811,0.026564017
3035-45-8,0.010452278,0.04758378,0.9101837,0.031780183
1014-69-3,0.09496418,0.21317877,0.6736304,0.01822662
64-00-6,0.17621969,0.6360638,0.16577749,0.021939043
2752-81-0,0.5175646,0.1723245,0.2918431,0.018267792
2631-40-5,0.060463052,0.79960746,0.09865277,0.041276716
114-26-1,0.04447647,0.8437095,0.080354236,0.031459805
366-70-1,0.005038906,0.33882007,0.57404345,0.08209755
54266-83-0,0.7015619,0.084220104,0.1336453,0.08057274
106293-84-9,0.88038653,0.03422329,0.024592642,0.060797524
73115-70-5,0.7120263,0.18207924,0.0938291,0.012065346
2315-43-7,0.010298768,0.33953404,0.57572913,0.074438065
1505-95-9,0.004100588,0.49296728,0.49069133,0.012240873
996-35-0,0.04258645,0.36300516,0.5079595,0.08644888
3938-45-2,0.21288496,0.50441986,0.25659734,0.02609787
116666-63-8,0.033365957,0.2467672,0.47920176,0.24066512
24730-10-7,0.038538978,0.19011559,0.104472086,0.66687334
14759-05-8,0.0048182094,0.16421688,0.8203363,0.010628592
54270-10-9,0.0050922884,0.059849888,0.90531987,0.029737996
18952-79-9,0.17857808,0.5923743,0.18986721,0.039180417
26328-00-7,0.025751809,0.088235766,0.7237881,0.16222441
69788-41-6,0.00055724254,0.011819601,0.96497256,0.02265061
97887-77-9,0.059034705,0.045091044,0.22860244,0.6672718
6659-45-6,0.28708187,0.06141808,0.59078866,0.060711384
22343-07-3,0.11413273,0.7766276,0.09469398,0.014545678
64249-01-0,0.10522731,0.7577205,0.12712246,0.009929773
14211-01-9,0.03893044,0.6239298,0.29838032,0.038759448
36614-38-7,0.4822655,0.33769423,0.16456771,0.015472504
19645-42-2,0.11052135,0.6921897,0.18355958,0.013729354
79985-91-4,0.197293,0.48923934,0.21023196,0.1032357
97699-69-9,0.0032580541,0.48771894,0.48983875,0.019184267
30560-28-2,0.051055852,0.6184169,0.2970648,0.03346238
71617-10-2,0.0010357593,0.028546816,0.24313287,0.7272846
3567-08-6,0.0016576989,0.09979274,0.7154027,0.18314685
17959-11-4,0.022299048,0.24244209,0.5674403,0.16781864
404-86-4,0.003167152,0.067516305,0.7932047,0.13611177
145071-49-4,0.050940555,0.46968186,0.39154634,0.08783122
111038-37-0,0.007606839,0.077655725,0.8607167,0.054020744
72739-69-6,0.010572179,0.1138771,0.6266949,0.2488558
23485-79-2,0.75919676,0.19254479,0.042094413,0.00616399
149877-41-8,0.0039945636,0.17605808,0.5351953,0.284752
24353-61-5,0.012089704,0.17036803,0.7913861,0.026156208
13955-12-9,0.8528504,0.1113892,0.02612137,0.009639033
15863-65-7,0.6044207,0.27120098,0.11523382,0.009144453
14358-50-0,0.01058776,0.05144977,0.9154724,0.02249014
24017-18-3,0.628179,0.2689538,0.09078059,0.012086593
6838-93-3,0.14828052,0.12082507,0.5589485,0.17194593
107-44-8,0.14472657,0.42646363,0.3644188,0.06439102
71048-99-2,0.005864455,0.0749357,0.8065249,0.11267492
97886-45-8,0.04687012,0.09595792,0.6524485,0.20472349
959-24-0,0.041902125,0.20237763,0.6787854,0.076934874
27458-93-1,0.0034452742,0.05366202,0.45756418,0.48532856
68784-12-3,0.0044513415,0.1394561,0.74735504,0.10873754
68526-86-3,0.0026538991,0.049648285,0.36149886,0.586199
72162-46-0,0.0015432453,0.15304391,0.7651092,0.080303684
64354-92-3,0.005400494,0.06825671,0.7461543,0.18018845
1330-61-6,0.004995083,0.1021772,0.39158383,0.5012439
26544-23-0,0.010776925,0.07054456,0.20178548,0.716893
27013-89-4,0.0034075424,0.1342223,0.6632936,0.19907653
71902-23-3,0.0016889934,0.046964444,0.68070793,0.27063867
25168-26-7,0.0027635638,0.20132329,0.5661711,0.22974205
25103-09-7,0.0023690034,0.104649544,0.28255022,0.61043125
29590-42-9,0.00468607,0.13314885,0.36666223,0.4955029
11071-47-9,0.0034750733,0.14106946,0.6646956,0.1907599
830322-14-0,0.017831963,0.12974511,0.5310439,0.321379
646-07-1,0.0073400266,0.07746512,0.6019309,0.31326395
41764-14-1,0.0102933785,0.28587434,0.5853988,0.11843345
56011-02-0,0.0036540315,0.06771407,0.66458994,0.26404193
110-45-2,0.014916066,0.07611167,0.24523288,0.6637394
7779-65-9,0.0017980639,0.009694408,0.28516108,0.70334643
94-46-2,0.0031798223,0.03307186,0.49555165,0.4681967
87-20-7,0.0014871554,0.05005175,0.6385867,0.3098744
928-70-1,0.020221341,0.16242647,0.61521506,0.20213713
590-86-3,0.021971893,0.17307033,0.55809915,0.24685866
1553-60-2,0.010651366,0.11243782,0.74918926,0.1277215
91040-96-9,0.007732235,0.02093726,0.90108407,0.07024645
72221-66-0,0.10776497,0.2356452,0.5137571,0.14283271
93-19-6,0.0033943413,0.121103466,0.6695188,0.20598337
503-74-2,0.014177525,0.10978326,0.5656705,0.31036872
140-26-1,0.0065858485,0.048616342,0.17165938,0.7731384
2835-39-4,0.009576764,0.2074426,0.626044,0.15693669
103-38-8,0.008571596,0.10079386,0.5098944,0.38074017
78-81-9,0.012493618,0.26985732,0.5182045,0.19944453
33207-44-2,0.010497313,0.12849855,0.76659495,0.094409175
371-44-8,0.27040067,0.15131241,0.359372,0.21891493
52102-44-0,0.011614443,0.23317489,0.63398015,0.12123047
30979-48-7,0.028175589,0.3731601,0.425628,0.17303629
13887-57-5,0.0034602962,0.07282015,0.6312501,0.29246944
78-83-1,0.011004283,0.10912953,0.4731208,0.40674537
4439-24-1,0.0056858296,0.044876963,0.43650007,0.5129371
51550-64-2,0.0015568511,0.12065797,0.64305764,0.23472752
105-01-1,0.0048611863,0.19189274,0.3154521,0.487794
102-13-6,0.004084147,0.03816897,0.15292172,0.8048251
