CASRN,LD50_xgboost_ecfp6bits
4394-00-7,0.8853256
5443-49-2,0.60615414
58861-48-6,0.588402
553-26-4,0.66995174
81-84-5,1.0771663
81-16-3,1.0770903
633-99-8,0.6515231
128-67-6,0.986398
2243-62-1,0.96315646
128-95-0,0.90774834
81-04-9,1.2360419
120-72-9,0.57162035
1698-60-8,0.8283661
3042-84-0,0.61208737
1698-53-9,0.6973168
51707-55-2,0.74740154
148-24-3,0.84318364
27022-50-0,0.41586807
100-52-7,1.0712382
25506-06-3,0.6387829
6607-45-0,0.7396566
13423-60-4,0.67163646
16227-12-6,0.44640267
84-12-8,0.6484682
66501-16-4,0.19459218
2423-66-7,0.60196906
41407-89-0,1.1713511
98-87-3,0.7671171
396-01-0,0.51780844
18039-42-4,0.60920113
89427-42-9,-1.2187493
98-88-4,0.8488185
98-07-7,0.72816294
142-04-1,0.8739232
64-10-8,0.9781021
103-85-5,-0.635677
6635-73-0,-0.74719745
100-63-0,0.60813326
100-65-2,0.87111974
103-71-9,0.9666064
17654-88-5,0.49165216
98-95-3,0.81173104
350-57-2,0.6703507
3426-89-9,0.6825673
701-64-4,0.9021071
644-97-3,0.70701504
1779-48-2,0.92014194
108-98-5,0.81716686
8046-53-5,1.0737756
98-09-9,0.85249597
108-90-7,0.7499157
108-86-1,0.48793665
591-50-4,0.77063566
119-72-2,0.94345444
63734-62-3,0.6748998
2243-78-9,0.7923648
7621-86-5,0.18214056
6054-99-5,1.1992697
15457-05-3,0.37308344
42874-01-1,0.5728048
101-50-8,1.278387
119-15-3,-0.07218081
1836-75-5,0.796051
12222-78-5,0.7715149
59214-90-3,0.26615265
65793-50-2,0.6412183
92-70-6,1.1017481
37728-15-7,0.6903979
53469-21-9,0.5786715
1631-29-4,0.5520271
523-50-2,0.54689145
2698-41-1,0.41201302
16715-77-8,0.85544044
531-81-7,0.8326939
13577-46-3,0.91046166
4053-08-1,0.785516
117-62-4,1.4211193
117-55-5,1.4251285
3604-99-7,0.6981966
481-39-0,1.027178
4008-48-4,0.4983872
90-02-8,0.8139089
89-98-5,0.7943353
95-16-9,0.8600405
91-15-6,0.897752
611-20-1,0.6415334
873-32-5,0.5503192
2797-51-5,0.47098997
3347-22-6,0.59349674
117-80-6,0.7715496
85-44-9,1.1286824
90-16-4,0.57506305
65-45-2,0.93026054
54-21-7,1.0418359
2037-95-8,0.88685316
21725-69-9,0.74451554
6064-83-1,0.82083964
2634-33-5,0.6439006
609-66-5,0.76211715
1338-32-5,0.72218233
88-17-5,0.7083909
2285-12-3,0.4346434
392-83-6,0.43403426
95-54-5,0.89640796
88-74-4,0.95446414
95-55-6,0.6921557
95-51-2,0.7670981
583-39-1,0.6296533
615-16-7,0.76163596
5902-85-2,0.51271904
5344-82-1,-0.5529744
101-05-3,0.33300972
2213-63-0,0.6196011
4570-41-6,0.76409495
149-30-4,0.72927195
88-75-5,0.8207288
88-73-3,0.5631653
120-80-9,0.87740487
1333-39-7,1.261416
30746-58-8,-1.3260801
95-50-1,0.7312405
110-02-1,0.7672522
105-11-3,0.7476974
16589-20-1,1.0916054
12674-11-2,0.75549823
71422-67-8,0.0028634365
13738-63-1,0.296914
1836-77-7,0.6549608
22494-42-4,0.76627666
64057-98-3,0.67019415
860-22-0,0.7850652
106917-52-6,0.43051657
56966-52-0,0.6494008
14047-09-7,0.7664282
2274-74-0,0.7921487
3380-34-5,0.7974374
2227-13-6,0.4281308
116-29-0,0.95689857
6954-48-9,0.46292365
131-27-1,1.2667366
58712-69-9,-0.1417307
556-12-7,0.61640644
3132-99-8,0.8520043
2009-24-7,0.605082
2617-79-0,0.6319716
2617-78-9,0.4331624
718-43-4,0.4671362
626-17-5,0.5152608
121-91-5,1.0721924
16671-87-7,0.5344749
4052-92-0,0.7520375
881-99-2,0.62915295
329-01-1,0.86657184
108-45-2,0.76359767
99-09-2,0.7862533
108-42-9,0.66790277
4947-89-1,-0.699525
127-68-4,0.848124
121-73-3,0.64103264
108-46-3,0.7808075
108-43-0,0.58144075
619-72-7,0.8929501
13940-94-8,0.5618485
100-21-0,1.1156821
100-20-9,0.87758714
619-80-7,0.871744
62-23-7,1.0020396
122-04-3,0.71995854
99-96-7,1.1012039
16671-88-8,0.4887106
122-01-0,0.752264
455-14-1,0.5223095
98-56-6,0.5356596
5216-25-1,0.63985425
624-18-0,0.6072036
100-01-6,0.776648
2987-46-4,0.14336924
63-74-1,0.9601483
15730-83-3,1.0040697
106-47-8,0.52098364
540-37-4,0.5836602
3696-23-9,-0.74717075
539-21-9,-0.71680486
105-12-4,0.6740404
100-28-7,0.9195306
35037-73-1,0.665189
1985-12-2,0.53127354
100-02-7,1.1176403
100-00-5,0.63896775
106-48-9,0.8351621
106-51-4,0.72626275
98-60-2,0.7624979
106-46-7,0.7025748
39699-08-6,1.1867173
38665-24-6,0.802246
128-97-2,0.9267213
52671-72-4,1.0820464
81-30-1,1.0618569
11096-82-5,0.57383895
56973-16-1,0.43195865
872-85-5,0.86606634
37853-05-7,0.6196574
100-54-9,0.4304226
98-92-0,0.93326217
59-67-6,1.0595068
54-85-3,0.7614264
59470-49-4,0.6206909
55-22-1,0.95318496
3535-75-9,0.6523637
1124-33-0,0.7443104
98-01-1,0.770935
51762-67-5,0.40434623
875-28-5,0.8755875
84057-84-1,0.2163962
50-45-3,0.93622315
14689-51-1,-1.2001832
2338-31-0,-1.5389621
6587-23-1,-1.2569956
64037-11-2,0.09451283
25567-67-3,0.6224321
3209-22-1,0.7825325
64037-10-1,0.49793562
36088-22-9,-1.9977596
18063-03-1,0.65319145
1194-65-6,0.4641962
81-19-6,0.7490742
1918-13-4,0.18980624
87-61-6,0.7320117
94239-04-0,0.48170057
1929-82-4,0.6070785
24382-04-5,1.100276
928-53-0,0.5524798
76-44-8,0.17564477
3186-23-0,-0.22531085
5836-04-4,-0.60409427
73826-58-1,1.0191375
87-02-5,1.0630347
118-33-2,1.2990968
129-79-3,0.06827551
1154-59-2,0.6892285
6013-05-4,0.36187944
52479-85-3,0.89433783
84087-01-4,0.77469605
97-51-8,0.70440775
95-01-2,1.08106
20856-57-9,0.5703468
227197-72-0,0.7886849
17200-29-2,0.48120287
3671-61-2,-1.1972672
31643-49-9,0.76979446
939-80-0,0.27365214
6574-99-8,0.52876925
17420-30-3,0.96333075
16588-02-6,0.614483
19694-10-1,0.8614675
89426-89-1,-0.84755766
16588-06-0,0.84565943
96-99-1,0.9002349
2250-53-5,0.4933044
89-75-8,0.8678885
84504-69-8,0.58712876
399-69-9,-1.2125652
121-17-5,0.79387224
328-84-7,0.65103626
13014-24-9,0.66851485
118-83-2,0.48489323
320-60-5,0.51055336
13014-18-1,0.6427751
5307-14-2,1.0378944
5131-58-8,0.8211939
137-09-7,0.6879472
61988-37-2,0.5266024
88-63-1,0.9623467
3671-66-7,-1.5356976
119-34-6,0.7652577
364-76-1,0.53786856
635-22-3,0.82346076
3863-11-4,0.4433822
95-76-1,0.44232938
97-02-9,0.64421856
99-57-0,0.69737476
121-87-9,0.8226082
6283-25-6,0.9104495
89-63-4,0.8021988
95-85-2,0.5929768
367-25-9,0.36215225
554-00-7,0.8280822
95-82-9,0.7335141
31225-17-9,0.6105252
327-19-5,-1.126373
89426-90-4,-0.85570824
3671-47-4,-1.4138736
89426-91-5,-0.917315
656-49-5,-1.0729866
3765-86-4,-1.3358998
19932-84-4,0.6622104
22876-19-3,0.22973602
14733-73-4,0.443709
1744-22-5,0.3738023
1682-39-9,0.30203813
52112-68-2,0.62169087
61-80-3,0.4696049
64037-13-4,0.41580135
51-28-5,0.4190161
619-08-9,0.546111
99-54-7,0.68421364
611-07-4,0.45091897
611-06-3,0.6624076
89-61-2,0.7681358
95-88-5,0.750505
4991-65-5,0.6005192
120-83-2,0.7598511
583-78-8,0.68463045
348-57-2,0.45502752
671-95-4,0.6233546
120-82-1,0.70429844
65235-63-4,0.59043163
3862-73-5,0.64456034
6609-39-8,-1.5559467
89426-94-8,-1.5369741
14689-58-8,-1.5571352
89427-11-2,-1.4386721
3401-80-7,0.7295754
4228-89-1,-1.4001385
634-66-2,0.6769157
84487-03-6,0.6596163
1702-17-6,0.3572902
108-31-6,0.74325114
4312-97-4,0.6866824
288-32-4,0.7231588
3495-42-9,0.6794421
7789-83-5,0.60802555
96-50-4,0.6323261
35317-79-4,0.36458096
1606-76-4,0.5595514
107-22-2,0.99157196
872-36-6,0.56627476
14150-71-1,0.34117714
12672-29-6,0.70802903
11126-42-4,0.22875266
536-08-3,1.0566512
1336-36-3,0.53146285
10331-57-4,0.4364167
97-18-7,-0.56800586
1746-01-6,-0.20477048
618-83-7,1.0088944
22326-31-4,1.3100245
134880-74-3,0.17742115
121-81-3,0.65253884
2905-62-6,0.8918904
368-53-6,0.52121747
99-35-4,0.6862793
108-73-6,0.81325716
108-70-3,0.7657355
2277-92-1,0.29116878
57117-31-4,0.84423673
40321-76-4,-2.9583287
58-94-6,0.8357047
56961-25-2,0.8412722
609-99-4,0.08015161
2789-92-6,0.9513469
120068-37-3,-0.36056793
120068-36-2,-0.3487995
609-20-1,0.29462025
6609-38-7,-1.9505521
6609-37-6,-1.6417185
3671-18-9,-1.3789834
89426-93-7,-1.5238069
89426-98-2,-1.5821129
89426-95-9,-1.62273
4228-88-0,-1.6529871
89426-99-3,-1.5221031
89427-01-0,-1.8672518
89427-00-9,-1.3674175
88-89-1,-0.26619843
4515-30-4,0.30113986
1817-73-8,-0.41613355
5388-62-5,0.7183124
120-97-8,0.7590396
634-93-5,0.6858157
88-06-2,0.4338226
634-90-2,0.6160732
89-32-7,0.8627748
20103-09-7,0.5910559
6627-34-5,0.7616073
2338-24-1,-1.4164976
6609-40-1,-1.1317892
89426-96-0,-1.5359763
2338-25-2,-1.5081754
39215-09-3,-1.4300714
5285-41-6,0.0034503648
1750-46-5,0.45598075
64037-08-7,0.26918653
327-92-4,0.66342133
39227-28-6,-2.7204673
19408-74-3,-1.4589667
95-94-3,0.670899
2578-45-2,0.31252807
15878-00-9,0.536381
89427-25-8,-1.718366
6609-42-3,-1.5051337
89457-11-4,-1.6727988
6609-43-4,-1.1851183
24994-55-6,-1.0189215
19690-31-4,-1.1231159
2338-27-4,-1.2811348
53615-22-8,-1.6080384
89427-17-8,-1.259546
27811-88-7,0.34893835
36117-76-7,0.3357075
50995-94-3,0.08086118
35822-46-9,-3.237587
89427-15-6,-1.5723554
363-72-4,0.6556175
3393-59-7,-1.8596048
1982-55-4,0.37172693
8003-46-1,0.6841652
58-90-2,0.065632455
608-93-5,0.4095226
6515-38-4,0.6467499
24598-73-0,0.7018292
31876-38-7,0.7800681
3034-38-6,0.8158054
452-06-2,0.78232044
2308-57-8,0.41173476
2380-63-4,0.68300825
13230-99-4,0.46196204
1970-40-7,0.27572122
87-56-9,1.1160449
75-87-6,0.6747757
75-12-7,1.1073614
288-88-0,0.90568745
73-24-5,0.46073747
13231-00-0,0.85062504
61-82-5,0.88154894
4005-51-0,0.74257135
64-18-6,1.1341978
1071-98-3,0.3865367
3018-12-0,0.15698801
670-54-2,0.5652159
1897-45-6,0.68733007
16212-28-5,0.38594335
13063-43-9,0.175776
376-53-4,0.13143389
75-15-0,0.61338574
3212-26-8,-1.1454818
1024-57-3,-0.95222825
39765-80-5,-0.2179153
3447-87-8,-0.58322644
27304-13-8,-0.70095974
297-78-9,-0.7294668
14788-97-7,0.7957611
2418-14-6,0.95487076
79-34-5,0.6257123
77439-76-0,0.5291759
4124-30-5,0.6946463
76840-12-5,0.626143
1768-31-6,0.44903517
2156-56-1,0.72632587
39801-14-4,0.19037142
302-17-0,0.7236006
26675-46-7,0.8325349
13838-16-9,0.8393547
376-72-7,0.40964767
1546-95-8,0.55154645
76-21-1,0.38935918
354-15-4,0.9475001
151-67-7,0.72930336
31335-41-8,0.5744388
67-66-3,0.54136455
75-27-4,0.41608414
3268-87-9,-0.80927444
2227-17-0,0.35117188
89427-41-8,-1.7797706
14863-50-4,-1.4125657
4205-98-5,-1.1350423
2355-43-3,-1.8019942
89427-27-0,-1.781273
89427-26-9,-2.0387974
18225-94-0,-1.7385498
89427-32-7,-2.1127539
89427-44-1,-1.7462338
2338-29-6,-1.6743898
4228-93-7,-1.962013
3470-17-5,0.6102148
82-68-8,0.4780543
87-86-5,0.5032116
18964-31-3,0.691835
118-74-1,0.52776057
76840-13-6,0.61889434
1134-04-9,0.4127741
2176-62-7,0.70783377
15743-13-2,0.54168344
67403-00-3,0.5882916
6012-97-1,0.6808061
87-68-3,0.5953178
3424-05-3,0.3526391
2514-52-5,0.39284948
50-71-5,0.70250857
706-79-6,0.55899924
66257-53-2,1.1732068
7682-38-4,0.5378467
127-18-4,0.5699563
6984-99-2,0.46029344
79-52-7,0.3614166
116-16-5,0.6002201
335-76-2,0.1596518
3825-26-1,-0.20477416
3794-64-7,0.17828564
76-05-1,0.627548
650-51-1,0.6713989
76-02-8,0.6260775
108-78-1,0.69622606
541-53-7,-0.32114604
57-13-6,1.103615
556-88-7,0.76064825
1758-73-2,1.226749
127-07-1,1.1107686
79-19-6,-0.77470124
6846-35-1,0.5478064
2893-78-9,0.5138345
2428-04-8,0.50463396
108-77-0,0.72194904
51580-86-0,0.5082629
87-90-1,0.6650231
463-71-8,0.4545052
2385-85-5,0.18750384
29457-72-5,0.054289293
307-35-7,-0.32218516
375-73-5,0.21479881
375-34-8,0.24235046
358-21-4,0.53528076
422-81-1,0.23981495
76-06-2,0.560805
1493-13-6,0.45618722
594-42-3,0.702698
21351-39-3,0.99323493
821-06-7,0.3427915
2961-68-4,-0.006850289
1689-83-4,0.16023663
5348-97-0,0.76283073
107-66-4,1.2791249
36105-20-1,0.7184895
23142-01-0,0.48784778
17243-64-0,0.5281636
10544-63-5,0.84133554
3734-16-5,-0.1980799
79241-46-6,0.365246
80828-32-6,0.50793236
25360-10-5,1.0602506
20769-36-2,0.32768634
50-13-5,0.27755818
113-42-8,0.15287456
57-09-0,0.7295532
13473-38-6,0.75698406
437-38-7,0.36277875
1209-98-9,0.3999944
3810-80-8,-0.22827573
140-89-6,0.86651534
52-53-9,-0.17382832
2430-22-0,1.5224384
68099-86-5,0.41950384
13076-17-0,0.3251884
87674-68-8,0.68736553
15932-80-6,0.9283671
72619-34-2,-0.22302763
145-41-5,0.37724113
901-82-6,-0.23352179
14026-03-0,0.78546166
33402-03-8,0.5538185
23239-51-2,0.87363464
69674-66-4,0.20350094
1491-59-4,0.15980987
3818-64-2,0.023630375
127-69-5,0.50827664
33232-39-2,0.28328222
67557-57-7,0.5827135
50-60-2,-0.23617044
615-50-9,0.5096011
20405-19-0,0.7359384
41468-25-1,0.9324003
21593-23-7,0.76471233
5697-56-3,0.3174165
76714-88-0,0.6076745
10563-70-9,0.31594482
69-53-4,1.0224627
306-37-6,0.93442935
59-42-7,0.24673901
55-31-2,0.45434904
28213-87-8,-1.1669198
315-80-0,0.4513863
27203-92-5,0.05838584
1229-29-4,0.012748291
60525-15-7,0.268168
2052-46-2,0.29106808
475-81-0,0.29925972
50-52-2,0.3521071
1982-36-1,0.23818126
52-26-6,-0.054947328
15686-83-6,0.5378337
4685-14-7,0.17054445
64-20-0,0.6477686
3818-88-0,0.36665216
125401-92-5,0.8244126
34268-69-4,0.83309346
3092-17-9,0.9466304
298-59-9,0.5821424
2302-17-2,0.77123284
51276-47-2,0.9999741
3254-89-5,0.37137392
1235-82-1,-0.09755511
31770-74-8,0.22660822
28968-09-4,0.309164
73954-17-3,0.44841814
19794-93-5,0.35013717
4404-43-7,0.971321
631-06-1,0.3876642
104821-37-6,-0.03902665
18262-71-0,0.56929
38260-01-4,0.8876994
85095-76-7,0.36489135
14769-73-4,0.22765756
3736-92-3,0.3291537
3443-15-0,0.36338753
53885-35-1,0.350492
58001-44-8,0.80136025
4779-94-6,0.41849288
4988-64-1,0.04357063
61-31-4,0.88001233
15307-79-6,0.5624255
5736-15-2,0.129399
144-49-0,-0.9528762
367-51-1,0.8612112
74089-28-4,0.09665009
3926-62-3,0.38238043
132-67-2,0.88853306
17804-49-8,1.2597811
12002-54-9,0.76218945
13324-20-4,0.7404364
111199-29-2,0.64278626
63868-75-7,0.42534044
612-83-9,0.77590245
50594-66-6,0.62786704
1003-40-3,0.6966503
34465-46-8,-1.3254405
25167-83-3,0.6395514
156-62-7,0.4950798
590-28-3,0.9366609
28548-09-6,-0.42451003
2545-60-0,0.9535538
10543-95-0,0.5155759
31810-89-6,0.3527835
60012-87-5,0.56694937
84-59-3,0.13953121
55916-20-6,0.97289187
25327-89-3,0.3505353
25637-99-4,0.31392017
25713-60-4,0.44699708
19186-97-1,0.19104078
1522-92-5,0.6915729
52907-07-0,0.29342678
21850-44-2,0.6058203
3194-55-6,0.61140645
20566-35-2,0.861783
87-84-3,0.45735157
32588-76-4,0.6245718
32536-52-0,0.24034162
27858-07-7,0.27240875
61262-53-1,0.29440698
84852-53-9,0.3617132
13654-09-6,0.3912605
20769-85-1,0.7574093
2302-30-9,0.20555127
83447-96-5,0.6161817
10397-75-8,0.48609337
79770-24-4,0.5523324
31112-62-6,0.37467998
440-58-4,0.7643664
66108-95-0,0.69499433
111453-32-8,0.95331526
35453-19-1,0.81135064
37441-29-5,0.48244214
19774-82-4,0.3230034
68439-50-9,0.94024616
65-29-2,0.5228421
3319-31-1,1.0363141
56706-10-6,0.830431
160194-28-5,0.32754755
15180-47-9,0.9124212
35077-00-0,1.042497
752-56-7,0.5072955
74758-25-1,0.24489225
154702-15-5,1.0026302
141-94-6,0.7645336
67762-53-2,0.90401316
10254-57-6,0.3697583
53306-54-0,1.2715428
682-01-9,1.136305
486455-65-6,0.94695485
126-57-8,0.9207287
11138-60-6,0.9207287
78-16-0,0.8674195
295800-70-3,0.7255104
22174-70-5,1.2449555
122-62-3,1.5049981
103-24-2,1.5049981
2915-57-3,1.3509458
84731-70-4,1.1668593
14858-73-2,1.346994
60012-88-6,0.6179282
6926-73-4,-1.215343
17980-47-1,1.016491
35435-21-3,1.0515535
34036-80-1,0.86376494
6104-58-1,0.59579206
24748-23-0,0.8611928
14504-73-5,0.38989216
1421-14-3,0.7249698
2031-67-6,1.2334365
68130-53-0,1.5386482
5343-44-2,1.1827999
5831-80-1,1.1687971
29806-73-3,1.5359493
59130-69-7,1.3694954
20954-13-6,0.7187855
102579-43-1,0.6624324
168152-77-0,0.22141284
168152-89-4,0.47445711
60763-41-9,0.78774726
52736-14-8,0.2021011
3862-08-6,0.06679338
80472-88-4,0.5387357
9004-57-3,1.1550193
998-30-1,1.2132776
76524-94-2,1.0568428
2602-34-8,1.2057806
1486-39-1,-0.21988678
55881-07-7,0.49239764
2229-55-2,1.16811
30129-29-4,0.7572562
30129-30-7,0.71985584
33820-53-0,0.70340323
5892-41-1,0.5938274
87130-20-9,0.7787297
68649-11-6,1.099165
63990-57-8,0.45244387
5593-20-4,-0.15438463
5534-09-8,0.35764977
10032-15-2,1.1230867
105-82-8,1.1389632
186817-80-1,1.3176378
7452-79-1,1.2186531
82834-16-0,0.6488384
15299-99-7,0.35807636
137658-79-8,0.9211193
7492-66-2,1.1975353
50765-73-6,-0.30354562
56358-09-9,0.47014996
41611-76-1,0.66064173
243973-20-8,0.5302256
72542-60-0,-0.37905908
79438-83-8,-0.6270117
73512-93-3,-0.14445835
73512-94-4,-0.32968986
688-84-6,1.6419512
29214-60-6,1.2422414
437717-43-6,0.89435923
1187-74-2,1.1245313
56632-42-9,0.52995497
21673-86-9,0.7992043
107812-70-4,0.11454919
105435-14-1,0.3546483
75274-20-3,0.63617575
2532-92-5,0.50703824
88-24-4,0.69012517
118134-30-8,0.6085986
3006-82-4,1.3475777
42222-50-4,1.3607031
919-94-8,1.1880276
82559-96-4,0.54009694
82558-50-7,0.69071275
123199-92-8,0.27600166
1986-53-4,0.41138512
19457-00-2,0.7260414
7396-58-9,0.7368203
80472-86-2,0.48304832
54663-47-7,0.30022722
32358-09-1,0.021680977
154-82-5,0.57068694
816-19-3,1.3744266
1120-21-4,1.0405356
112-40-3,1.0405356
629-50-5,1.0405356
629-59-4,1.0405356
593-45-3,1.0405356
112-95-8,1.0405356
3806-34-6,0.67083454
2500-88-1,0.8269134
627-83-8,1.4226748
26322-14-5,1.1718484
41672-81-5,0.81301624
68153-95-7,0.70484984
53220-22-7,1.1718484
3234-85-3,1.3591737
16958-92-2,1.27171
119-06-2,1.5418692
3648-20-2,1.5418692
8007-43-0,1.2703767
629-82-3,1.0222367
64896-70-4,1.3358071
1117-55-1,1.3757365
61788-89-4,1.1751378
540-07-8,1.19299
2173-56-0,1.2126751
110-36-1,1.4920805
626-82-4,1.3017644
14338-82-0,0.7852059
6280-99-5,1.2282522
1770-80-5,0.31765327
1962-75-0,1.1931309
2639-63-6,1.3296316
63449-39-8,0.7706581
168152-91-8,0.5397042
111757-17-6,0.35633716
19044-88-3,0.53562504
58416-00-5,0.94619673
13361-34-7,0.74357605
16397-70-9,1.0281829
6197-30-4,0.9214415
5588-20-5,0.34024096
589-98-0,1.0318333
98532-85-5,0.22309604
106-68-3,1.1606941
117827-06-2,0.63921356
2445-76-3,1.1728951
624-54-4,1.159771
61668-40-4,1.2200638
111-61-5,1.5733465
123-29-5,1.5733465
106-30-9,1.5152574
1808-26-0,1.3995677
73310-10-8,0.8926773
3025-30-7,1.268646
115895-09-5,0.5717424
3249-68-1,1.0432724
61444-38-0,0.47221848
33467-74-2,0.9475685
119798-44-6,1.28726
381209-09-2,0.9686961
100217-51-4,0.66649383
84-16-2,0.85187966
71953-72-5,0.7842535
533-68-6,0.7675247
105-05-5,0.78497344
124391-91-9,0.8402744
98532-81-1,-0.04016124
94108-97-1,0.80809397
24565-13-7,1.0928644
85697-11-6,0.4798949
5351-04-2,0.92380995
92327-36-1,0.40781343
101952-85-6,0.7425435
93864-33-6,0.49092093
5486-77-1,0.41130635
54289-46-2,0.1759269
4680-78-8,0.7294425
5141-20-8,0.7030617
3844-45-9,0.55517584
2353-45-9,0.5524057
2452-94-0,0.7659466
141-28-6,1.4083529
75274-25-8,0.6130064
72903-27-6,1.2382021
14064-10-9,0.7609018
41438-38-4,1.007998
23564-06-9,0.08797133
618061-76-0,0.1387632
2781-11-5,0.22886725
1754-49-0,-0.3959282
6231-03-4,-0.71062446
14816-20-7,-0.26115704
67883-79-8,0.5506407
5837-78-5,0.73910177
10484-36-3,0.9510631
19089-92-0,1.4034286
16930-93-1,1.3516382
12609-84-6,-0.29109472
83905-01-5,0.3564623
14271-02-4,0.23832119
82664-20-8,-0.06765026
11115-82-5,-0.56916386
74381-53-6,-0.3082299
88321-09-9,1.0097165
3891-98-3,0.92223036
67874-80-0,1.2836438
85785-20-2,0.6995856
161798-03-4,0.68933386
20724-13-4,0.29495603
78113-36-7,0.32177886
68630-75-1,-0.431903
78-69-3,1.1814477
81335-77-5,0.7630425
72576-80-8,1.3802991
90622-57-4,1.1002592
29804-22-6,0.9731985
2035-99-6,1.464243
2198-61-0,1.3017609
109-19-3,1.2539918
539-90-2,1.3749154
137863-20-8,0.68707114
109-15-9,1.3113377
97-87-0,1.3649844
112-11-8,1.2350783
68228-18-2,0.70300084
57375-63-0,0.5861752
40910-49-4,1.2884672
141-14-0,1.4130267
69929-16-4,1.3781658
134701-20-5,0.80138713
113658-85-8,0.33198673
40596-80-3,0.8912354
86401-95-8,0.55148375
38285-49-3,1.3750622
54839-24-6,1.020859
141773-73-1,0.93277
58327-22-3,0.49676967
236391-76-7,0.71082085
54546-26-8,0.9176782
41767-29-7,-0.7285968
25122-46-7,-0.1941722
80474-14-2,-0.7512764
33499-14-8,0.73342097
123172-53-2,0.27004293
68141-17-3,1.1028942
1093653-57-6,1.0943598
110-41-8,0.97533214
7786-29-0,1.067695
123-15-9,1.0730463
123-96-6,1.0676105
43201-95-2,1.303413
142-55-2,1.448651
139001-49-3,0.736627
35265-04-4,1.2989876
70700-29-7,0.37857252
106461-41-0,0.7589857
84625-61-6,0.27371052
83161-22-2,1.2067131
78-86-4,0.8529048
27970-79-2,1.3590947
14417-88-0,0.78337044
59875-04-6,1.14218
138-22-7,1.2599764
53651-69-7,1.2223791
122008-85-9,0.22981307
94876-55-8,-0.12904176
7493-57-4,0.9099126
59323-76-1,1.1012622
1647-12-7,1.1226422
87333-19-5,0.6107927
2556-10-7,0.93254864
145040-37-5,0.07563763
54350-48-0,1.0302839
50765-78-1,-0.030990751
461432-25-7,0.45926732
53839-71-7,0.7457847
40267-72-9,1.3147578
3290-92-4,1.4165522
145650-60-8,0.8945028
84012-64-6,0.5980466
144-39-8,1.1247754
61931-80-4,1.1882936
68480-17-1,0.48267174
1335-46-2,0.6745444
35044-59-8,0.51338613
125055-60-9,0.6459464
88969-41-9,1.4370111
62395-45-3,1.0112586
32766-80-6,0.35521093
125055-73-4,0.62748325
23674-86-4,-0.22317661
1253-28-7,0.66769826
33765-80-9,0.7152461
82875-46-5,0.8291432
82875-43-2,0.5717633
88150-62-3,0.2528329
75274-15-6,0.7733265
75274-19-0,0.51214993
117378-04-8,0.74472266
142-90-5,0.5684554
39670-09-2,1.4556099
112-12-9,0.79835844
2052-15-5,1.4491347
40942-73-2,0.6670361
125055-69-8,0.70723045
125055-71-2,0.5856759
125055-59-6,0.67465854
125055-57-4,0.69359744
125055-55-2,0.6608943
125055-53-0,0.6748175
125055-72-3,0.511232
98290-92-7,-0.0024226988
3848-24-6,1.1771456
108427-72-1,0.7286414
168152-83-8,0.48617014
168152-73-6,0.56369287
148504-51-2,0.45366317
629-70-9,1.4150268
112-17-4,1.4150268
143-13-5,1.4150268
112-06-1,1.4652803
53042-79-8,1.4228234
18871-14-2,1.1799028
57960-19-7,0.5091349
539-88-8,1.4666827
98476-13-2,0.5840771
66505-62-2,0.5526187
3681-71-8,1.1896119
50767-79-8,1.5400629
13402-08-9,0.75088364
1522-41-4,0.85244215
75274-18-9,0.78025293
80086-35-7,0.4977963
2082-79-3,0.90353197
125643-61-0,0.90353197
5560-69-0,0.6802773
101238-01-1,1.1035323
36306-87-3,0.6989431
51022-71-0,0.048001647
112143-82-5,-0.058643308
5434-57-1,1.2538993
637-92-3,1.0766056
4492-96-0,-0.14988412
50673-09-1,-1.1008133
116337-75-8,0.6443679
16870-37-4,-0.0942894
98532-80-0,0.06654881
2049-95-8,0.8055563
67785-77-7,0.9584272
116337-72-5,0.48325372
59703-84-3,0.6856904
2901-13-5,0.8889806
108957-94-4,0.6898583
600-00-0,0.78486943
315-37-7,0.6759287
13609-67-1,0.86740303
51333-22-3,0.12172349
98519-33-6,-0.00489793
7011-83-8,0.32382256
70851-61-5,0.16848002
6413-10-1,0.8438847
72391-46-9,0.6904374
97780-06-8,0.7571449
123172-48-5,0.6021115
34140-59-5,0.37974972
112-69-6,0.45668653
1120-24-7,0.45668653
7651-02-7,1.0354486
149968-48-9,1.0114735
20954-12-5,0.578431
82413-20-5,0.54275036
52207-87-1,0.3721331
14433-76-2,1.0197864
64973-73-5,0.3416793
93697-74-6,0.7364831
113702-03-7,0.23074813
113702-01-5,0.24341118
110-25-8,0.8692078
40374-16-1,-0.08879795
52053-74-4,0.326638
123253-05-4,-0.057172544
80085-38-7,0.31324342
80085-45-6,0.18569387
62893-20-3,0.48986483
80464-16-0,0.25610927
80463-73-6,0.41450393
80464-10-4,0.3280693
129630-19-9,0.019527717
80086-97-1,0.41298333
3332-27-2,0.5332006
84-36-6,-0.10794987
16415-12-6,1.0562868
7779-41-1,1.0906096
13257-44-8,0.81825495
91-87-2,0.81351143
69788-36-9,0.48825
64951-26-4,0.16598406
75274-23-6,0.6894241
141776-32-1,0.821463
54473-52-8,-0.41815707
30560-27-1,-0.42733654
168152-95-2,0.52989566
112-61-8,1.06103
111-82-0,1.06103
106-73-0,1.0448914
24851-98-7,0.6445841
24863-70-5,0.84645414
623-42-7,1.2229209
