CASRN,Toxic_xgboost_ecfp6bits-0,Toxic_xgboost_ecfp6bits-1
565-74-2,0.5178549,0.48214504
64047-48-9,0.42963713,0.57036287
91132-80-8,0.30900645,0.69099355
28770-01-6,0.6614464,0.3385536
68683-20-5,0.8183954,0.1816046
4395-92-0,0.48683947,0.5131605
536-60-7,0.6910778,0.30892217
13816-33-6,0.5673051,0.43269488
31027-31-3,0.45636874,0.54363126
15763-76-5,0.8261257,0.17387433
17959-33-0,0.25693607,0.7430639
1333-53-5,0.5494864,0.45051357
643-28-7,0.47437423,0.52562577
91040-95-8,0.6099856,0.3900144
13311-84-7,0.25076443,0.7492356
37389-71-2,0.31332314,0.68667686
80-34-2,0.8189417,0.18105827
79-31-2,0.616197,0.383803
103-48-0,0.7864579,0.21354213
103-60-6,0.74466956,0.25533044
103-59-3,0.8594516,0.14054842
103-28-6,0.6859718,0.3140282
1532-00-9,0.5461575,0.45384252
56425-91-3,0.48300022,0.5169998
73681-12-6,0.45629328,0.5437067
21738-42-1,0.77226025,0.22773975
63659-19-8,0.59310275,0.40689725
29122-68-7,0.5829805,0.41701952
59333-90-3,0.20610577,0.79389423
86247-86-1,0.27902186,0.72097814
81486-22-8,0.056343496,0.9436565
586-06-1,0.29236573,0.70763427
5588-22-7,0.40768683,0.5923132
14334-41-9,0.3615933,0.6384067
31802-16-1,0.18504107,0.81495893
768-52-5,0.4609025,0.5390975
101-72-4,0.55204576,0.44795424
2210-25-5,0.3638692,0.6361308
637-32-1,0.26013094,0.73986906
22936-86-3,0.44655538,0.5534446
97817-39-5,0.14023066,0.85976934
36734-19-7,0.37940317,0.6205968
63884-40-2,0.5898086,0.41019142
3544-35-2,0.37097502,0.629025
54-92-2,0.5332284,0.4667716
35944-83-3,0.19252998,0.80747
99300-63-7,0.1890114,0.8109886
2030-63-9,0.73696804,0.263032
58934-46-6,0.24552268,0.7544773
89703-10-6,0.21454889,0.7854511
3772-26-7,0.36488938,0.6351106
22235-81-0,0.41537166,0.58462834
3423-28-7,0.5269641,0.47303587
142459-58-3,0.2462843,0.7537157
1918-16-7,0.35734653,0.64265347
98410-36-7,0.18873858,0.8112614
25057-89-0,0.46643883,0.53356117
79-46-9,0.26064938,0.7393506
67-63-0,0.51552796,0.48447204
98519-41-6,0.036143184,0.9638568
4016-14-2,0.49561673,0.50438327
93-78-7,0.35170388,0.6482961
83656-29-5,0.56894064,0.43105936
66332-96-5,0.7130556,0.28694442
35212-22-7,0.34846026,0.65153974
29026-74-2,0.26067936,0.73932064
38753-50-3,0.41358548,0.5864145
7780-06-5,0.8824527,0.1175473
939-48-0,0.7812362,0.21876384
88599-41-1,0.8767118,0.123288214
88599-42-2,0.64262617,0.3573738
68334-67-8,0.2924267,0.7075733
5836-10-2,0.3617552,0.6382448
122-42-9,0.6924789,0.30752108
83395-31-7,0.76140535,0.23859468
298692-41-8,0.305705,0.694295
108-23-6,0.40336585,0.59663415
1714-03-0,0.06859982,0.9314002
1713-97-9,0.050588906,0.9494111
24441-57-4,0.030095696,0.9699043
46355-07-1,0.58538365,0.41461638
75-33-2,0.34272403,0.657276
4095-32-3,0.37917787,0.62082213
141396-28-3,0.77876323,0.22123677
500-38-9,0.53525436,0.4647456
106-55-8,0.39021486,0.60978514
110871-86-8,0.69215095,0.30784905
61477-94-9,0.13316649,0.8668335
98459-18-8,0.17928892,0.8207111
7652-64-4,0.48985106,0.51014894
2935-44-6,0.56621635,0.43378365
110-97-4,0.65207064,0.3479294
110-98-5,0.68027395,0.31972605
25322-69-4,0.831746,0.16825399
25136-55-4,0.3982005,0.6017995
1073-79-6,0.72470564,0.27529436
141-91-3,0.58295226,0.4170477
1593-77-7,0.47522646,0.52477354
10140-90-6,0.3096838,0.6903162
108-60-1,0.3164683,0.6835317
3048-76-8,0.50021327,0.4997867
57472-68-1,0.5572859,0.44271407
27138-31-4,0.73305297,0.26694703
13275-18-8,0.32344824,0.67655176
14663-72-0,0.20004272,0.7999573
849-55-8,0.56102,0.43898
579-56-6,0.7484363,0.25156373
7681-93-8,0.63024366,0.36975637
84985-34-2,0.3239022,0.6760978
513-85-9,0.49368995,0.50631005
98532-74-2,0.061530113,0.9384699
98519-01-8,0.0771867,0.9228133
6280-75-7,0.27760035,0.72239965
93-96-9,0.40812963,0.59187037
4351-70-6,0.11766791,0.8823321
23477-98-7,0.87865007,0.12134993
62563-80-8,0.6591875,0.3408125
4433-36-7,0.9059149,0.094085075
21145-77-7,0.78418446,0.21581557
72869-86-4,0.74111706,0.25888294
70172-00-8,0.5265871,0.47341287
71-58-9,0.8516885,0.14831148
33564-31-7,0.93009543,0.06990458
359-83-1,0.39477974,0.60522026
123298-28-2,0.30845726,0.69154274
51155-15-8,0.6650673,0.3349327
57646-30-7,0.12847751,0.8715225
7492-67-3,0.9232765,0.076723516
105-85-1,0.9116325,0.08836751
139-70-8,0.8695272,0.13047276
8000-29-1,0.870271,0.12972896
51566-62-2,0.7386646,0.26133537
502-47-6,0.83758795,0.16241202
16409-43-1,0.8092546,0.19074543
2436-90-0,0.81415623,0.18584377
36798-79-5,0.32602465,0.67397535
111479-05-1,0.40234828,0.5976517
141-11-7,0.77576834,0.22423166
5370-01-4,0.24902707,0.7509729
143692-53-9,0.41370153,0.58629847
40766-31-2,0.48681712,0.5131829
161599-46-8,0.7400013,0.2599987
95719-24-7,0.46449304,0.53550696
58430-94-7,0.79517466,0.20482533
77-54-3,0.27589184,0.72410816
5634-42-4,0.5937288,0.4062712
80449-58-7,0.7840931,0.21590693
53-36-1,0.8143077,0.18569228
2885-39-4,0.70220697,0.29779306
34681-10-2,0.11005604,0.88994396
1477-79-8,0.27400178,0.7259982
62-51-1,0.6574069,0.3425931
108-65-6,0.6896069,0.3103931
23541-50-6,0.22297215,0.77702785
63170-60-5,0.1537798,0.8462202
64544-07-6,0.6081558,0.3918442
10486-14-3,0.7555866,0.24441335
7764-50-3,0.5547377,0.44526228
27813-02-1,0.74126685,0.25873312
3644-61-9,0.3932811,0.6067189
66309-83-9,0.43277186,0.56722814
22683-78-9,0.20828396,0.79171604
60789-89-1,0.51540416,0.48459584
5726-19-2,0.6016115,0.39838848
10402-52-5,0.66934323,0.33065677
40552-84-9,0.54689825,0.45310175
74258-86-9,0.49911028,0.5008897
143692-40-4,0.25435418,0.7456458
1331-12-0,0.7364862,0.2635138
2114-33-2,0.5519588,0.4480412
72619-44-4,0.28017592,0.7198241
13740-38-0,0.58269817,0.41730183
17560-51-9,0.8944895,0.105510466
68683-30-7,0.3604802,0.6395198
57852-57-0,0.3634892,0.6365108
39472-31-6,0.22442484,0.77557516
207574-76-3,0.29625374,0.70374626
4390-04-9,0.65898883,0.34101114
6731-36-8,0.8309258,0.16907415
13475-82-6,0.6303805,0.36961952
58327-15-4,0.79736763,0.20263235
1392325-86-8,0.4682508,0.5317492
365411-50-3,0.53479636,0.46520364
33704-61-9,0.71762943,0.28237057
34396-03-7,0.7443255,0.25567445
91-51-0,0.92595035,0.074049644
3452-97-9,0.7598179,0.24018209
3302-10-1,0.6958834,0.30411664
71500-37-3,0.35772103,0.64227897
18379-25-4,0.47361308,0.5263869
80-54-6,0.77749765,0.22250234
12002-53-8,0.59026146,0.40973857
140-57-8,0.60170317,0.39829686
57018-52-7,0.70173115,0.29826885
60560-33-0,0.4126119,0.5873881
32222-06-3,0.21409845,0.78590155
55721-11-4,0.16542256,0.83457744
29597-36-2,0.6164689,0.38353106
93503-00-5,0.07856995,0.92143005
1845-38-1,0.6217339,0.37826613
58327-09-6,0.8211447,0.17885531
17564-84-0,0.78017247,0.21982753
58327-10-9,0.843272,0.15672804
17564-81-7,0.641541,0.35845897
58327-07-4,0.80804044,0.19195956
456-59-7,0.82299864,0.17700136
118-56-9,0.82904726,0.17095272
53445-37-7,0.6566524,0.3433476
107-74-4,0.80681,0.19319001
107-75-5,0.7685578,0.23144221
18479-58-8,0.6550646,0.34493545
21564-62-5,0.40739536,0.59260464
21564-60-3,0.2803731,0.7196269
107-41-5,0.69696915,0.30303085
10141-15-8,0.7137064,0.2862936
498-81-7,0.64072776,0.35927227
28231-03-0,0.73906904,0.26093096
32568-89-1,0.27836102,0.721639
3407-42-9,0.52224106,0.47775894
5585-52-4,0.3347929,0.6652071
103079-06-7,0.7225202,0.27747983
5076-19-7,0.3864156,0.6135844
14605-22-2,0.8095069,0.1904931
89232-83-7,0.8189844,0.18101561
83-43-2,0.8423903,0.15760969
50-02-2,0.8908695,0.10913053
466-11-5,0.8945055,0.105494514
302-95-4,0.54717016,0.45282987
1403-66-3,0.8361449,0.16385506
26419-73-8,0.09862381,0.9013762
1215-83-4,0.17899317,0.82100683
523-86-4,0.52501,0.47499004
6970-59-8,0.5730152,0.4269848
83805-11-2,0.104282856,0.89571714
6754-13-8,0.571236,0.428764
56390-16-0,0.24338895,0.75661105
551-36-0,0.40790373,0.59209627
2275-23-2,0.11481321,0.8851868
5588-10-3,0.31176484,0.68823516
955-48-6,0.6080463,0.39195374
101-40-6,0.45883143,0.5411686
300-42-5,0.29187226,0.70812774
1199-85-5,0.21721727,0.78278273
6988-20-1,0.068573594,0.9314264
926-93-2,0.11706561,0.8829344
894079-42-6,0.3124557,0.6875443
11011-72-6,0.88459736,0.11540263
57-92-1,0.83368844,0.16631158
66637-32-9,0.055678964,0.94432104
106358-90-1,0.072696626,0.9273034
59375-71-2,0.041645646,0.95835435
59375-66-5,0.04444188,0.9555581
22791-22-6,0.040926516,0.9590735
54266-57-8,0.082105756,0.91789424
1563-67-3,0.37265283,0.6273472
54266-46-5,0.37890983,0.6210902
67151-63-7,0.36020452,0.6397955
97-84-7,0.1719408,0.8280592
13115-40-7,0.18732566,0.81267434
5585-67-1,0.13047993,0.86952007
1174627-68-9,0.27001965,0.72998035
5585-73-9,0.051796675,0.9482033
521-78-8,0.08030945,0.91969055
84-96-8,0.05286491,0.9471351
70133-85-6,0.099974096,0.9000259
108-16-7,0.21635139,0.7836486
5636-83-9,0.29593652,0.7040635
1225-60-1,0.08049059,0.9195094
22212-93-7,0.1078431,0.8921569
564-25-0,0.5985077,0.4014923
23915-73-3,0.11102313,0.8889769
2449-49-2,0.11449373,0.8855063
20170-20-1,0.2745422,0.7254578
1892-80-4,0.15572709,0.8442729
603-00-9,0.37877452,0.6212255
66637-35-2,0.1510697,0.8489303
801-52-5,0.69569767,0.30430233
61738-05-4,0.1614644,0.8385356
34769-67-0,0.53474164,0.46525836
2079-54-1,0.15054679,0.8494532
56393-22-7,0.1444841,0.8555159
64399-29-7,0.48089683,0.51910317
67055-59-8,0.22560787,0.7743921
7635-51-0,0.2050286,0.7949714
3766-60-7,0.37022018,0.6297798
68690-89-1,0.15960985,0.84039015
74859-39-5,0.71456766,0.2854323
74859-37-3,0.77625465,0.22374538
123172-57-6,0.9587401,0.041259885
123172-63-4,0.96455765,0.035442334
123172-50-9,0.9037476,0.09625239
123172-52-1,0.92944133,0.07055869
123172-54-3,0.8382589,0.16174106
25724-11-2,0.59291065,0.40708932
32358-07-9,0.10388899,0.896111
126-07-8,0.3516025,0.6483975
10143-67-6,0.53250307,0.46749693
74149-72-7,0.6396525,0.36034748
2801-68-5,0.30016935,0.69983065
90-87-9,0.32692987,0.67307013
33419-42-0,0.30785376,0.69214624
67329-03-7,0.13585824,0.86414176
106065-10-5,0.9152077,0.08479232
74150-27-9,0.5521522,0.44784778
10024-70-1,0.6673387,0.3326613
1589-47-5,0.7213142,0.27868584
60676-84-8,0.22395092,0.7760491
18910-65-1,0.4632693,0.5367307
73573-87-2,0.21229178,0.7877082
6142-38-7,0.57121146,0.42878854
16777-42-7,0.20648229,0.7935177
115960-14-0,0.3414644,0.6585356
22204-53-1,0.32792264,0.67207736
97699-81-5,0.23944777,0.7605522
110599-10-5,0.41402864,0.58597136
110599-11-6,0.3979839,0.6020161
38835-17-5,0.40703654,0.59296346
108912-17-0,0.42068052,0.5793195
52756-25-9,0.4617206,0.5382794
547-64-8,0.59697086,0.40302914
51338-27-3,0.504578,0.49542198
69806-40-2,0.46765292,0.5323471
82697-75-4,0.48482245,0.51517755
82697-74-3,0.44874287,0.55125713
13749-94-5,0.34229702,0.657703
34885-03-5,0.69402254,0.3059775
55066-48-3,0.69716334,0.3028367
589-92-4,0.53477454,0.46522543
15520-10-2,0.23135072,0.7686493
1141487-54-8,0.68577147,0.3142285
6280-15-5,0.6231209,0.3768791
2470-73-7,0.2112971,0.7887029
19142-68-8,0.22839153,0.7716085
2163-42-0,0.6353244,0.36467558
9046-10-0,0.41618544,0.58381456
1982-49-6,0.6444794,0.3555206
118562-73-5,0.6537403,0.34625974
77287-90-2,0.2811365,0.7188635
31291-71-1,0.19970548,0.8002945
18069-17-5,0.6235825,0.37641755
16251-77-7,0.51769483,0.48230514
1123-85-9,0.4273429,0.5726571
116287-13-9,0.19249439,0.8075056
112344-52-2,0.5197704,0.4802296
37795-71-4,0.16494286,0.83505714
62571-86-2,0.47542912,0.5245709
13330-31-9,0.36150473,0.63849527
79547-78-7,0.6812712,0.3187288
357-56-2,0.29540664,0.70459336
590-88-5,0.29949683,0.7005032
78-90-0,0.28965288,0.7103471
10171-78-5,0.6024857,0.39751428
29670-17-5,0.1901198,0.8098802
52663-81-7,0.5941624,0.4058376
1266664-66-7,0.18625998,0.81374
59182-63-7,0.308294,0.691706
5586-87-8,0.3266315,0.6733685
49561-54-8,0.11656839,0.8834316
30007-14-8,0.38446277,0.6155372
1944-12-3,0.5736016,0.42639843
136-69-6,0.6473224,0.35267758
10138-74-6,0.72719204,0.272808
109-07-9,0.3578735,0.6421265
141543-65-9,0.35415184,0.64584816
17590-01-1,0.16641241,0.8335876
1129-42-6,0.7173166,0.28268334
75-55-8,0.4819001,0.5180999
94-91-7,0.40824908,0.5917509
114460-08-1,0.26062512,0.7393749
537-61-1,0.3775124,0.6224876
3478-94-2,0.42746007,0.5725399
59-96-1,0.2692876,0.7307124
23256-30-6,0.12995052,0.8700495
74277-10-4,0.3948272,0.6051728
98730-04-2,0.19202161,0.8079784
2425-66-3,0.14110345,0.85889655
928-40-5,0.7620656,0.23793441
107-89-1,0.60283387,0.39716613
57-55-6,0.69920266,0.30079737
4189-47-3,0.57573104,0.42426893
770-35-4,0.5096743,0.49032566
999-61-1,0.5671732,0.43282682
127-00-4,0.22259027,0.77740973
96-47-9,0.41952395,0.58047605
17924-92-4,0.5045691,0.4954309
26735-66-0,0.535717,0.46428302
29053-27-8,0.25337785,0.74662215
2568-25-4,0.5526326,0.44736743
4353-02-0,0.277363,0.722637
709-90-0,0.52543396,0.47456604
159264-96-7,0.59551156,0.40448844
303-47-9,0.80532485,0.19467513
95737-68-1,0.4422986,0.5577014
19224-26-1,0.78490764,0.21509238
24143-17-7,0.48703712,0.5129629
119446-68-3,0.16363508,0.8363649
98519-24-5,0.042687356,0.95731264
6423-43-4,0.33153963,0.66846037
75-56-9,0.47540373,0.5245963
1072-43-1,0.4661681,0.5338319
78-89-7,0.49502343,0.5049766
78-87-5,0.20798582,0.7920142
16529-56-9,0.26669806,0.73330194
93-53-8,0.38437206,0.61562794
64037-53-2,0.33077264,0.66922736
42872-30-0,0.5701945,0.4298055
42872-29-7,0.2657374,0.7342626
21267-72-1,0.08977562,0.9102244
3626-56-0,0.33207828,0.6679217
78-97-7,0.26445,0.73555
1967-16-4,0.48070532,0.5192947
74068-00-1,0.37882495,0.62117505
14838-15-4,0.24636501,0.753635
50901-84-3,0.30566663,0.6943334
78587-05-0,0.5814266,0.4185734
117-27-1,0.1994794,0.8005206
1193-81-3,0.65317047,0.34682953
69056-38-8,0.51051843,0.48948157
65489-05-6,0.15580565,0.84419435
78168-92-0,0.29566616,0.70433384
19408-46-9,0.68223315,0.31776685
56180-94-0,0.85942143,0.14057858
61276-16-2,0.7738225,0.22617753
3094-09-5,0.7500179,0.24998212
70886-61-2,0.37284982,0.6271502
26016-98-8,0.7184639,0.28153607
598-77-6,0.3455835,0.6544165
55418-56-9,0.31066257,0.68933743
47073-92-7,0.3909434,0.6090566
95719-25-8,0.27597237,0.72402763
67358-82-1,0.48878253,0.5112175
80382-23-6,0.45411116,0.54588884
5005-84-5,0.29487616,0.70512384
55843-86-2,0.30063087,0.69936913
40828-46-4,0.33002084,0.66997916
81265-54-5,0.40342104,0.59657896
56355-17-0,0.34700382,0.6529962
52549-17-4,0.22132897,0.778671
34691-31-1,0.28945,0.71055
56427-43-1,0.11007637,0.88992363
30087-33-3,0.27735406,0.72264594
53716-49-7,0.23195148,0.7680485
66934-18-7,0.24677461,0.7532254
51234-28-7,0.3819554,0.6180446
55690-47-6,0.11922985,0.88077015
55689-71-9,0.21226877,0.78773123
5104-49-4,0.25203204,0.74796796
31793-07-4,0.20056677,0.79943323
41363-50-2,0.7444668,0.25553325
72619-41-1,0.24333668,0.7566633
158836-71-6,0.229931,0.770069
67700-30-5,0.16989553,0.8301045
188416-20-8,0.14026701,0.859733
1331-41-5,0.2309094,0.7690906
2126-84-3,0.16756028,0.8324397
7654-03-7,0.41498423,0.5850158
33368-94-4,0.2957595,0.7042405
119-51-7,0.61271954,0.38728046
55294-15-0,0.12198371,0.8780163
98-85-1,0.4599529,0.5400471
42818-60-0,0.26841527,0.7315847
54335-70-5,0.07959479,0.9204052
877399-00-3,0.29604924,0.70395076
123172-49-6,0.82479984,0.17520016
52570-16-8,0.6355758,0.3644242
87757-18-4,0.26819175,0.73180825
26129-32-8,0.58934045,0.41065952
40843-25-2,0.4838918,0.5161082
69806-34-4,0.4979127,0.5020873
101-10-0,0.4691043,0.5308957
105512-06-9,0.5736958,0.42630422
1953-02-2,0.5314213,0.46857867
72324-18-6,0.48863322,0.5113668
94149-41-4,0.54735446,0.45264554
72322-15-7,0.363818,0.636182
598-78-7,0.3774739,0.6225261
1501-84-4,0.28672993,0.71327007
76-00-6,0.3613065,0.6386935
66941-48-8,0.11368716,0.88631284
20602-57-7,0.22774619,0.7722538
35782-82-2,0.15084672,0.8491533
20866-13-1,0.66934156,0.3306584
14689-97-5,0.2355184,0.7644816
2592-62-3,0.5027923,0.4972077
497-26-7,0.45727652,0.5427235
107220-28-0,0.3806209,0.6193791
75-34-3,0.337622,0.662378
303-97-9,0.8687829,0.1312171
158792-23-5,0.85672057,0.14327945
50765-82-7,0.074091256,0.92590874
50765-97-4,0.15018868,0.8498113
139189-30-3,0.40783578,0.5921642
126-14-7,0.8963,0.1037
51-77-4,0.8745326,0.12546745
40601-76-1,0.62080884,0.3791912
7235-40-7,0.75796485,0.24203518
50765-81-6,0.04075247,0.9592475
50765-96-3,0.17840648,0.8215935
162881-26-7,0.52955663,0.4704434
116-75-6,0.87158716,0.12841281
22094-93-5,0.9214997,0.078500286
4957-16-8,0.48179507,0.5182049
121-06-2,0.23294657,0.7670534
5280-80-8,0.94122976,0.05877024
4474-24-2,0.9146558,0.0853442
465-42-9,0.8186168,0.18138318
85801-02-1,0.29151195,0.70848805
23960-07-8,0.8586717,0.14132826
70-38-2,0.51845884,0.48154113
50765-77-0,0.08215016,0.91784984
50765-94-1,0.18345225,0.81654775
59263-66-0,0.110265434,0.88973457
33089-61-1,0.10731691,0.8926831
90268-24-9,0.8931059,0.10689409
49575-13-5,0.552366,0.44763398
42012-90-8,0.15793389,0.8420661
50765-93-0,0.08877927,0.9112207
64506-49-6,0.87214494,0.12785505
627-70-3,0.53661186,0.46338814
4602-84-0,0.90530443,0.09469558
64218-02-6,0.9247949,0.07520512
495-62-5,0.7672041,0.2327959
105-87-3,0.8716017,0.12839833
24304-50-5,0.7312837,0.26871628
4948-15-6,0.6221839,0.37781608
94238-00-3,0.8041065,0.19589353
3772-23-4,0.67962027,0.3203797
26567-10-2,0.55195236,0.44804764
6358-37-8,0.88357186,0.11642811
95-93-2,0.39646786,0.60353214
527-53-7,0.53934705,0.46065295
68259-05-2,0.9031619,0.096838124
79665-24-0,0.95415,0.04584998
5384-21-4,0.5075369,0.4924631
21697-42-7,0.6310989,0.36890107
89269-64-7,0.52036643,0.47963357
89427-45-2,0.046000183,0.9539998
73840-50-3,0.71193385,0.28806615
1124-11-4,0.39302486,0.60697514
10543-57-4,0.37543833,0.62456167
68922-23-6,0.63147473,0.36852527
1709-70-2,0.6285837,0.37141627
161050-58-4,0.4662397,0.5337603
283594-90-1,0.65446293,0.3455371
40580-62-9,0.82243925,0.17756076
145-39-1,0.5516395,0.4483605
81-14-1,0.68728054,0.31271946
121-21-1,0.46545398,0.534546
23031-36-9,0.33261335,0.66738665
97-11-0,0.6248116,0.3751884
27223-49-0,0.75875175,0.24124822
477-33-8,0.25273716,0.74726284
7212-44-4,0.8434808,0.15651919
29171-21-9,0.7993205,0.20067948
97322-87-7,0.54217684,0.4578232
82508-32-5,0.7812949,0.21870512
58652-20-3,0.95559907,0.044400923
2655-15-4,0.10855615,0.89144385
2686-99-9,0.09738314,0.90261686
3971-89-9,0.08799684,0.91200316
98124-08-4,0.12639213,0.8736079
86780-90-7,0.44164675,0.55835325
3618-72-2,0.48009133,0.51990867
18794-84-8,0.8679074,0.1320926
65405-73-4,0.7517178,0.24828222
105-86-2,0.9074429,0.09255706
102-22-7,0.85851735,0.14148267
94-48-4,0.81501067,0.1849893
5585-39-7,0.6517092,0.34829083
459-80-3,0.90421706,0.09578296
1786-08-9,0.44229084,0.55770916
110-93-0,0.830394,0.16960594
586-62-9,0.4504817,0.5495183
68555-58-8,0.6800811,0.31991887
137927-76-5,0.2093665,0.7906335
1191-16-8,0.7913498,0.20865017
13884-43-0,0.6657795,0.3342205
41131-65-1,0.504117,0.49588296
97-36-9,0.7608302,0.23916978
78-32-0,0.41628522,0.5837148
95-63-6,0.37771875,0.62228125
669005-94-1,0.73986906,0.26013094
487-68-3,0.59893876,0.40106124
75980-60-8,0.6187111,0.38128892
938-18-1,0.59199214,0.40800786
88-05-1,0.3141011,0.6858989
108-75-8,0.48326153,0.5167385
90992-25-9,0.8527307,0.14726931
25586-42-9,0.4318866,0.5681134
78-30-8,0.4440627,0.5559373
101708-05-8,0.73773897,0.262261
53780-34-0,0.44268453,0.55731547
27945-43-3,0.3905561,0.6094439
700-13-0,0.5977875,0.40221253
14667-55-1,0.5031277,0.49687234
28730-17-8,0.7048379,0.29516205
73622-67-0,0.68111014,0.3188899
18869-73-3,0.41701722,0.5829828
2169-64-4,0.7571418,0.2428582
80693-00-1,0.8002044,0.19979563
96-69-5,0.5108485,0.4891515
36443-68-2,0.7961701,0.20382985
96-66-2,0.6182661,0.38173386
7756-94-7,0.4907313,0.5092687
68411-46-1,0.43756193,0.5624381
41208-07-5,0.30633473,0.69366527
30392-41-7,0.29549873,0.7045013
1879-09-0,0.666818,0.33318195
1445-23-4,0.5842589,0.4157411
1218-35-5,0.21441889,0.7855811
59708-57-5,0.31077027,0.6892297
81-15-2,0.397664,0.602336
2487-01-6,0.56391376,0.43608624
2205-73-4,0.49088818,0.5091118
79006-76-1,0.12671953,0.87328047
96515-74-1,0.43282527,0.56717473
50588-13-1,0.613028,0.386972
50700-72-6,0.61171424,0.38828576
34388-29-9,0.46718192,0.5328181
121-29-9,0.31912518,0.6808748
6090-15-9,0.84422463,0.15577535
26002-80-2,0.5213747,0.4786253
70-43-9,0.36164796,0.63835204
23031-38-1,0.594079,0.40592095
72963-72-5,0.65510255,0.34489745
14297-81-5,0.3066436,0.6933564
30764-80-8,0.808358,0.191642
124416-41-7,0.116782546,0.88321745
14901-07-6,0.79477245,0.20522757
25812-30-0,0.82462466,0.17537534
80-26-2,0.8236587,0.17634131
41414-75-9,0.83369064,0.16630933
60763-44-2,0.8509281,0.14907189
78-70-6,0.768796,0.23120399
7143-69-3,0.8302347,0.16976528
126-64-7,0.7037573,0.29624274
315-18-4,0.05134982,0.9486502
149961-52-4,0.588352,0.41164798
2032-65-7,0.039638817,0.9603612
2635-10-1,0.06940198,0.930598
2179-25-1,0.114519656,0.88548034
2655-14-3,0.10618287,0.8938171
137521-49-4,0.7348299,0.2651701
137521-48-3,0.6912686,0.30873138
2425-10-7,0.08466619,0.9153338
671-04-5,0.10388535,0.89611465
66871-56-5,0.2809015,0.7190985
6392-46-7,0.059420526,0.9405795
79006-73-8,0.054765522,0.9452345
79006-83-0,0.07599777,0.92400223
87767-36-0,0.06311166,0.93688834
23103-98-2,0.19780827,0.80219173
548-84-5,0.34194386,0.65805614
38035-28-8,0.124706686,0.8752933
59669-26-0,0.07565272,0.9243473
68789-90-2,0.115587234,0.88441277
50765-71-4,0.02479589,0.9752041
50765-87-2,0.097525895,0.9024741
100751-82-4,0.11823732,0.8817627
88296-62-2,0.18173939,0.8182606
68789-93-5,0.2840271,0.7159729
123252-99-3,0.368572,0.631428
123252-97-1,0.2719537,0.7280463
96-88-8,0.14832532,0.8516747
50528-97-7,0.26728868,0.7327113
61676-87-7,0.46965677,0.53034323
58011-68-0,0.8640119,0.1359881
25505-97-9,0.36059684,0.63940316
24303-87-5,0.06298095,0.93701905
220899-03-6,0.6329447,0.36705527
68516-73-4,0.9350271,0.064972855
55-37-8,0.04676056,0.95323944
64011-88-7,0.22270817,0.77729183
18694-40-1,0.24682093,0.7531791
73590-58-6,0.28373957,0.71626043
21829-25-4,0.46962816,0.53037184
71653-63-9,0.39376634,0.60623366
88046-00-8,0.66084385,0.33915615
484-12-8,0.4268368,0.5731632
50563-36-5,0.3325969,0.6674031
77732-09-3,0.3629794,0.6370206
24280-93-1,0.74215573,0.25784427
72705-22-7,0.87606466,0.12393534
