CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
33236-06-5,CCOC(C1=NCC(C)(C)CN1)c1ccccc1Cl,0.04296613701202925,,1.0,2.0,4.0
98532-80-0,CCCC1OC(Cn2cncn2)(c2cc3ccccc3o2)OCC1(C)C,,,1.0,3.0,4.0
7287-36-7,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,1.035221977977624,,0.0,3.0,5.0
532-34-3,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,1.5146009041670843,,0.0,4.0,5.0
92448-79-8,CCC(C)(C)C1CCC(C2C(=O)C(=O)c3ccccc3C2=O)CC1,0.787449041069064,,0.0,3.0,5.0
16587-71-6,CCC(C)(C)C1CCC(=O)CC1,1.446065354590759,,0.0,3.0,5.0
59897-92-6,CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,1.0634154533057392,,0.0,3.0,5.0
2049-95-8,CCC(C)(C)c1ccccc1,,,0.0,3.0,5.0
80-46-6,CCC(C)(C)c1ccc(O)cc1,1.046950999743677,,1.0,3.0,4.0
68505-69-1,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,0.8989223459957426,,0.0,3.0,5.0
67785-77-7,CCC(=O)OC(C)(C)Cc1ccccc1,,,0.0,4.0,5.0
1113-10-6,CCC(C)(C)N/C(N)=N/C#N,0.288989004226208,,1.0,2.0,4.0
60559-98-0,CCC(C)(C)/N=C(\NC#N)Nc1cccnc1,-1.2180532299285098,,1.0,1.0,2.0
63956-90-1,CCC(C)(C)OC(=O)Nc1ccco1,-0.01622818155702315,,1.0,2.0,3.0
52963-60-7,CCOC(C1=NCC(C)(C)N1)c1ccccc1,0.3414704916114489,,1.0,3.0,4.0
52963-61-8,CCOC(C1=NCC(C)(C)N1)c1ccc(Cl)c(Cl)c1,-0.43748679365147525,,1.0,2.0,3.0
116337-72-5,CCCC(=O)c1ccc2c(c1)OC(C)(C)C(=O)N2,,,0.0,3.0,5.0
21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-0.20828621325215183,,1.0,2.0,3.0
1192-22-9,CCC1OC1(C)C,1.543369392498359,,0.0,3.0,5.0
1245-44-9,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.1210483449744117,,0.0,4.0,5.0
59703-84-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,,,0.0,4.0,5.0
2901-13-5,CCOC(=O)C(C)(C)c1ccccc1,,,0.0,3.0,5.0
36576-44-0,CCNc1nc(=O)nc(NC(C)(C)C(=O)O)[nH]1,0.5146078810129401,,1.0,3.0,4.0
108957-94-4,CCOC(=O)C(C)(C)Oc1ccc2c(c1)C=C(n1ccnc1)CC2,,,0.0,3.0,5.0
600-00-0,CCOC(=O)C(C)(C)Br,,,0.0,3.0,5.0
315-37-7,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,,1.0,3.0,4.0
13609-67-1,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,,0.0,3.0,5.0
51333-22-3,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,,,0.0,3.0,5.0
57-85-2,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.46281707706018055,,1.0,3.0,4.0
121652-76-4,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,-1.1560420856282965,,1.0,1.0,2.0
13764-49-3,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,-0.7570816673878493,,1.0,2.0,3.0
59122-46-2,CCCC[C@](C)(O)CC=C[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(=O)OC,-0.6741929699430491,,1.0,2.0,3.0
57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,0.5608602804069174,,1.0,3.0,4.0
98519-33-6,CCCC1(C)COC(Cn2cncn2)(c2cc3ccccc3o2)OC1,,,1.0,3.0,4.0
7011-83-8,CCCCCCC1(C)CCC(=O)O1,,,0.0,4.0,5.0
24089-00-7,C=C[C@@](C)(O)CCCCC,1.1022446550172593,,1.0,3.0,4.0
70851-61-5,CCC=CCC[C@]1(C)CCC(=O)O1,,,0.0,4.0,5.0
71548-68-0,CCCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1cccnc1,1.3726956045223406,,0.0,4.0,5.0
10415-87-9,CCC(C)(O)CCc1ccccc1,1.2187315708582827,,0.0,3.0,5.0
918-85-4,C=C[C@@](C)(O)CC,0.8443993881623402,,1.0,3.0,4.0
4475-95-0,CCC(C)(N)C#N,-0.12265415937882036,,1.0,2.0,3.0
33765-68-3,CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O,1.6022997177136629,,0.0,4.0,5.0
15336-82-0,CCC1(C)C(=O)N(CC2CO2)C(=O)N1CC1CO1,-0.007382441593653263,,1.0,2.0,3.0
1565-75-9,CCC(C)(O)c1ccccc1,0.9693973869873416,,1.0,3.0,4.0
6413-10-1,CCOC(=O)CC1(C)OCCO1,,,0.0,4.0,5.0
77-83-8,CCOC(=O)C1OC1(C)c1ccccc1,1.423612320556895,,0.0,4.0,5.0
21715-46-8,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,0.6978293092060661,,1.0,3.0,4.0
72391-46-9,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,,,0.0,3.0,5.0
30043-49-3,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,1.2769071125957654,,0.0,4.0,5.0
97780-06-8,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,,,0.0,4.0,5.0
110-68-9,CCCCNC,0.6829021734908871,,1.0,2.0,4.0
123172-48-5,CCCC(=O)c1ccc(NC)c(O)c1,,,0.0,3.0,5.0
106358-91-2,CC[C@@H]1OCCSC1=NOC(=O)NC,-1.0602563648979575,,1.0,1.0,2.0
54266-79-4,CC[C@H]1OCSC1=NOC(=O)NC,-0.9299529497764151,,1.0,1.0,2.0
54266-78-3,CC[C@@H]1OCC(=NOC(=O)NC)S1,-0.5320129411043775,,1.0,2.0,3.0
150824-47-8,CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,0.7647602167666897,,1.0,3.0,4.0
29973-13-5,CCSCc1ccccc1OC(=O)NC,-0.051756254494765196,,1.0,2.0,3.0
53380-22-6,CCS(=O)Cc1ccccc1OC(=O)NC,-0.20648766005244454,,1.0,2.0,3.0
53380-23-7,CCS(=O)(=O)Cc1ccccc1OC(=O)NC,0.2936921642198668,,1.0,3.0,4.0
64057-54-1,CCOC(C(=O)N(C)CCN(C)C)(c1ccccc1)c1ccccc1,0.21997342382448537,,1.0,3.0,4.0
2185-86-6,CCNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)c2ccccc12,0.35634585103351757,,1.0,3.0,4.0
34140-59-5,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,,,0.0,4.0,5.0
112-69-6,CCCCCCCCCCCCCCCCN(C)C,,,0.0,3.0,5.0
112-75-4,CCCCCCCCCCCCCCN(C)C,0.737723339086877,,1.0,3.0,4.0
1920-05-4,CCCCCCCCCCCCN(C)C,0.5738772562150337,,1.0,3.0,4.0
1120-24-7,CCCCCCCCCCN(C)C,,,0.0,3.0,5.0
7378-99-6,CCCCCCCCN(C)C,0.012783530996893685,,1.0,2.0,3.0
7651-02-7,CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,,,0.0,3.0,5.0
149968-48-9,CCCCCCCCC=CCCCCCCCCCCCC(=O)NCCCN(C)C,,,0.0,3.0,5.0
927-62-8,CCCCN(C)C,0.259667351676889,,1.0,2.0,3.0
20954-12-5,CCCCOC(=O)c1ccc(-n2nc(OCCN(C)C)c3ccccc32)cc1,,,1.0,3.0,4.0
486-17-9,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,1.023959082720619,,0.0,3.0,5.0
926-63-6,CCCN(C)C,0.7586228874290054,,1.0,2.0,4.0
25606-41-1,CCCOC(=O)NCCCN(C)C,1.026463659272306,,0.0,3.0,5.0
54965-24-1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.5055600874927074,,1.0,3.0,4.0
82413-20-5,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,,,0.0,3.0,5.0
3568-24-9,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0.16686309189535184,,1.0,2.0,4.0
598-56-1,CCN(C)C,0.9096374268715779,,1.0,3.0,4.0
64049-26-9,CCN(CCN(C)C)c1ccccc1,0.7767050057966675,,1.0,3.0,4.0
5135-83-1,CCn1cc(C(O)CN(C)C)c2ccccc21,-0.46300969749454374,,1.0,2.0,3.0
52207-87-1,CCOc1cc(NCCCN(C)C)c(=O)n(-c2ccccc2)n1,,,0.0,3.0,5.0
19622-19-6,CCSC(=O)NCCCN(C)C,0.8344771789989313,,1.0,3.0,4.0
14433-76-2,CCCCCCCCCC(=O)N(C)C,,,0.0,3.0,5.0
1118-92-9,CCCCCCCC(=O)N(C)C,1.067530292140329,,0.0,3.0,5.0
20684-06-4,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,0.47053539357347063,,1.0,3.0,4.0
64951-32-2,CCOC(=O)N(C)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,0.21371869428235352,,1.0,3.0,4.0
64973-73-5,CCOC(=O)N(C)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1,,,1.0,3.0,4.0
93697-74-6,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,0.0,4.0,5.0
113702-03-7,CCCCn1cc2c3c(cccc31)C1(OC)CC(COC(=O)c3cncc(Br)c3)CN(C)C1C2,,,1.0,3.0,4.0
653-03-2,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.00359116397918332,,1.0,2.0,4.0
2324-94-9,CCCC1(c2cccc(O)c2)CCN(C)C1,0.02251790147839034,,1.0,2.0,3.0
113702-01-5,CCCCn1cc2c3c(cccc31)C1=CC(CO)CN(C)C1C2,,,1.0,3.0,4.0
137-20-2,CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,0.6244665594340225,,1.0,3.0,4.0
110-25-8,CCCCCCCCC=CCCCCCCCC(=O)N(C)CC(=O)O,,,0.0,4.0,5.0
20686-45-7,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.1809257072862468,,1.0,3.0,4.0
5965-49-1,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,-0.06085238480196364,,1.0,2.0,3.0
555-37-3,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.6017773970631737,,1.0,3.0,4.0
59263-76-2,CCC1(c2cccc(O)c2)CCCCN(C)C1,0.7323534343504456,,1.0,3.0,4.0
7068-83-9,CCCCN(C)N=O,0.04887179416416019,,1.0,2.0,3.0
67557-56-6,CCCC(=O)OCN(C)N=O,0.6985006771117921,,1.0,3.0,4.0
70458-95-6,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.8750226129027318,,0.0,3.0,5.0
96480-44-3,CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,-0.20795196201429017,,1.0,2.0,3.0
40374-16-1,CCCC(=O)N(C)C(=O)Oc1cccc2c1OCO2,,,1.0,3.0,4.0
93503-03-8,CCCC(=O)N(C)C(=O)ON=C1CSCCS1,0.8597357620659168,,0.0,3.0,5.0
52053-74-4,CCN(C)c1cc(=O)c2c(ccc3ccccc32)o1,,,1.0,3.0,4.0
123253-05-4,CCCCCCCCCCCCCCCC(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccsc21,,,1.0,1.0,2.0
10595-95-6,CCN(C)N=O,0.009217308196862136,,1.0,2.0,3.0
50-12-4,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.5904527341335974,,1.0,3.0,4.0
16055-33-7,CC[n+]1c(/C=C2\Sc3ccccc3N2C)ccc2ccccc21,0.8458410473644296,,0.0,3.0,5.0
88124-27-0,CCOC1c2ccccc2C(=O)N(C)c2ccccc21,1.175015542078954,,0.0,3.0,5.0
73-09-6,CCOC(=O)C=C1S[C@H](N2CCCCC2)C(=O)N1C,1.5568232883509288,,0.0,4.0,5.0
80085-38-7,CCN(CCCSc1nnnn1C)C(=O)C1CCCCC1,,,1.0,3.0,4.0
80085-45-6,CCN(CCCSc1nnnn1C)C(=O)C1CCCC1,,,1.0,3.0,4.0
62893-20-3,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,,,0.0,4.0,5.0
80464-16-0,CCN(C(=O)CCCSc1nnnn1C)C1CCCCC1O,,,1.0,3.0,4.0
80463-73-6,CCN(C(=O)CCCSc1nnnn1C)c1ccccc1,,,1.0,3.0,4.0
80464-10-4,CCN(C(=O)CCCSc1nnnn1C)c1ccccn1,,,1.0,3.0,4.0
38957-41-4,CCOc1c(N2CCOCC2)cnn(C)c1=O,0.8998562760511712,,1.0,3.0,4.0
129630-19-9,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,,,0.0,4.0,5.0
615-53-2,CCOC(=O)N(C)N=O,0.13430722721778865,,1.0,2.0,3.0
80086-97-1,CCSCCCSc1nnnn1C,,,1.0,3.0,4.0
83519-04-4,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)(O)OCC[N+](C)(C)C,-0.3185128789218719,,1.0,2.0,3.0
63982-03-6,CCCCCCCCCCCCCCCCC[N+](C)(C)C,1.0872336052899667,,0.0,3.0,5.0
1119-97-7,CCCCCCCCCCCCCC[N+](C)(C)C,1.1819806239036161,,0.0,3.0,5.0
58066-85-6,CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,-0.2203462487129637,,1.0,2.0,3.0
3001-63-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CCl,0.821007506377538,,0.0,3.0,5.0
41892-01-7,CCCCCCCCCCCC[N+](C)(C)CC(O)CCl,0.5423274590799274,,1.0,3.0,4.0
102-30-7,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1,0.2911113295069748,,1.0,3.0,4.0
683-10-3,CCCCCCCCCCCC[N+](C)(C)CC(=O)O,-0.5840332455958278,,1.0,2.0,3.0
100-95-8,CCCCCCCCCCCC/N=C(\O)C[N+](C)(C)Cc1ccccc1,-0.5582212155297906,,1.0,2.0,3.0
14007-49-9,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,0.6369468277147038,,1.0,3.0,4.0
3332-27-2,CCCCCCCCCCCCCC[N+](C)(C)[O-],,,,,
1643-20-5,CCCCCCCCCCCC[N+](C)(C)[O-],0.6663330692530874,,1.0,3.0,4.0
146764-26-3,CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+]1(C)CCCCC1,0.12178147419490615,,1.0,3.0,4.0
149-64-4,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.4601593935824109,,1.0,3.0,4.0
30286-75-0,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.8304953729501308,,0.0,3.0,5.0
84-36-6,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,,,0.0,3.0,5.0
316-42-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,-4.602646797042925,,1.0,1.0,1.0
69788-35-8,CCN(CCCCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2cc(OC)c(OC)cc2C1,0.05029870790758621,,1.0,3.0,4.0
69788-34-7,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2cc(OC)c(OC)cc2C1,0.5139524498236481,,1.0,3.0,4.0
16006-74-9,CCCCc1c(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n(-c2ccccc2)c1=O,0.7759272865562676,,0.0,3.0,5.0
69788-42-7,CCCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2cc(OC)ccc2C1,0.19084046459774914,,1.0,3.0,4.0
16415-12-6,CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,,,0.0,,5.0
31024-56-3,CCCCNCCC[Si](OC)(OC)OC,1.736250915276438,,0.0,4.0,5.0
1067-25-0,CCC[Si](OC)(OC)OC,1.497913779855487,,0.0,4.0,5.0
23239-21-6,CCOC1CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C(C(=O)OC)C1OC,-0.3741266265813967,,1.0,2.0,3.0
69788-33-6,CCN(CCCCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2cc(OC)ccc2C1,0.7800380017676899,,0.0,3.0,5.0
24536-75-2,CCOC(=O)CN1CCN(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)CC1,1.0284274763051597,,0.0,3.0,5.0
117666-86-1,CCOC(=S)C=Cc1cc(OC)c(OC)c(OC)c1,0.5513613504477474,,1.0,3.0,4.0
64037-00-9,CC[S+](C)CCSP(=O)(OC)OC,-1.3985175021027836,,1.0,1.0,2.0
7779-41-1,CCCCCCCCCC(OC)OC,,,0.0,4.0,5.0
13257-44-8,CCCCCCC#CC(OC)OC,,,0.0,4.0,5.0
91-87-2,CCCCCC(=Cc1ccccc1)C(OC)OC,,,0.0,4.0,5.0
18318-83-7,CCCC=CC(OC)OC,1.0714414985287462,,1.0,3.0,4.0
14817-09-5,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,0.6892616420358884,,1.0,3.0,4.0
25371-54-4,CCCCCCCCCCCCCCCCCCP(=O)(OC)OC,1.6281707800726066,,0.0,4.0,5.0
126-22-7,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,0.36556515901956765,,1.0,3.0,4.0
73321-74-1,CCCC(=O)OC(=C(Cl)Cl)P(=O)(OC)OC,0.5754211494992921,,1.0,3.0,4.0
69788-36-9,CCN(CCCCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2ccccc2C1,,,0.0,3.0,5.0
117666-84-9,CCOC(=S)C=Cc1ccc(OC)c(OC)c1,0.5892485823978993,,1.0,3.0,4.0
64951-26-4,CCOC(=O)NCC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,,,1.0,3.0,4.0
75274-23-6,CCOC(=O)C(=O)Nc1cc(OC)nc(OC)n1,,,1.0,3.0,4.0
141776-32-1,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,0.0,4.0,5.0
51356-12-8,CCc1ccc(=O)n(CSP(=S)(OC)OC)n1,-0.9917250798398823,,1.0,1.0,2.0
2088-72-4,CCOC(=O)CSP(=O)(OC)OC,0.2271336707907411,,1.0,2.0,4.0
5840-95-9,CCOC(=O)NCCSP(=S)(OC)OC,-0.4032413006781466,,1.0,2.0,3.0
2597-03-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,-0.6543962037091334,,1.0,2.0,3.0
919-86-8,CCSCCSP(=O)(OC)OC,-0.8851557109184154,,1.0,1.0,2.0
867-27-6,CCSCCOP(=S)(OC)OC,-0.48721570224637784,,1.0,2.0,3.0
640-15-3,CCSCCSP(=S)(OC)OC,-0.7895084412417264,,1.0,1.0,2.0
6389-81-7,CCSP(=O)(OC)OC,-1.091003912456356,,1.0,1.0,2.0
301-12-2,CCS(=O)CCSP(=O)(OC)OC,-0.710205541361668,,1.0,1.0,2.0
2703-37-9,CCS(=O)CCSP(=S)(OC)OC,-0.4188943115413464,,1.0,2.0,3.0
25476-48-6,CCS(=O)(=O)CCOP(=S)(OC)OC,0.28018992701091344,,1.0,2.0,4.0
90220-20-5,CCCCP(=O)(OC)SC,-0.5446046152658264,,1.0,2.0,3.0
90220-19-2,CCCP(=O)(OC)SC,-0.8278808187343987,,1.0,1.0,2.0
54473-52-8,CCCCCCCCCCCCCCCCCC(=O)NP(=O)(OC)SC,,,1.0,2.0,3.0
54473-51-7,CCCCCCCCCCCCCC(=O)NP(=O)(OC)SC,-0.5459166804464699,,1.0,2.0,3.0
54473-33-5,CCCCCCCCCCCC(=O)NP(=O)(OC)SC,-0.5097923855876966,,1.0,2.0,3.0
30560-26-0,CCCC(=O)NP(=O)(OC)SC,-0.22783119360573995,,1.0,2.0,3.0
30560-27-1,CCC(=O)NP(=O)(OC)SC,,,1.0,3.0,4.0
73937-08-3,CCOC(=O)CC(=O)NP(=O)(OC)SC,-0.3100251106154488,,1.0,2.0,3.0
52868-53-8,CCOC(=O)C(=O)NP(=O)(OC)SC,0.3174514197046757,,1.0,3.0,4.0
84044-17-7,CCP(=O)(OC)SC,-1.2689245970040057,,1.0,1.0,2.0
33267-37-7,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,-2.5413701582050443,,1.0,1.0,1.0
111-10-4,CCCCCCCCC=CCCCCCCCC(=O)OCCOC,1.5174272785313723,,0.0,4.0,5.0
168152-95-2,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(OCCOC)nc2ncnn12,,,1.0,2.0,4.0
64058-23-7,CCCN=C([C@@H](OC)c1ccccc1)N1CCCCCC1,-0.7196852689962563,,1.0,2.0,3.0
112-61-8,CCCCCCCCCCCCCCCCCC(=O)OC,,,0.0,3.0,5.0
111-82-0,CCCCCCCCCCCC(=O)OC,,,0.0,,5.0
106-73-0,CCCCCCC(=O)OC,,,0.0,4.0,5.0
24851-98-7,CCCCCC1C(=O)CCC1CC(=O)OC,,,0.0,4.0,5.0
24863-70-5,CCCCCC1=C(CC(=O)OC)CCC1=O,,,0.0,3.0,5.0
111-80-8,CCCCCCC#CC(=O)OC,1.1204340404890831,,0.0,3.0,5.0
623-42-7,CCCC(=O)OC,,,0.0,4.0,5.0
104-45-0,CCCc1ccc(OC)cc1,1.466722027795291,,0.0,3.0,5.0
2785-87-7,CCCc1ccc(O)c(OC)c1,1.1942900699964727,,0.0,3.0,5.0
54965-21-8,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0.956411790415611,,0.0,3.0,5.0
61738-04-3,CCN(COC)N=O,0.6600114979510888,,1.0,3.0,4.0
75274-28-1,CCOC(=O)C(=O)Nc1cc(OCCOCCOC)ncn1,,,1.0,3.0,4.0
75274-29-2,CCOC(=O)C(=O)Nc1cc(SCCOCCOC)ncn1,,,1.0,3.0,4.0
75274-27-0,CCOC(=O)C(=O)Nc1cc(SCCOC)ncn1,,,1.0,3.0,4.0
19133-14-3,CCCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,-0.5840571906005264,,1.0,2.0,3.0
1476-98-8,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0.0532229969751661,,1.0,2.0,4.0
5934-55-4,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,0.19106796451261962,,1.0,2.0,4.0
20723-84-6,CCC(C(=O)Oc1ccccc1OC)c1ccc(-c2ccccc2)cc1,,,0.0,3.0,5.0
33210-62-7,CCOC(C1=NCC(OC)CN1)c1ccccc1,0.5469858599865385,,1.0,3.0,4.0
554-12-1,CCC(=O)OC,1.7540513697660023,,0.0,4.0,5.0
104-27-8,CCC(=O)C=Cc1ccc(OC)cc1,,,0.0,4.0,5.0
1087-06-5,CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,0.8087330607908985,,1.0,3.0,4.0
84964-12-5,CCC12CCCN3CCc4c(n(c5cc(Br)ccc45)C(O)(C(=O)OC)C1)C32,0.6044625949465752,,1.0,3.0,4.0
85405-59-0,CCC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0.24356803024224902,,1.0,3.0,4.0
21608-06-0,CCN(CCC(=O)OC)c1ccccc1,1.072623351082572,,0.0,3.0,5.0
68677-06-5,CCN1CCCC1CNS(=O)(=O)c1cc(Cl)c(N)cc1OC,0.63467677874904,,1.0,3.0,4.0
117666-83-8,CCOC(=S)C=Cc1ccc(OC)cc1,0.6215259034383148,,1.0,3.0,4.0
94-30-4,CCOC(=O)c1ccc(OC)cc1,1.053868150635238,,0.0,3.0,5.0
536759-91-8,CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc([N+](=O)[O-])cc1)C2=O,,,0.0,3.0,5.0
54249-44-4,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O,,,0.0,4.0,5.0
68274-48-6,CCOc1c(OC)cccc1-c1nc(=O)c2cc(C(=O)O)ccc2[nH]1,,,1.0,2.0,4.0
75274-14-5,CCOC(=O)C(=O)Nc1cc(OC)ncn1,,,1.0,3.0,4.0
90982-32-4,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,0.9951286403081178,,0.0,3.0,5.0
75274-16-7,CCOC(=O)C(=O)Nc1cc(OC)nc(-c2ccccc2)n1,,,1.0,3.0,4.0
147150-35-4,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,,,0.0,4.0,5.0
623-53-0,CCOC(=O)OC,,,0.0,4.0,5.0
54473-56-2,C#CCSP(=O)(NC(=O)CC)OC,0.3541495427222202,,1.0,2.0,4.0
71675-87-1,CCS(=O)(=O)c1cc(C(=O)O)c(OC)cc1N,0.8874730456355527,,0.0,3.0,5.0
57966-95-7,CCNC(=O)NC(=O)C(C#N)=NOC,0.685207026158067,,1.0,3.0,4.0
145071-30-3,CCOC(=O)N1CCC=C(C=NOC)C1,-0.025815657101220017,,1.0,2.0,3.0
2591-57-3,CCOP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,-1.9880078971695152,,1.0,1.0,1.0
2633-54-7,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-0.028861244964617144,,1.0,2.0,4.0
13104-29-5,CCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,-0.8213235239516713,,1.0,1.0,2.0
13289-13-9,CCOP(=S)(Cl)OC,0.6030811625564644,,1.0,3.0,4.0
15536-01-3,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,-2.213377839397478,,1.0,1.0,1.0
33232-87-0,CCP(=O)(OC)Oc1ccc(Cl)cc1,-0.37913710370266057,,1.0,2.0,3.0
2720-19-6,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-0.6580448026401221,,1.0,2.0,3.0
7076-53-1,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,-0.4515394326809859,,1.0,2.0,3.0
286938-65-6,CCCCCCCCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,,,0.0,3.0,5.0
63578-18-7,CCCCCC(=O)[Si](C)(C)C,,,0.0,4.0,5.0
13508-53-7,CCO[Si](C)(C)CCl,1.0065011935057782,,1.0,3.0,4.0
1825-58-7,CCO[Si](C)(C)c1ccccc1,1.1348839830652357,,0.0,3.0,5.0
